연도,월,기준월,시도,전기차등록대수,충전량_kWh,충전횟수,충전시간_h,활성충전기수,EV당충전량,EV당충전횟수,활성기당충전량
2020,5,2020-05,충북,3077,178326.04,9366.0,2520.91,183.0,57.95,3.04,974.46
2020,6,2020-06,강원,2952,142380.82,8871.0,2307.01,283.0,48.23,3.01,503.11
2020,6,2020-06,경기,15946,292210.42,15615.0,4422.84,288.0,18.32,0.98,1014.62
2020,6,2020-06,경남,4805,165401.59,9105.0,2384.06,231.0,34.42,1.89,716.02
2020,6,2020-06,경북,4980,339434.78,17246.0,4650.18,393.0,68.16,3.46,863.7
2020,6,2020-06,광주,2844,41368.41,2067.0,542.07,50.0,14.55,0.73,827.37
2020,6,2020-06,대구,12356,127736.14,6318.0,1591.65,94.0,10.34,0.51,1358.9
2020,6,2020-06,대전,3126,71753.51,3495.0,867.15,80.0,22.95,1.12,896.92
2020,6,2020-06,부산,4100,46962.63,2354.0,603.84,53.0,11.45,0.57,886.09
2020,6,2020-06,서울,19411,118662.68,6426.0,1627.85,125.0,6.11,0.33,949.3
2020,6,2020-06,세종,1044,21808.47,1103.0,341.25,32.0,20.89,1.06,681.51
2020,6,2020-06,울산,2110,54084.23,2755.0,668.48,97.0,25.63,1.31,557.57
2020,6,2020-06,인천,3741,79852.91,4177.0,1174.52,91.0,21.35,1.12,877.5
2020,6,2020-06,전남,4323,121600.66,6876.0,1754.67,258.0,28.13,1.59,471.32
2020,6,2020-06,전북,2745,166634.29,8572.0,2308.06,183.0,60.7,3.12,910.57
2020,6,2020-06,제주,19705,139515.31,8666.0,2263.73,122.0,7.08,0.44,1143.57
2020,6,2020-06,충남,3920,199296.91,10040.0,2674.3,222.0,50.84,2.56,897.73
2020,6,2020-06,충북,3199,181150.25,9553.0,2605.49,195.0,56.63,2.99,928.98
2020,7,2020-07,강원,3025,160079.66,10546.0,2851.72,293.0,52.92,3.49,546.35
2020,7,2020-07,경기,16508,374674.43,20492.0,6304.2,293.0,22.7,1.24,1278.75
2020,7,2020-07,경남,4886,183493.09,10361.0,2856.67,245.0,37.55,2.12,748.95
2020,7,2020-07,경북,5192,370622.14,19136.0,5623.64,410.0,71.38,3.69,903.96
2020,7,2020-07,광주,2962,47438.06,2405.0,735.45,54.0,16.02,0.81,878.48
2020,7,2020-07,대구,12454,144591.62,7181.0,2078.83,85.0,11.61,0.58,1701.08
2020,7,2020-07,대전,3204,84409.22,4102.0,1240.82,75.0,26.34,1.28,1125.46
2020,7,2020-07,부산,4216,49819.36,2569.0,755.91,53.0,11.82,0.61,939.99
2020,7,2020-07,서울,20003,128809.0,7189.0,2046.28,121.0,6.44,0.36,1064.54
2020,7,2020-07,세종,1057,26727.87,1416.0,440.65,35.0,25.29,1.34,763.65
2020,7,2020-07,울산,2119,59491.25,3048.0,813.66,95.0,28.08,1.44,626.22
2020,7,2020-07,인천,3940,90653.51,4923.0,1530.8,92.0,23.01,1.25,985.36
2020,7,2020-07,전남,4444,133690.7,8015.0,2138.26,284.0,30.08,1.8,470.74
2020,7,2020-07,전북,2848,176142.6,9667.0,2738.57,192.0,61.85,3.39,917.41
2020,7,2020-07,제주,20105,148297.31,9489.0,2496.12,122.0,7.38,0.47,1215.55
2020,7,2020-07,충남,4087,221351.2,11520.0,3376.98,231.0,54.16,2.82,958.23
2020,7,2020-07,충북,3268,194331.05,10465.0,2968.4,200.0,59.46,3.2,971.66
2020,8,2020-08,강원,3091,172769.11,11366.0,3003.74,298.0,55.89,3.68,579.76
2020,8,2020-08,경기,17197,389720.26,21029.0,6423.69,319.0,22.66,1.22,1221.69
2020,8,2020-08,경남,5003,237214.24,12895.0,3553.53,266.0,47.41,2.58,891.78
2020,8,2020-08,경북,5400,457099.75,23037.0,6746.94,431.0,84.65,4.27,1060.56
2020,8,2020-08,광주,3046,80622.89,3811.0,1122.58,56.0,26.47,1.25,1439.69
2020,8,2020-08,대구,12468,177817.8,8831.0,2507.75,111.0,14.26,0.71,1601.96
2020,8,2020-08,대전,3338,102710.37,4844.0,1478.02,79.0,30.77,1.45,1300.13
2020,8,2020-08,부산,4320,66978.97,3298.0,1017.65,54.0,15.5,0.76,1240.35
2020,8,2020-08,서울,20997,159092.85,8574.0,2420.74,124.0,7.58,0.41,1283.01
2020,8,2020-08,세종,1076,32855.16,1722.0,498.77,34.0,30.53,1.6,966.33
2020,8,2020-08,울산,2142,68761.08,3526.0,994.4,96.0,32.1,1.65,716.26
2020,8,2020-08,인천,4204,101931.79,5713.0,1884.5,93.0,24.25,1.36,1096.04
2020,8,2020-08,전남,4576,185127.96,10446.0,2895.51,291.0,40.46,2.28,636.18
2020,8,2020-08,전북,2906,208357.37,11406.0,3205.22,208.0,71.7,3.92,1001.72
2020,8,2020-08,제주,20699,190402.12,12128.0,2784.78,121.0,9.2,0.59,1573.57
2020,8,2020-08,충남,4252,263892.82,13455.0,3772.38,256.0,62.06,3.16,1030.83
2020,8,2020-08,충북,3319,225121.78,11844.0,3432.81,199.0,67.83,3.57,1131.27
2020,9,2020-09,강원,3340,149142.62,10240.0,2652.26,310.0,44.65,3.07,481.11
2020,9,2020-09,경기,18512,386819.53,21469.0,6271.41,331.0,20.9,1.16,1168.64
2020,9,2020-09,경남,5617,210636.67,11613.0,3075.17,269.0,37.5,2.07,783.04
2020,9,2020-09,경북,5816,391883.3,20384.0,5752.55,442.0,67.38,3.5,886.61
2020,9,2020-09,광주,3151,68603.98,3312.0,1007.92,62.0,21.77,1.05,1106.52
2020,9,2020-09,대구,12552,195416.1,9573.0,2132.47,111.0,15.57,0.76,1760.51
2020,9,2020-09,대전,4083,110410.76,5339.0,1502.06,76.0,27.04,1.31,1452.77
2020,9,2020-09,부산,4420,50368.75,2560.0,773.02,57.0,11.4,0.58,883.66
2020,9,2020-09,서울,22118,158150.29,8795.0,2340.64,131.0,7.15,0.4,1207.25
2020,9,2020-09,세종,1100,29854.83,1606.0,455.74,32.0,27.14,1.46,932.96
2020,9,2020-09,울산,2204,63412.08,3281.0,892.98,100.0,28.77,1.49,634.12
2020,9,2020-09,인천,4639,105418.23,5855.0,1899.4,94.0,22.72,1.26,1121.47
2020,9,2020-09,전남,4759,143930.5,8544.0,2267.37,263.0,30.24,1.8,547.26
2020,9,2020-09,전북,2977,163768.31,9641.0,2607.81,223.0,55.01,3.24,734.39
2020,9,2020-09,제주,21107,142342.64,8857.0,2102.02,122.0,6.74,0.42,1166.74
2020,9,2020-09,충남,4547,263721.55,13693.0,3801.37,261.0,58.0,3.01,1010.43
2020,9,2020-09,충북,3467,201248.01,10929.0,3023.95,219.0,58.05,3.15,918.94
2020,10,2020-10,강원,3567,220840.58,15420.0,3781.91,314.0,61.91,4.32,703.31
2020,10,2020-10,경기,19332,506190.99,28921.0,8127.6,332.0,26.18,1.5,1524.67
2020,10,2020-10,경남,5924,276141.97,15461.0,3904.63,307.0,46.61,2.61,899.49
2020,10,2020-10,경북,6314,529307.55,28295.0,7578.56,464.0,83.83,4.48,1140.75
2020,10,2020-10,광주,3158,77933.82,3988.0,1103.64,59.0,24.68,1.26,1320.91
2020,10,2020-10,대구,12550,225822.84,11533.0,2448.1,110.0,17.99,0.92,2052.93
2020,10,2020-10,대전,4197,148073.18,7585.0,1992.82,83.0,35.28,1.81,1784.01
2020,10,2020-10,부산,4696,63323.17,3203.0,938.23,53.0,13.48,0.68,1194.78
2020,10,2020-10,서울,22676,209775.98,11963.0,2927.71,133.0,9.25,0.53,1577.26
2020,10,2020-10,세종,1106,35648.1,2013.0,555.63,36.0,32.23,1.82,990.22
2020,10,2020-10,울산,2221,66138.1,3554.0,903.38,104.0,29.78,1.6,635.94
2020,10,2020-10,인천,4729,135530.77,7886.0,2321.62,94.0,28.66,1.67,1441.82
2020,10,2020-10,전남,4896,192443.31,11684.0,2920.63,296.0,39.31,2.39,650.15
2020,10,2020-10,전북,3130,209783.45,12879.0,3363.59,215.0,67.02,4.11,975.74
2020,10,2020-10,제주,21222,175057.2,10827.0,2494.24,125.0,8.25,0.51,1400.46
2020,10,2020-10,충남,4878,339233.84,17954.0,4598.95,279.0,69.54,3.68,1215.89
2020,10,2020-10,충북,3662,262224.21,14761.0,3800.1,210.0,71.61,4.03,1248.69
2020,11,2020-11,강원,3810,221498.56,13993.0,3340.73,333.0,58.14,3.67,665.16
2020,11,2020-11,경기,19903,525719.62,29938.0,7944.87,347.0,26.41,1.5,1515.04
2020,11,2020-11,경남,6137,285527.16,17441.0,4135.97,346.0,46.53,2.84,825.22
2020,11,2020-11,경북,6753,541650.56,29952.0,7380.14,490.0,80.21,4.44,1105.41
2020,11,2020-11,광주,3162,78844.87,4174.0,994.27,64.0,24.94,1.32,1231.95
2020,11,2020-11,대구,12570,213986.7,11137.0,2328.52,123.0,17.02,0.89,1739.73
2020,11,2020-11,대전,4415,154191.96,8195.0,1841.7,85.0,34.92,1.86,1814.02
2020,11,2020-11,부산,5210,67203.95,3566.0,920.44,63.0,12.9,0.68,1066.73
2020,11,2020-11,서울,23052,219147.79,13000.0,3005.52,139.0,9.51,0.56,1576.6
2020,11,2020-11,세종,1127,41966.06,2390.0,575.23,40.0,37.24,2.12,1049.15
2020,11,2020-11,울산,2249,59907.71,3487.0,848.85,108.0,26.64,1.55,554.7
2020,11,2020-11,인천,4999,139118.56,7942.0,1849.71,92.0,27.83,1.59,1512.16
2020,11,2020-11,전남,5055,184315.53,10804.0,2557.64,321.0,36.46,2.14,574.19
2020,11,2020-11,전북,3269,215732.18,12273.0,2993.04,229.0,65.99,3.75,942.06
2020,11,2020-11,제주,21261,183075.45,11170.0,2525.88,133.0,8.61,0.53,1376.51
2020,11,2020-11,충남,5157,337322.03,18492.0,4451.58,307.0,65.41,3.59,1098.77
2020,11,2020-11,충북,3794,282565.04,16068.0,3813.11,237.0,74.48,4.24,1192.26
2020,12,2020-12,강원,4078,267930.32,15329.0,3417.49,365.0,65.7,3.76,734.06
2020,12,2020-12,경기,20477,533645.06,31149.0,7118.14,379.0,26.06,1.52,1408.03
2020,12,2020-12,경남,6308,354419.85,20940.0,4595.32,352.0,56.19,3.32,1006.87
2020,12,2020-12,경북,7051,597792.01,33942.0,7505.43,505.0,84.78,4.81,1183.75
2020,12,2020-12,광주,3210,82425.19,4516.0,899.09,71.0,25.68,1.41,1160.92
2020,12,2020-12,대구,12630,214723.5,12102.0,2404.65,128.0,17.0,0.96,1677.53
2020,12,2020-12,대전,4469,155441.04,9135.0,1810.03,87.0,34.78,2.04,1786.68
2020,12,2020-12,부산,5355,91453.95,5427.0,1112.59,65.0,17.08,1.01,1406.98
2020,12,2020-12,서울,23393,213946.1,13002.0,2716.39,141.0,9.15,0.56,1517.35
2020,12,2020-12,세종,1148,58176.91,3383.0,679.16,40.0,50.68,2.95,1454.42
2020,12,2020-12,울산,2274,72214.78,4233.0,915.1,114.0,31.76,1.86,633.46
2020,12,2020-12,인천,5366,126973.59,7548.0,1549.15,97.0,23.66,1.41,1309.01
2020,12,2020-12,전남,5223,210353.58,12230.0,2527.8,334.0,40.27,2.34,629.8
2020,12,2020-12,전북,3323,201905.97,11290.0,2595.93,271.0,60.76,3.4,745.04
2020,12,2020-12,제주,21285,161033.74,10122.0,2201.62,130.0,7.57,0.48,1238.72
2020,12,2020-12,충남,5489,333789.09,19085.0,4202.43,335.0,60.81,3.48,996.39
2020,12,2020-12,충북,3883,298545.89,16947.0,3768.55,238.0,76.89,4.36,1254.39
2021,1,2021-01,강원,4076,243163.58,14400.0,2958.53,374.0,59.66,3.53,650.17
2021,1,2021-01,경기,20670,497163.51,30354.0,6505.32,393.0,24.05,1.47,1265.05
2021,1,2021-01,경남,6369,371750.77,22297.0,4715.7,347.0,58.37,3.5,1071.33
2021,1,2021-01,경북,7066,567139.71,33364.0,7052.33,503.0,80.26,4.72,1127.51
2021,1,2021-01,광주,3210,73309.61,4203.0,853.1,75.0,22.84,1.31,977.46
2021,1,2021-01,대구,12557,209083.97,12346.0,2374.05,128.0,16.65,0.98,1633.47
2021,1,2021-01,대전,4463,139597.12,8657.0,1658.36,86.0,31.28,1.94,1623.22
2021,1,2021-01,부산,5409,95553.52,5741.0,1120.26,63.0,17.67,1.06,1516.72
2021,1,2021-01,서울,23441,200292.35,13025.0,2465.42,146.0,8.54,0.56,1371.87
2021,1,2021-01,세종,1157,57796.38,3478.0,710.31,44.0,49.95,3.01,1313.55
2021,1,2021-01,울산,2269,72623.35,4309.0,879.37,112.0,32.01,1.9,648.42
2021,1,2021-01,인천,5428,124064.27,7667.0,1537.35,101.0,22.86,1.41,1228.36
2021,1,2021-01,전남,5251,199292.51,11856.0,2464.94,323.0,37.95,2.26,617.0
2021,1,2021-01,전북,3360,185181.49,10716.0,2273.26,262.0,55.11,3.19,706.8
2021,1,2021-01,제주,21206,152533.31,9539.0,2142.83,130.0,7.19,0.45,1173.33
2021,1,2021-01,충남,5562,338767.06,19859.0,4079.08,357.0,60.91,3.57,948.93
2021,1,2021-01,충북,3897,277197.91,16328.0,3521.31,256.0,71.13,4.19,1082.8
2021,2,2021-02,강원,4086,234979.92,13365.0,2913.88,379.0,57.51,3.27,620.0
2021,2,2021-02,경기,21100,436230.87,25776.0,5711.16,385.0,20.67,1.22,1133.07
2021,2,2021-02,경남,6552,363198.27,20776.0,4496.35,350.0,55.43,3.17,1037.71
2021,2,2021-02,경북,7149,533901.88,30124.0,6764.19,502.0,74.68,4.21,1063.55
2021,2,2021-02,광주,3200,71925.28,3940.0,788.71,75.0,22.48,1.23,959.0
2021,2,2021-02,대구,12846,184584.47,10347.0,2044.48,127.0,14.37,0.81,1453.42
2021,2,2021-02,대전,4462,114426.36,6665.0,1286.57,85.0,25.64,1.49,1346.19
2021,2,2021-02,부산,5512,83503.98,4853.0,984.14,63.0,15.15,0.88,1325.46
2021,2,2021-02,서울,23381,171448.94,10714.0,2058.33,145.0,7.33,0.46,1182.41
2021,2,2021-02,세종,1186,55183.35,3226.0,666.64,41.0,46.53,2.72,1345.94
2021,2,2021-02,울산,2284,67305.44,3825.0,866.2,115.0,29.47,1.67,585.26
2021,2,2021-02,인천,5517,104529.01,6102.0,1243.99,104.0,18.95,1.11,1005.09
2021,2,2021-02,전남,5415,204211.45,11529.0,2430.74,321.0,37.71,2.13,636.17
2021,2,2021-02,전북,3363,192340.77,10583.0,2280.29,265.0,57.19,3.15,725.81
2021,2,2021-02,제주,21297,161561.94,10098.0,2258.58,133.0,7.59,0.47,1214.75
2021,2,2021-02,충남,5575,339398.01,19289.0,4182.63,370.0,60.88,3.46,917.29
2021,2,2021-02,충북,4338,278077.73,15968.0,3476.18,265.0,64.1,3.68,1049.35
2021,3,2021-03,강원,4280,244311.45,13031.0,2968.1,378.0,57.08,3.04,646.33
2021,3,2021-03,경기,23887,515205.83,28935.0,6544.5,404.0,21.57,1.21,1275.26
2021,3,2021-03,경남,7220,429248.39,23149.0,5090.86,350.0,59.45,3.21,1226.42
2021,3,2021-03,경북,7588,603362.04,32243.0,7305.31,517.0,79.52,4.25,1167.04
2021,3,2021-03,광주,3504,88016.36,4534.0,940.88,75.0,25.12,1.29,1173.55
2021,3,2021-03,대구,13041,198876.54,10683.0,2264.48,129.0,15.25,0.82,1541.68
2021,3,2021-03,대전,4885,126654.91,6806.0,1416.9,86.0,25.93,1.39,1472.73
2021,3,2021-03,부산,6600,101561.64,5568.0,1167.13,63.0,15.39,0.84,1612.09
2021,3,2021-03,서울,24918,178353.18,10339.0,2142.16,147.0,7.16,0.41,1213.29
2021,3,2021-03,세종,1295,61209.03,3307.0,730.14,44.0,47.27,2.55,1391.11
2021,3,2021-03,울산,2527,82219.13,4375.0,985.09,115.0,32.54,1.73,714.95
2021,3,2021-03,인천,6106,128919.47,6887.0,1502.78,104.0,21.11,1.13,1239.61
2021,3,2021-03,전남,5773,236767.86,12644.0,2808.8,334.0,41.01,2.19,708.89
2021,3,2021-03,전북,3596,222257.43,11674.0,2642.73,260.0,61.81,3.25,854.84
2021,3,2021-03,제주,21832,193455.03,11562.0,2647.74,140.0,8.86,0.53,1381.82
2021,3,2021-03,충남,5946,385671.29,20921.0,4616.23,376.0,64.86,3.52,1025.72
2021,3,2021-03,충북,4688,336746.15,18541.0,4093.2,271.0,71.83,3.95,1242.61
2021,4,2021-04,강원,4460,252765.33,13021.0,3068.51,401.0,56.67,2.92,630.34
2021,4,2021-04,경기,24841,528864.26,28315.0,6573.42,458.0,21.29,1.14,1154.73
2021,4,2021-04,경남,7474,421020.24,21907.0,5007.31,385.0,56.33,2.93,1093.56
2021,4,2021-04,경북,7773,612057.38,31754.0,7418.7,549.0,78.74,4.09,1114.86
2021,4,2021-04,광주,3593,90498.32,4495.0,1001.25,83.0,25.19,1.25,1090.34
2021,4,2021-04,대구,13142,174242.34,8964.0,2072.81,131.0,13.26,0.68,1330.09
2021,4,2021-04,대전,4995,123279.42,6346.0,1431.87,89.0,24.68,1.27,1385.16
2021,4,2021-04,부산,6821,99257.29,5219.0,1086.37,63.0,14.55,0.77,1575.51
2021,4,2021-04,서울,25581,186257.66,10230.0,2221.07,165.0,7.28,0.4,1128.83
2021,4,2021-04,세종,1317,61195.57,3186.0,715.91,43.0,46.47,2.42,1423.15
2021,4,2021-04,울산,2599,80218.56,4141.0,985.76,121.0,30.87,1.59,662.96
2021,4,2021-04,인천,6312,143853.18,7277.0,1650.02,117.0,22.79,1.15,1229.51
2021,4,2021-04,전남,6001,242102.61,12233.0,2811.26,385.0,40.34,2.04,628.84
2021,4,2021-04,전북,4054,224181.28,11468.0,2645.4,294.0,55.3,2.83,762.52
2021,4,2021-04,제주,21978,192694.15,10816.0,2524.07,141.0,8.77,0.49,1366.63
2021,4,2021-04,충남,6269,359592.73,18688.0,4335.58,399.0,57.36,2.98,901.23
2021,4,2021-04,충북,4781,321173.51,16972.0,3997.27,278.0,67.18,3.55,1155.3
2021,5,2021-05,강원,4750,287935.34,14624.0,3465.67,462.0,60.62,3.08,623.24
2021,5,2021-05,경기,26944,563004.26,29779.0,7076.7,537.0,20.9,1.11,1048.43
2021,5,2021-05,경남,7867,391052.7,19979.0,4699.73,364.0,49.71,2.54,1074.32
2021,5,2021-05,경북,8118,592629.99,30076.0,7167.9,551.0,73.0,3.7,1075.55
2021,5,2021-05,광주,3813,92796.58,4438.0,990.32,85.0,24.34,1.16,1091.72
2021,5,2021-05,대구,13472,160222.58,7967.0,1940.77,129.0,11.89,0.59,1242.04
2021,5,2021-05,대전,5222,143803.21,7201.0,1600.5,88.0,27.54,1.38,1634.13
2021,5,2021-05,부산,7515,91500.88,4787.0,1032.15,63.0,12.18,0.64,1452.39
2021,5,2021-05,서울,27013,205145.04,10817.0,2368.77,181.0,7.59,0.4,1133.4
2021,5,2021-05,세종,1353,34128.12,1757.0,433.38,41.0,25.22,1.3,832.39
2021,5,2021-05,울산,2734,75422.11,3867.0,963.51,116.0,27.59,1.41,650.19
2021,5,2021-05,인천,6708,156962.71,7716.0,1815.52,124.0,23.4,1.15,1265.83
2021,5,2021-05,전남,6222,226651.07,11299.0,2663.42,446.0,36.43,1.82,508.19
2021,5,2021-05,전북,4432,266285.94,13137.0,3060.42,381.0,60.08,2.96,698.91
2021,5,2021-05,제주,22148,198956.26,11241.0,2678.62,144.0,8.98,0.51,1381.64
2021,5,2021-05,충남,6588,338344.67,17286.0,4146.04,387.0,51.36,2.62,874.28
2021,5,2021-05,충북,4952,323568.12,16824.0,4090.18,286.0,65.34,3.4,1131.36
2021,6,2021-06,강원,5200,305935.29,14827.0,3663.07,463.0,58.83,2.85,660.77
2021,6,2021-06,경기,30030,658536.24,32949.0,7970.3,541.0,21.93,1.1,1217.26
2021,6,2021-06,경남,8685,368594.82,18326.0,4636.37,393.0,42.44,2.11,937.9
2021,6,2021-06,경북,8676,586762.98,28796.0,7252.41,563.0,67.63,3.32,1042.21
2021,6,2021-06,광주,4081,97417.28,4424.0,1022.18,96.0,23.87,1.08,1014.76
2021,6,2021-06,대구,13974,158016.27,7647.0,1911.13,144.0,11.31,0.55,1097.34
2021,6,2021-06,대전,5836,151862.34,7257.0,1683.56,98.0,26.02,1.24,1549.62
2021,6,2021-06,부산,8503,93119.95,4614.0,1060.93,63.0,10.95,0.54,1478.09
2021,6,2021-06,서울,28752,227759.26,11349.0,2694.57,182.0,7.92,0.39,1251.42
2021,6,2021-06,세종,1404,28835.2,1386.0,356.08,46.0,20.54,0.99,626.85
2021,6,2021-06,울산,2897,86575.77,4127.0,1056.64,119.0,29.88,1.42,727.53
2021,6,2021-06,인천,7790,184841.95,8583.0,2107.3,127.0,23.73,1.1,1455.45
2021,6,2021-06,전남,6643,239134.05,11432.0,2859.09,492.0,36.0,1.72,486.04
2021,6,2021-06,전북,5104,285512.89,13796.0,3354.9,410.0,55.94,2.7,696.37
2021,6,2021-06,제주,22838,201607.35,10950.0,2760.68,179.0,8.83,0.48,1126.3
2021,6,2021-06,충남,7254,355094.04,17251.0,4369.48,391.0,48.95,2.38,908.17
2021,6,2021-06,충북,5480,326499.47,16214.0,3999.52,289.0,59.58,2.96,1129.76
2021,7,2021-07,강원,5485,394477.84,18623.0,4848.16,460.0,71.92,3.4,857.56
2021,7,2021-07,경기,31820,859251.75,41903.0,10557.65,536.0,27.0,1.32,1603.08
2021,7,2021-07,경남,9244,439604.78,21793.0,5517.7,449.0,47.56,2.36,979.08
2021,7,2021-07,경북,9171,701028.89,34084.0,8969.58,617.0,76.44,3.72,1136.19
2021,7,2021-07,광주,4242,114168.05,5135.0,1214.25,89.0,26.91,1.21,1282.79
2021,7,2021-07,대구,14226,178532.0,8501.0,2226.54,142.0,12.55,0.6,1257.27
2021,7,2021-07,대전,6143,188090.08,8829.0,2134.91,96.0,30.62,1.44,1959.27
2021,7,2021-07,부산,8824,118403.98,5835.0,1391.15,70.0,13.42,0.66,1691.49
2021,7,2021-07,서울,29325,306419.35,15009.0,3583.6,189.0,10.45,0.51,1621.27
2021,7,2021-07,세종,1437,29364.49,1397.0,388.06,46.0,20.43,0.97,638.36
2021,7,2021-07,울산,2943,108859.14,5112.0,1334.39,126.0,36.99,1.74,863.96
2021,7,2021-07,인천,8446,236550.15,11118.0,2885.48,132.0,28.01,1.32,1792.05
2021,7,2021-07,전남,6956,277540.76,12750.0,3354.82,468.0,39.9,1.83,593.04
2021,7,2021-07,전북,5466,374226.42,17287.0,4250.06,436.0,68.46,3.16,858.32
2021,7,2021-07,제주,23262,228748.47,12400.0,3104.5,193.0,9.83,0.53,1185.23
2021,7,2021-07,충남,8042,447733.61,21660.0,5613.31,436.0,55.67,2.69,1026.91
2021,7,2021-07,충북,5934,398953.17,19552.0,4927.8,304.0,67.23,3.29,1312.35
2021,8,2021-08,강원,5929,417463.55,19954.0,5138.54,458.0,70.41,3.37,911.49
2021,8,2021-08,경기,33832,882619.27,42976.0,11014.69,564.0,26.09,1.27,1564.93
2021,8,2021-08,경남,9730,444855.84,22239.0,5644.22,464.0,45.72,2.29,958.74
2021,8,2021-08,경북,9683,736826.61,35546.0,9338.21,638.0,76.09,3.67,1154.9
2021,8,2021-08,광주,4478,120218.15,5399.0,1335.98,91.0,26.85,1.21,1321.08
2021,8,2021-08,대구,14632,185585.16,8817.0,2331.17,141.0,12.68,0.6,1316.21
2021,8,2021-08,대전,6652,179012.4,8310.0,2029.49,101.0,26.91,1.25,1772.4
2021,8,2021-08,부산,9525,114346.08,5568.0,1402.38,70.0,12.0,0.58,1633.52
2021,8,2021-08,서울,31220,333384.17,15877.0,3846.54,182.0,10.68,0.51,1831.78
2021,8,2021-08,세종,1509,32882.06,1498.0,399.92,46.0,21.79,0.99,714.83
2021,8,2021-08,울산,3038,108193.11,5100.0,1280.0,137.0,35.61,1.68,789.73
2021,8,2021-08,인천,9370,237975.18,11005.0,2977.07,131.0,25.4,1.17,1816.6
2021,8,2021-08,전남,7211,296895.2,13498.0,3700.93,472.0,41.17,1.87,629.02
2021,8,2021-08,전북,5826,393244.22,17917.0,4411.15,435.0,67.5,3.08,904.01
2021,8,2021-08,제주,23590,241671.64,12738.0,3301.89,179.0,10.24,0.54,1350.12
2021,8,2021-08,충남,8426,470470.71,22432.0,5799.82,445.0,55.84,2.66,1057.24
2021,8,2021-08,충북,6414,397316.64,19489.0,4987.42,309.0,61.95,3.04,1285.81
2021,9,2021-09,강원,6266,421467.85,19567.0,5123.43,461.0,67.26,3.12,914.25
2021,9,2021-09,경기,35385,923028.1,44390.0,11335.27,571.0,26.09,1.25,1616.51
2021,9,2021-09,경남,10274,457438.18,22358.0,5757.03,462.0,44.52,2.18,990.13
2021,9,2021-09,경북,10013,718803.67,34426.0,9041.24,616.0,71.79,3.44,1166.89
2021,9,2021-09,광주,4722,122601.69,5469.0,1325.63,99.0,25.96,1.16,1238.4
2021,9,2021-09,대구,15122,192262.37,8857.0,2322.7,143.0,12.71,0.59,1344.49
2021,9,2021-09,대전,7134,186967.51,8718.0,2102.11,98.0,26.21,1.22,1907.83
2021,9,2021-09,부산,10480,112758.58,5386.0,1383.83,68.0,10.76,0.51,1658.21
2021,9,2021-09,서울,33434,352970.72,16595.0,4054.98,188.0,10.56,0.5,1877.5
2021,9,2021-09,세종,1627,31762.04,1384.0,375.11,41.0,19.52,0.85,774.68
2021,9,2021-09,울산,3167,107596.14,5154.0,1309.37,135.0,33.97,1.63,797.01
2021,9,2021-09,인천,10543,255481.53,11678.0,3070.87,133.0,24.23,1.11,1920.91
2021,9,2021-09,전남,7574,298143.83,13313.0,3588.09,494.0,39.36,1.76,603.53
2021,9,2021-09,전북,6286,410044.7,18742.0,4657.92,437.0,65.23,2.98,938.32
2021,9,2021-09,제주,23845,229722.1,12113.0,3189.64,181.0,9.63,0.51,1269.18
2021,9,2021-09,충남,8847,471378.17,22669.0,5843.97,409.0,53.28,2.56,1152.51
2021,9,2021-09,충북,6801,430151.51,20741.0,5219.28,307.0,63.25,3.05,1401.14
2021,10,2021-10,강원,6786,510883.04,24055.0,5987.12,459.0,75.28,3.54,1113.03
2021,10,2021-10,경기,37084,1050943.59,51871.0,12990.56,581.0,28.34,1.4,1808.85
2021,10,2021-10,경남,11199,520207.86,26000.0,6601.32,528.0,46.45,2.32,985.24
2021,10,2021-10,경북,10373,837003.56,41082.0,10457.96,638.0,80.69,3.96,1311.92
2021,10,2021-10,광주,4806,143453.3,6523.0,1536.59,99.0,29.85,1.36,1449.02
2021,10,2021-10,대구,15753,224444.56,10541.0,2683.43,147.0,14.25,0.67,1526.83
2021,10,2021-10,대전,7700,215106.05,10274.0,2336.69,100.0,27.94,1.33,2151.06
2021,10,2021-10,부산,10939,145554.74,7074.0,1690.14,72.0,13.31,0.65,2021.59
2021,10,2021-10,서울,35067,408995.23,19953.0,4550.0,184.0,11.66,0.57,2222.8
2021,10,2021-10,세종,1680,36847.82,1668.0,436.61,42.0,21.93,0.99,877.33
2021,10,2021-10,울산,3184,136050.17,6600.0,1665.34,142.0,42.73,2.07,958.1
2021,10,2021-10,인천,11295,304607.78,14338.0,3629.92,137.0,26.97,1.27,2223.41
2021,10,2021-10,전남,7826,337241.58,15535.0,4102.12,501.0,43.09,1.99,673.14
2021,10,2021-10,전북,6733,479850.83,22262.0,5417.75,440.0,71.27,3.31,1090.57
2021,10,2021-10,제주,24410,250887.66,13348.0,3482.29,181.0,10.28,0.55,1386.12
2021,10,2021-10,충남,9480,560232.04,27286.0,6846.44,443.0,59.1,2.88,1264.63
2021,10,2021-10,충북,7362,507143.32,25072.0,6114.98,321.0,68.89,3.41,1579.89
2021,11,2021-11,강원,7231,572462.52,27088.0,6627.16,480.0,79.17,3.75,1192.63
2021,11,2021-11,경기,38563,1235869.62,61984.0,14872.92,612.0,32.05,1.61,2019.39
2021,11,2021-11,경남,12122,599980.68,29907.0,7585.29,553.0,49.5,2.47,1084.96
