연도,월,기준월,시도,전기차등록대수,충전량_kWh,충전횟수,충전시간_h,활성충전기수,EV당충전량,EV당충전횟수,활성기당충전량
2021,11,2021-11,경북,10870,904652.84,44825.0,11123.64,692.0,83.22,4.12,1307.3
2021,11,2021-11,광주,4978,155536.16,7489.0,1679.85,97.0,31.24,1.5,1603.47
2021,11,2021-11,대구,16083,268739.65,12495.0,3073.99,154.0,16.71,0.78,1745.06
2021,11,2021-11,대전,7737,244328.72,11987.0,2632.12,101.0,31.58,1.55,2419.1
2021,11,2021-11,부산,11766,177135.26,8489.0,2036.22,73.0,15.05,0.72,2426.51
2021,11,2021-11,서울,38840,483004.51,24458.0,5230.27,191.0,12.44,0.63,2528.82
2021,11,2021-11,세종,1717,41124.71,2040.0,522.11,47.0,23.95,1.19,874.99
2021,11,2021-11,울산,3149,142238.22,6991.0,1716.77,140.0,45.17,2.22,1015.99
2021,11,2021-11,인천,11775,370879.59,17817.0,4285.71,137.0,31.5,1.51,2707.15
2021,11,2021-11,전남,8042,366641.89,17349.0,4437.18,518.0,45.59,2.16,707.8
2021,11,2021-11,전북,7147,540655.4,25507.0,5879.4,448.0,75.65,3.57,1206.82
2021,11,2021-11,제주,25381,247518.74,13313.0,3410.16,193.0,9.75,0.52,1282.48
2021,11,2021-11,충남,9836,620354.42,30567.0,7388.8,459.0,63.07,3.11,1351.53
2021,11,2021-11,충북,7731,578246.4,28886.0,6767.03,322.0,74.8,3.74,1795.8
2021,12,2021-12,강원,7946,637181.89,31066.0,7102.59,492.0,80.19,3.91,1295.09
2021,12,2021-12,경기,39958,1412007.43,74052.0,16765.46,640.0,35.34,1.85,2206.26
2021,12,2021-12,경남,12606,706502.5,35672.0,8425.81,568.0,56.04,2.83,1243.84
2021,12,2021-12,경북,11240,985936.52,50680.0,11930.56,723.0,87.72,4.51,1363.67
2021,12,2021-12,광주,5194,177325.32,8771.0,1831.1,106.0,34.14,1.69,1672.88
2021,12,2021-12,대구,16185,292940.03,14671.0,3320.27,158.0,18.1,0.91,1854.05
2021,12,2021-12,대전,7701,269491.4,13911.0,2810.44,107.0,34.99,1.81,2518.61
2021,12,2021-12,부산,12375,213815.7,10532.0,2404.32,72.0,17.28,0.85,2969.66
2021,12,2021-12,서울,40564,575795.28,30398.0,6095.52,193.0,14.19,0.75,2983.4
2021,12,2021-12,세종,1859,49904.63,2574.0,641.1,47.0,26.84,1.38,1061.8
2021,12,2021-12,울산,3166,158129.4,7886.0,1824.15,141.0,49.95,2.49,1121.49
2021,12,2021-12,인천,12820,422592.74,21648.0,4747.72,137.0,32.96,1.69,3084.62
2021,12,2021-12,전남,8708,392144.09,19195.0,4580.43,535.0,45.03,2.2,732.98
2021,12,2021-12,전북,7365,590032.92,28859.0,6343.31,451.0,80.11,3.92,1308.28
2021,12,2021-12,제주,25571,267731.95,14767.0,3594.83,192.0,10.47,0.58,1394.44
2021,12,2021-12,충남,9991,673917.03,34218.0,7848.9,479.0,67.45,3.42,1406.92
2021,12,2021-12,충북,8194,652350.61,33332.0,7373.44,330.0,79.61,4.07,1976.82
2022,1,2022-01,강원,8042,662338.13,32697.0,6909.75,488.0,82.36,4.07,1357.25
2022,1,2022-01,경기,40239,1337068.82,71629.0,15703.05,627.0,33.23,1.78,2132.49
2022,1,2022-01,경남,12725,696132.42,35512.0,7999.79,591.0,54.71,2.79,1177.89
2022,1,2022-01,경북,11269,977687.87,49813.0,11433.2,770.0,86.76,4.42,1269.72
2022,1,2022-01,광주,5204,167616.06,8535.0,1683.8,102.0,32.21,1.64,1643.29
2022,1,2022-01,대구,16169,280347.63,14270.0,3161.03,155.0,17.34,0.88,1808.69
2022,1,2022-01,대전,7675,250240.34,13432.0,2609.89,124.0,32.6,1.75,2018.07
2022,1,2022-01,부산,12501,207825.88,10337.0,2231.36,78.0,16.62,0.83,2664.43
2022,1,2022-01,서울,41140,565111.16,30499.0,5994.46,192.0,13.74,0.74,2943.29
2022,1,2022-01,세종,1879,47390.8,2439.0,545.2,47.0,25.22,1.3,1008.31
2022,1,2022-01,울산,3180,176682.7,9001.0,1982.61,154.0,55.56,2.83,1147.29
2022,1,2022-01,인천,12942,387762.44,20281.0,4227.93,137.0,29.96,1.57,2830.38
2022,1,2022-01,전남,8837,380922.53,18689.0,4106.05,530.0,43.11,2.11,718.72
2022,1,2022-01,전북,7389,568743.08,28335.0,5998.37,468.0,76.97,3.83,1215.26
2022,1,2022-01,제주,25580,274072.33,15300.0,3684.47,190.0,10.71,0.6,1442.49
2022,1,2022-01,충남,10015,649839.12,33650.0,7365.26,473.0,64.89,3.36,1373.87
2022,1,2022-01,충북,8184,592148.89,31103.0,6838.93,335.0,72.35,3.8,1767.61
2022,2,2022-02,강원,8179,524213.14,26308.0,5782.99,484.0,64.09,3.22,1083.08
2022,2,2022-02,경기,41266,1184029.95,63710.0,14391.2,620.0,28.69,1.54,1909.73
2022,2,2022-02,경남,13536,614621.12,31360.0,7143.31,561.0,45.41,2.32,1095.58
2022,2,2022-02,경북,11540,815274.06,42469.0,9923.88,775.0,70.65,3.68,1051.97
2022,2,2022-02,광주,5652,136876.06,7003.0,1472.28,100.0,24.22,1.24,1368.76
2022,2,2022-02,대구,17091,237285.84,12163.0,2793.51,158.0,13.88,0.71,1501.81
2022,2,2022-02,대전,7902,203236.64,10954.0,2331.28,103.0,25.72,1.39,1973.17
2022,2,2022-02,부산,13805,172246.31,8619.0,1954.87,73.0,12.48,0.62,2359.54
2022,2,2022-02,서울,41693,463809.03,25490.0,5201.18,195.0,11.12,0.61,2378.51
2022,2,2022-02,세종,1902,41324.94,2238.0,480.08,47.0,21.73,1.18,879.25
2022,2,2022-02,울산,3405,151676.9,7782.0,1766.29,145.0,44.55,2.29,1046.05
2022,2,2022-02,인천,13179,310429.64,16622.0,3707.6,137.0,23.55,1.26,2265.91
2022,2,2022-02,전남,9203,331147.94,16272.0,3628.68,527.0,35.98,1.77,628.36
2022,2,2022-02,전북,7456,464080.61,23432.0,5161.94,466.0,62.24,3.14,995.88
2022,2,2022-02,제주,26184,230630.3,13413.0,3208.36,193.0,8.81,0.51,1194.98
2022,2,2022-02,충남,10525,566479.93,29416.0,6595.91,478.0,53.82,2.79,1185.1
2022,2,2022-02,충북,8664,505298.1,27003.0,6103.8,327.0,58.32,3.12,1545.25
2022,3,2022-03,강원,8652,556202.62,25885.0,5886.13,482.0,64.29,2.99,1153.95
2022,3,2022-03,경기,45891,1427945.59,71720.0,16395.34,621.0,31.12,1.56,2299.43
2022,3,2022-03,경남,14371,761499.28,36275.0,8664.63,565.0,52.99,2.52,1347.79
2022,3,2022-03,경북,12318,983214.02,47196.0,11429.02,750.0,79.82,3.83,1310.95
2022,3,2022-03,광주,6015,182965.7,8465.0,1828.87,104.0,30.42,1.41,1759.29
2022,3,2022-03,대구,17584,270623.7,12840.0,2954.4,157.0,15.39,0.73,1723.72
2022,3,2022-03,대전,8595,234071.55,11800.0,2540.4,103.0,27.23,1.37,2272.54
2022,3,2022-03,부산,15330,208175.51,9857.0,2305.51,80.0,13.58,0.64,2602.19
2022,3,2022-03,서울,43206,484490.9,24947.0,5168.8,195.0,11.21,0.58,2484.57
2022,3,2022-03,세종,2069,46224.37,2246.0,534.02,49.0,22.34,1.09,943.35
2022,3,2022-03,울산,3789,214806.7,10004.0,2251.38,148.0,56.69,2.64,1451.4
2022,3,2022-03,인천,14134,409431.37,19844.0,4405.45,136.0,28.97,1.4,3010.52
2022,3,2022-03,전남,9978,452378.06,20516.0,4763.88,555.0,45.34,2.06,815.1
2022,3,2022-03,전북,8404,590171.55,27060.0,6102.23,468.0,70.23,3.22,1261.05
2022,3,2022-03,제주,26702,263467.85,14285.0,3431.8,191.0,9.87,0.53,1379.41
2022,3,2022-03,충남,11532,669914.26,32854.0,7477.74,516.0,58.09,2.85,1298.28
2022,3,2022-03,충북,9683,636812.03,31657.0,7120.8,383.0,65.77,3.27,1662.69
2022,4,2022-04,강원,9117,659667.01,29215.0,6931.13,505.0,72.36,3.2,1306.27
2022,4,2022-04,경기,50111,1615013.15,76890.0,18316.01,686.0,32.23,1.53,2354.25
2022,4,2022-04,경남,14957,837865.99,38121.0,9408.11,576.0,56.02,2.55,1454.63
2022,4,2022-04,경북,13018,1121078.23,51488.0,12854.86,764.0,86.12,3.96,1467.38
2022,4,2022-04,광주,6233,185115.74,8213.0,1886.54,108.0,29.7,1.32,1714.03
2022,4,2022-04,대구,18076,280018.2,12661.0,3019.16,157.0,15.49,0.7,1783.56
2022,4,2022-04,대전,9550,252401.38,11867.0,2619.11,99.0,26.43,1.24,2549.51
2022,4,2022-04,부산,16059,216175.93,9911.0,2375.02,75.0,13.46,0.62,2882.35
2022,4,2022-04,서울,45133,547902.87,25845.0,5776.0,222.0,12.14,0.57,2468.03
2022,4,2022-04,세종,2180,54860.88,2460.0,597.83,47.0,25.17,1.13,1167.25
2022,4,2022-04,울산,3948,250117.95,11072.0,2574.17,151.0,63.35,2.8,1656.41
2022,4,2022-04,인천,15191,451349.29,20485.0,4827.52,153.0,29.71,1.35,2950.0
2022,4,2022-04,전남,10658,521633.47,22326.0,5463.53,545.0,48.94,2.09,957.13
2022,4,2022-04,전북,8931,673859.4,29374.0,7074.07,500.0,75.45,3.29,1347.72
2022,4,2022-04,제주,26931,267083.41,13782.0,3370.13,247.0,9.92,0.51,1081.31
2022,4,2022-04,충남,12142,759424.57,35386.0,8468.8,466.0,62.55,2.91,1629.67
2022,4,2022-04,충북,10421,709021.02,34120.0,8057.49,336.0,68.04,3.27,2110.18
2022,5,2022-05,강원,9666,753614.04,32395.0,7926.62,492.0,77.97,3.35,1531.74
2022,5,2022-05,경기,53239,1800165.18,83062.0,20343.24,645.0,33.81,1.56,2790.95
2022,5,2022-05,경남,15821,960891.76,42623.0,10639.5,578.0,60.74,2.69,1662.44
2022,5,2022-05,경북,13839,1288333.69,57540.0,14642.6,787.0,93.09,4.16,1637.02
2022,5,2022-05,광주,6462,216333.39,9156.0,2202.88,102.0,33.48,1.42,2120.92
2022,5,2022-05,대구,18808,316713.8,13744.0,3467.47,167.0,16.84,0.73,1896.49
2022,5,2022-05,대전,10213,299116.21,13281.0,3048.9,103.0,29.29,1.3,2904.04
2022,5,2022-05,부산,16630,251963.63,11173.0,2776.19,76.0,15.15,0.67,3315.31
2022,5,2022-05,서울,46723,626624.0,28466.0,6679.41,201.0,13.41,0.61,3117.53
2022,5,2022-05,세종,2307,67031.83,2822.0,720.74,47.0,29.06,1.22,1426.21
2022,5,2022-05,울산,4134,291237.88,12405.0,3088.27,154.0,70.45,3.0,1891.16
2022,5,2022-05,인천,16859,524123.22,22938.0,5639.11,139.0,31.09,1.36,3770.67
2022,5,2022-05,전남,11102,582970.41,24245.0,6077.52,537.0,52.51,2.18,1085.61
2022,5,2022-05,전북,9310,719570.99,30924.0,7531.42,476.0,77.29,3.32,1511.7
2022,5,2022-05,제주,27224,282869.32,14028.0,3434.57,219.0,10.39,0.52,1291.64
2022,5,2022-05,충남,12712,845215.29,37770.0,9296.95,498.0,66.49,2.97,1697.22
2022,5,2022-05,충북,11209,779487.21,36409.0,8848.1,347.0,69.54,3.25,2246.36
2022,6,2022-06,강원,10159,787053.29,33234.0,8301.44,501.0,77.47,3.27,1570.96
2022,6,2022-06,경기,56232,1868942.11,84305.0,20891.58,664.0,33.24,1.5,2814.67
2022,6,2022-06,경남,16486,966572.87,42247.0,10683.62,621.0,58.63,2.56,1556.48
2022,6,2022-06,경북,14478,1327979.52,58194.0,15081.76,798.0,91.72,4.02,1664.13
2022,6,2022-06,광주,6766,223578.28,9476.0,2237.11,113.0,33.04,1.4,1978.57
2022,6,2022-06,대구,19705,344223.72,14657.0,3690.94,165.0,17.47,0.74,2086.2
2022,6,2022-06,대전,10468,321116.31,13948.0,3313.27,120.0,30.68,1.33,2675.97
2022,6,2022-06,부산,17206,260177.86,11410.0,2771.93,87.0,15.12,0.66,2990.55
2022,6,2022-06,서울,48362,661526.81,29392.0,6986.83,201.0,13.68,0.61,3291.18
2022,6,2022-06,세종,2394,61636.47,2486.0,669.15,47.0,25.75,1.04,1311.41
2022,6,2022-06,울산,4181,312037.37,13077.0,3310.73,157.0,74.63,3.13,1987.5
2022,6,2022-06,인천,18329,528205.49,22544.0,5733.72,141.0,28.82,1.23,3746.14
2022,6,2022-06,전남,11549,590787.79,24134.0,6179.98,598.0,51.15,2.09,987.94
2022,6,2022-06,전북,9723,755972.89,32017.0,7908.44,497.0,77.75,3.29,1521.07
2022,6,2022-06,제주,27622,301853.49,14636.0,3735.79,196.0,10.93,0.53,1540.07
2022,6,2022-06,충남,13298,862777.54,37703.0,9504.99,507.0,64.88,2.84,1701.73
2022,6,2022-06,충북,11675,790621.88,36092.0,8955.57,372.0,67.72,3.09,2125.33
2022,7,2022-07,강원,10857,941740.99,38877.0,9745.66,535.0,86.74,3.58,1760.26
2022,7,2022-07,경기,59744,2162776.24,95944.0,23996.36,719.0,36.2,1.61,3008.03
2022,7,2022-07,경남,17215,1123588.15,48016.0,12087.49,628.0,65.27,2.79,1789.15
2022,7,2022-07,경북,15663,1515061.95,64586.0,16938.68,821.0,96.73,4.12,1845.39
2022,7,2022-07,광주,7152,254261.75,10602.0,2499.95,113.0,35.55,1.48,2250.1
2022,7,2022-07,대구,20613,404771.38,16738.0,4297.02,171.0,19.64,0.81,2367.08
2022,7,2022-07,대전,11267,362164.67,15446.0,3674.96,123.0,32.14,1.37,2944.43
2022,7,2022-07,부산,17776,305825.22,13261.0,3257.23,80.0,17.2,0.75,3822.82
2022,7,2022-07,서울,49590,764029.76,33300.0,7886.49,227.0,15.41,0.67,3365.77
2022,7,2022-07,세종,2480,66634.72,2592.0,683.97,57.0,26.87,1.05,1169.03
2022,7,2022-07,울산,4156,358985.02,14681.0,3705.74,160.0,86.38,3.53,2243.66
2022,7,2022-07,인천,19567,653873.02,27093.0,6897.7,155.0,33.42,1.38,4218.54
2022,7,2022-07,전남,12580,682509.8,27498.0,7046.42,582.0,54.25,2.19,1172.7
2022,7,2022-07,전북,10246,861825.96,36171.0,8890.03,510.0,84.11,3.53,1689.85
2022,7,2022-07,제주,28241,352048.61,16565.0,4219.26,229.0,12.47,0.59,1537.33
2022,7,2022-07,충남,14051,978225.24,42269.0,10563.38,517.0,69.62,3.01,1892.12
2022,7,2022-07,충북,12603,959534.79,43005.0,10802.83,404.0,76.14,3.41,2375.09
2022,8,2022-08,강원,11538,1032026.42,42115.0,10573.45,520.0,89.45,3.65,1984.67
2022,8,2022-08,경기,63314,2129674.93,93531.0,23590.69,691.0,33.64,1.48,3082.02
2022,8,2022-08,경남,18245,1171804.04,49409.0,12436.05,627.0,64.23,2.71,1868.91
2022,8,2022-08,경북,16429,1591850.48,67603.0,17777.26,831.0,96.89,4.11,1915.58
2022,8,2022-08,광주,7397,262824.07,11181.0,2624.92,110.0,35.53,1.51,2389.31
2022,8,2022-08,대구,21239,413063.64,16906.0,4320.05,171.0,19.45,0.8,2415.58
2022,8,2022-08,대전,11920,357332.95,15297.0,3595.28,123.0,29.98,1.28,2905.15
2022,8,2022-08,부산,18507,327154.38,13837.0,3476.42,88.0,17.68,0.75,3717.66
2022,8,2022-08,서울,51240,764706.21,33232.0,7952.62,202.0,14.92,0.65,3785.67
2022,8,2022-08,세종,2555,70795.07,2755.0,729.61,56.0,27.71,1.08,1264.2
2022,8,2022-08,울산,4184,372498.12,14897.0,3762.21,160.0,89.03,3.56,2328.11
2022,8,2022-08,인천,20858,661859.72,26879.0,6941.03,150.0,31.73,1.29,4412.4
2022,8,2022-08,전남,13050,720314.96,28954.0,7388.57,566.0,55.2,2.22,1272.64
2022,8,2022-08,전북,11353,945616.78,39363.0,9710.09,527.0,83.29,3.47,1794.34
2022,8,2022-08,제주,28790,406428.29,18687.0,4761.42,224.0,14.12,0.65,1814.41
2022,8,2022-08,충남,14438,1019607.71,43491.0,11058.97,543.0,70.62,3.01,1877.73
2022,8,2022-08,충북,13210,1047357.27,45818.0,11626.19,391.0,79.29,3.47,2678.66
2022,9,2022-09,강원,12171,891436.76,36848.0,9422.55,535.0,73.24,3.03,1666.24
2022,9,2022-09,경기,67941,2026303.53,90681.0,23171.03,735.0,29.82,1.33,2756.88
2022,9,2022-09,경남,19453,1082224.75,46197.0,11903.11,641.0,55.63,2.37,1688.34
2022,9,2022-09,경북,17057,1532560.64,65524.0,17549.96,860.0,89.85,3.84,1782.05
2022,9,2022-09,광주,7887,251321.22,10745.0,2548.93,129.0,31.87,1.36,1948.23
2022,9,2022-09,대구,22329,392737.11,16462.0,4295.4,170.0,17.59,0.74,2310.22
2022,9,2022-09,대전,12525,341643.46,14705.0,3553.04,127.0,27.28,1.17,2690.11
2022,9,2022-09,부산,19858,309076.02,13153.0,3394.7,88.0,15.56,0.66,3512.23
2022,9,2022-09,서울,53798,709467.66,31661.0,7714.88,227.0,13.19,0.59,3125.41
2022,9,2022-09,세종,2677,62484.66,2514.0,672.32,56.0,23.34,0.94,1115.8
2022,9,2022-09,울산,4651,335605.17,14074.0,3571.44,161.0,72.16,3.03,2084.5
2022,9,2022-09,인천,22375,613172.8,25571.0,6739.01,150.0,27.4,1.14,4087.82
2022,9,2022-09,전남,13802,634163.23,26106.0,6781.81,609.0,45.95,1.89,1041.32
2022,9,2022-09,전북,12162,977373.64,40633.0,10266.47,540.0,80.36,3.34,1809.95
2022,9,2022-09,제주,29556,303514.48,14607.0,3777.11,244.0,10.27,0.49,1243.91
2022,9,2022-09,충남,15449,1018488.25,43849.0,11457.77,570.0,65.93,2.84,1786.82
2022,9,2022-09,충북,13704,1025130.44,45665.0,11922.28,416.0,74.81,3.33,2464.26
2022,10,2022-10,강원,12845,1066476.27,45146.0,11133.13,551.0,83.03,3.51,1935.53
2022,10,2022-10,경기,72328,2269387.93,104774.0,25832.74,761.0,31.38,1.45,2982.11
2022,10,2022-10,경남,20983,1220188.58,52730.0,13301.38,659.0,58.15,2.51,1851.58
2022,10,2022-10,경북,17859,1823334.21,78085.0,20550.73,863.0,102.1,4.37,2112.79
2022,10,2022-10,광주,8451,268508.03,11500.0,2706.76,127.0,31.77,1.36,2114.24
2022,10,2022-10,대구,23407,421168.62,17802.0,4510.49,174.0,17.99,0.76,2420.51
2022,10,2022-10,대전,13385,375573.17,16607.0,3923.62,132.0,28.06,1.24,2845.25
2022,10,2022-10,부산,21054,332801.35,14573.0,3652.39,88.0,15.81,0.69,3781.83
2022,10,2022-10,서울,55335,755576.99,34231.0,7939.84,244.0,13.65,0.62,3096.63
2022,10,2022-10,세종,2825,69562.7,2843.0,721.89,54.0,24.62,1.01,1288.2
2022,10,2022-10,울산,4943,391310.82,16663.0,4156.42,162.0,79.16,3.37,2415.5
2022,10,2022-10,인천,24222,690035.12,29475.0,7393.48,163.0,28.49,1.22,4233.34
2022,10,2022-10,전남,14437,733203.43,30929.0,7626.03,638.0,50.79,2.14,1149.22
2022,10,2022-10,전북,12448,1074946.9,45862.0,11294.86,543.0,86.35,3.68,1979.64
2022,10,2022-10,제주,30696,367075.18,18144.0,4723.21,266.0,11.96,0.59,1379.98
2022,10,2022-10,충남,15987,1179659.83,51483.0,13127.33,584.0,73.79,3.22,2019.97
2022,10,2022-10,충북,14365,1209458.95,53269.0,13606.03,430.0,84.19,3.71,2812.7
2022,11,2022-11,강원,13618,1003748.42,43818.0,10355.52,579.0,73.71,3.22,1733.59
2022,11,2022-11,경기,75811,2360162.11,111933.0,26755.86,815.0,31.13,1.48,2895.9
2022,11,2022-11,경남,22081,1211392.68,53147.0,13315.76,676.0,54.86,2.41,1792.0
2022,11,2022-11,경북,18864,1862492.01,81128.0,21132.87,891.0,98.73,4.3,2090.34
2022,11,2022-11,광주,8733,265748.77,11593.0,2632.69,133.0,30.43,1.33,1998.11
2022,11,2022-11,대구,24131,433360.09,18528.0,4559.5,184.0,17.96,0.77,2355.22
2022,11,2022-11,대전,14163,414012.33,18559.0,4314.34,135.0,29.23,1.31,3066.76
2022,11,2022-11,부산,21916,340949.0,14922.0,3630.25,91.0,15.56,0.68,3746.69
2022,11,2022-11,서울,57351,789958.54,36598.0,8312.7,235.0,13.77,0.64,3361.53
2022,11,2022-11,세종,2962,65802.26,2822.0,707.02,63.0,22.22,0.95,1044.48
2022,11,2022-11,울산,5030,378425.32,16274.0,4028.61,162.0,75.23,3.24,2335.96
2022,11,2022-11,인천,25835,702729.14,30609.0,7352.51,173.0,27.2,1.18,4062.02
2022,11,2022-11,전남,14981,720406.72,30975.0,7596.2,675.0,48.09,2.07,1067.27
2022,11,2022-11,전북,12622,1038263.62,44668.0,10733.13,563.0,82.26,3.54,1844.16
2022,11,2022-11,제주,32227,393227.31,19312.0,5204.05,268.0,12.2,0.6,1467.27
2022,11,2022-11,충남,16467,1206983.44,52954.0,13308.47,602.0,73.3,3.22,2004.96
2022,11,2022-11,충북,14933,1219903.44,55052.0,13815.09,464.0,81.69,3.69,2629.1
2022,12,2022-12,강원,14012,1127566.5,52031.0,11372.68,563.0,80.47,3.71,2002.78
2022,12,2022-12,경기,77648,2795232.94,140688.0,30898.34,772.0,36.0,1.81,3620.77
2022,12,2022-12,경남,22740,1365514.3,62757.0,14656.3,701.0,60.05,2.76,1947.95
2022,12,2022-12,경북,19154,2083773.42,94737.0,23088.12,901.0,108.79,4.95,2312.73
2022,12,2022-12,광주,9096,297324.39,13592.0,2882.19,130.0,32.69,1.49,2287.11
2022,12,2022-12,대구,24161,504428.95,23058.0,5260.53,177.0,20.88,0.95,2849.88
2022,12,2022-12,대전,14476,503893.54,24186.0,5109.07,146.0,34.81,1.67,3451.33
2022,12,2022-12,부산,22063,401488.12,18203.0,4033.64,100.0,18.2,0.83,4014.88
2022,12,2022-12,서울,59327,1048050.26,50971.0,10284.44,245.0,17.67,0.86,4277.76
2022,12,2022-12,세종,3034,76006.15,3441.0,824.68,55.0,25.05,1.13,1381.93
2022,12,2022-12,울산,5061,434429.3,19642.0,4498.62,166.0,85.84,3.88,2617.04
2022,12,2022-12,인천,26242,861603.91,40304.0,8445.52,190.0,32.83,1.54,4534.76
2022,12,2022-12,전남,15387,765701.47,34607.0,8064.43,652.0,49.76,2.25,1174.39
2022,12,2022-12,전북,12727,1052279.47,47876.0,10800.08,564.0,82.68,3.76,1865.74
2022,12,2022-12,제주,32976,465138.09,23828.0,6032.16,283.0,14.11,0.72,1643.6
2022,12,2022-12,충남,16611,1299289.01,60356.0,14075.14,615.0,78.22,3.63,2112.67
2022,12,2022-12,충북,15140,1321662.28,62672.0,14665.67,446.0,87.3,4.14,2963.37
2023,1,2023-01,강원,14065,976123.55,44428.0,9822.44,553.0,69.4,3.16,1765.14
2023,1,2023-01,경기,77673,2420184.86,121087.0,26755.89,771.0,31.16,1.56,3139.02
2023,1,2023-01,경남,22749,1231946.03,56293.0,13094.98,665.0,54.15,2.47,1852.55
2023,1,2023-01,경북,19150,1923207.73,86381.0,21192.43,882.0,100.43,4.51,2180.51
2023,1,2023-01,광주,9118,265665.13,12012.0,2597.81,130.0,29.14,1.32,2043.58
2023,1,2023-01,대구,24100,439053.91,20057.0,4644.41,175.0,18.22,0.83,2508.88
2023,1,2023-01,대전,14450,434172.08,20798.0,4414.14,131.0,30.05,1.44,3314.29
2023,1,2023-01,부산,22114,350575.62,16119.0,3666.9,88.0,15.85,0.73,3983.81
2023,1,2023-01,서울,59624,908735.39,44126.0,9156.75,234.0,15.24,0.74,3883.48
2023,1,2023-01,세종,3081,69498.13,3142.0,759.7,60.0,22.56,1.02,1158.3
2023,1,2023-01,울산,5071,387783.32,17443.0,4014.76,162.0,76.47,3.44,2393.72
2023,1,2023-01,인천,26342,753130.86,35304.0,7464.71,165.0,28.59,1.34,4564.43
2023,1,2023-01,전남,15449,724972.32,32568.0,7562.96,644.0,46.93,2.11,1125.73
2023,1,2023-01,전북,12740,989287.52,44570.0,10162.73,552.0,77.65,3.5,1792.19
2023,1,2023-01,제주,32904,433151.91,22376.0,5804.18,271.0,13.16,0.68,1598.35
2023,1,2023-01,충남,16617,1186542.7,54811.0,12927.8,597.0,71.41,3.3,1987.51
2023,1,2023-01,충북,15156,1160847.99,54060.0,13067.04,429.0,76.59,3.57,2705.94
2023,2,2023-02,강원,14427,803933.83,36501.0,8381.2,573.0,55.72,2.53,1403.03
2023,2,2023-02,경기,79880,2066069.12,103000.0,23595.59,788.0,25.86,1.29,2621.92
2023,2,2023-02,경남,23739,1028466.17,47243.0,11306.31,678.0,43.32,1.99,1516.91
2023,2,2023-02,경북,19808,1645868.73,73491.0,18531.36,884.0,83.09,3.71,1861.84
2023,2,2023-02,광주,9542,223810.39,10109.0,2295.98,130.0,23.46,1.06,1721.62
2023,2,2023-02,대구,25019,350595.76,15879.0,3804.41,175.0,14.01,0.63,2003.4
2023,2,2023-02,대전,14600,361815.88,17227.0,3834.2,135.0,24.78,1.18,2680.12
2023,2,2023-02,부산,23481,287080.71,13109.0,3015.28,92.0,12.23,0.56,3120.44
2023,2,2023-02,서울,59584,731534.99,35540.0,7655.17,234.0,12.28,0.6,3126.22
2023,2,2023-02,세종,3153,64045.34,2863.0,667.84,60.0,20.31,0.91,1067.42
2023,2,2023-02,울산,5682,313338.1,14044.0,3296.38,162.0,55.15,2.47,1934.19
2023,2,2023-02,인천,26479,606584.71,28754.0,6305.54,165.0,22.91,1.09,3676.27
2023,2,2023-02,전남,16505,629520.4,28280.0,6627.92,650.0,38.14,1.71,968.49
2023,2,2023-02,전북,13022,852150.41,38032.0,8980.16,557.0,65.44,2.92,1529.89
2023,2,2023-02,제주,33573,425225.59,21566.0,5466.06,268.0,12.67,0.64,1586.66
2023,2,2023-02,충남,16990,1058902.03,48408.0,11678.83,605.0,62.33,2.85,1750.25
2023,2,2023-02,충북,15727,1023837.17,47453.0,11714.89,445.0,65.1,3.02,2300.76
2023,3,2023-03,강원,14823,802982.6,35397.0,8544.74,559.0,54.17,2.39,1436.46
2023,3,2023-03,경기,84533,2091369.55,99844.0,24091.14,774.0,24.74,1.18,2702.03
2023,3,2023-03,경남,25495,1146033.92,50793.0,12564.5,685.0,44.95,1.99,1673.04
2023,3,2023-03,경북,21278,1716515.18,74197.0,19489.51,897.0,80.67,3.49,1913.62
2023,3,2023-03,광주,9761,224108.61,9890.0,2321.18,130.0,22.96,1.01,1723.91
2023,3,2023-03,대구,25535,343844.09,14780.0,3784.99,175.0,13.47,0.58,1964.82
2023,3,2023-03,대전,14972,363398.34,16323.0,3892.91,138.0,24.27,1.09,2633.32
2023,3,2023-03,부산,24676,302684.58,13562.0,3304.9,92.0,12.27,0.55,3290.05
2023,3,2023-03,서울,61123,652655.14,31068.0,7204.03,244.0,10.68,0.51,2674.82
2023,3,2023-03,세종,3343,65173.31,2881.0,726.96,60.0,19.5,0.86,1086.22
2023,3,2023-03,울산,5864,324897.8,14069.0,3574.81,162.0,55.41,2.4,2005.54
2023,3,2023-03,인천,27840,579541.18,26644.0,6375.9,185.0,20.82,0.96,3132.66
2023,3,2023-03,전남,18041,740775.99,31495.0,7716.74,666.0,41.06,1.75,1112.28
2023,3,2023-03,전북,15070,959238.18,41186.0,10162.18,574.0,63.65,2.73,1671.15
2023,3,2023-03,제주,34432,441193.37,21881.0,5784.82,273.0,12.81,0.64,1616.09
2023,3,2023-03,충남,18832,1129751.85,49723.0,12724.34,598.0,59.99,2.64,1889.22
2023,3,2023-03,충북,16765,1067761.74,47374.0,12326.67,427.0,63.69,2.83,2500.61
2023,4,2023-04,강원,15218,813151.86,35323.0,8781.96,556.0,53.43,2.32,1462.5
2023,4,2023-04,경기,87779,1933399.48,89636.0,22526.01,774.0,22.03,1.02,2497.93
2023,4,2023-04,경남,26661,1108817.07,48021.0,12211.98,673.0,41.59,1.8,1647.57
