ref_year,ref_month,기준월,시도,전기차등록대수
2023,3,2023-03,충북,16765
2023,4,2023-04,강원,15218
2023,4,2023-04,경기,87779
2023,4,2023-04,경남,26661
2023,4,2023-04,경북,22349
2023,4,2023-04,광주,10028
2023,4,2023-04,대구,26092
2023,4,2023-04,대전,15301
2023,4,2023-04,부산,26191
2023,4,2023-04,서울,62385
2023,4,2023-04,세종,3444
2023,4,2023-04,울산,6050
2023,4,2023-04,인천,29464
2023,4,2023-04,전남,19169
2023,4,2023-04,전북,15852
2023,4,2023-04,제주,35020
2023,4,2023-04,충남,19487
2023,4,2023-04,충북,16996
2023,5,2023-05,강원,15728
2023,5,2023-05,경기,90624
2023,5,2023-05,경남,27593
2023,5,2023-05,경북,23023
2023,5,2023-05,광주,10303
2023,5,2023-05,대구,26691
2023,5,2023-05,대전,15564
2023,5,2023-05,부산,27147
2023,5,2023-05,서울,63807
2023,5,2023-05,세종,3562
2023,5,2023-05,울산,6207
2023,5,2023-05,인천,30905
2023,5,2023-05,전남,19966
2023,5,2023-05,전북,16256
2023,5,2023-05,제주,35619
2023,5,2023-05,충남,20225
2023,5,2023-05,충북,17511
2023,6,2023-06,강원,16143
2023,6,2023-06,경기,93995
2023,6,2023-06,경남,28799
2023,6,2023-06,경북,23520
2023,6,2023-06,광주,10609
2023,6,2023-06,대구,27263
2023,6,2023-06,대전,15904
2023,6,2023-06,부산,28466
2023,6,2023-06,서울,65614
2023,6,2023-06,세종,3674
2023,6,2023-06,울산,6492
2023,6,2023-06,인천,32065
2023,6,2023-06,전남,20874
2023,6,2023-06,전북,16668
2023,6,2023-06,제주,36262
2023,6,2023-06,충남,20677
2023,6,2023-06,충북,17903
2023,7,2023-07,강원,16459
2023,7,2023-07,경기,97738
2023,7,2023-07,경남,30888
2023,7,2023-07,경북,24347
2023,7,2023-07,광주,10853
2023,7,2023-07,대구,27911
2023,7,2023-07,대전,16138
2023,7,2023-07,부산,29037
2023,7,2023-07,서울,66528
2023,7,2023-07,세종,3778
2023,7,2023-07,울산,6813
2023,7,2023-07,인천,33248
2023,7,2023-07,전남,21368
2023,7,2023-07,전북,17302
2023,7,2023-07,제주,36903
2023,7,2023-07,충남,21437
2023,7,2023-07,충북,18100
2023,8,2023-08,강원,16723
2023,8,2023-08,경기,99925
2023,8,2023-08,경남,31767
2023,8,2023-08,경북,24645
2023,8,2023-08,광주,11054
2023,8,2023-08,대구,28336
2023,8,2023-08,대전,16263
2023,8,2023-08,부산,30148
2023,8,2023-08,서울,67351
2023,8,2023-08,세종,3882
2023,8,2023-08,울산,6960
2023,8,2023-08,인천,34094
2023,8,2023-08,전남,21708
2023,8,2023-08,전북,17623
2023,8,2023-08,제주,37342
2023,8,2023-08,충남,21656
2023,8,2023-08,충북,18739
2023,9,2023-09,강원,17014
2023,9,2023-09,경기,103704
2023,9,2023-09,경남,32763
2023,9,2023-09,경북,25051
2023,9,2023-09,광주,11318
2023,9,2023-09,대구,28988
2023,9,2023-09,대전,16559
2023,9,2023-09,부산,31096
2023,9,2023-09,서울,68892
2023,9,2023-09,세종,4073
2023,9,2023-09,울산,7120
2023,9,2023-09,인천,35554
2023,9,2023-09,전남,22317
2023,9,2023-09,전북,18187
2023,9,2023-09,제주,37689
2023,9,2023-09,충남,22065
2023,9,2023-09,충북,19095
2023,10,2023-10,강원,17363
2023,10,2023-10,경기,107342
2023,10,2023-10,경남,34005
2023,10,2023-10,경북,25664
2023,10,2023-10,광주,11757
2023,10,2023-10,대구,29586
2023,10,2023-10,대전,16841
2023,10,2023-10,부산,32418
2023,10,2023-10,서울,70194
2023,10,2023-10,세종,4186
2023,10,2023-10,울산,7331
2023,10,2023-10,인천,36901
2023,10,2023-10,전남,22992
2023,10,2023-10,전북,18658
2023,10,2023-10,제주,38098
2023,10,2023-10,충남,23156
2023,10,2023-10,충북,19416
2023,11,2023-11,강원,17927
2023,11,2023-11,경기,111466
2023,11,2023-11,경남,35124
2023,11,2023-11,경북,26234
2023,11,2023-11,광주,12235
2023,11,2023-11,대구,30272
2023,11,2023-11,대전,17418
2023,11,2023-11,부산,33770
2023,11,2023-11,서울,71591
2023,11,2023-11,세종,4235
2023,11,2023-11,울산,7688
2023,11,2023-11,인천,38551
2023,11,2023-11,전남,23746
2023,11,2023-11,전북,19390
2023,11,2023-11,제주,38894
2023,11,2023-11,충남,23558
2023,11,2023-11,충북,19713
2023,12,2023-12,강원,18236
2023,12,2023-12,경기,114117
2023,12,2023-12,경남,36225
2023,12,2023-12,경북,26776
2023,12,2023-12,광주,12538
2023,12,2023-12,대구,30396
2023,12,2023-12,대전,17889
2023,12,2023-12,부산,34643
2023,12,2023-12,서울,72937
2023,12,2023-12,세종,4393
2023,12,2023-12,울산,7838
2023,12,2023-12,인천,40397
2023,12,2023-12,전남,24200
2023,12,2023-12,전북,19795
2023,12,2023-12,제주,39418
2023,12,2023-12,충남,24130
2023,12,2023-12,충북,19972
2024,1,2024-01,강원,18247
2024,1,2024-01,경기,114735
2024,1,2024-01,경남,36410
2024,1,2024-01,경북,26934
2024,1,2024-01,광주,12529
2024,1,2024-01,대구,30396
2024,1,2024-01,대전,17981
2024,1,2024-01,부산,34789
2024,1,2024-01,서울,72877
2024,1,2024-01,세종,4430
2024,1,2024-01,울산,7875
2024,1,2024-01,인천,40845
2024,1,2024-01,전남,24276
2024,1,2024-01,전북,19827
2024,1,2024-01,제주,39439
2024,1,2024-01,충남,24194
2024,1,2024-01,충북,20003
2024,2,2024-02,강원,18240
2024,2,2024-02,경기,115414
2024,2,2024-02,경남,36534
2024,2,2024-02,경북,26985
2024,2,2024-02,광주,12571
2024,2,2024-02,대구,30414
2024,2,2024-02,대전,18003
2024,2,2024-02,부산,35022
2024,2,2024-02,서울,72981
2024,2,2024-02,세종,4475
2024,2,2024-02,울산,7888
2024,2,2024-02,인천,41189
2024,2,2024-02,전남,24336
2024,2,2024-02,전북,19804
2024,2,2024-02,제주,39535
2024,2,2024-02,충남,24055
2024,2,2024-02,충북,20009
2024,3,2024-03,강원,18546
2024,3,2024-03,경기,120975
2024,3,2024-03,경남,38990
2024,3,2024-03,경북,28272
2024,3,2024-03,광주,12832
2024,3,2024-03,대구,30926
2024,3,2024-03,대전,18304
2024,3,2024-03,부산,36135
2024,3,2024-03,서울,74438
2024,3,2024-03,세종,4558
2024,3,2024-03,울산,8123
2024,3,2024-03,인천,42447
2024,3,2024-03,전남,25661
2024,3,2024-03,전북,20640
2024,3,2024-03,제주,40551
2024,3,2024-03,충남,25646
2024,3,2024-03,충북,20906
2024,4,2024-04,강원,18742
2024,4,2024-04,경기,123610
2024,4,2024-04,경남,39822
2024,4,2024-04,경북,28771
2024,4,2024-04,광주,12997
2024,4,2024-04,대구,31242
2024,4,2024-04,대전,18549
2024,4,2024-04,부산,36963
2024,4,2024-04,서울,75282
2024,4,2024-04,세종,4620
2024,4,2024-04,울산,8255
2024,4,2024-04,인천,43698
2024,4,2024-04,전남,26478
2024,4,2024-04,전북,21011
2024,4,2024-04,제주,41056
2024,4,2024-04,충남,26366
2024,4,2024-04,충북,21259
2024,5,2024-05,강원,19003
2024,5,2024-05,경기,127098
2024,5,2024-05,경남,40854
2024,5,2024-05,경북,29260
2024,5,2024-05,광주,13216
2024,5,2024-05,대구,31586
2024,5,2024-05,대전,18763
2024,5,2024-05,부산,38422
2024,5,2024-05,서울,76551
2024,5,2024-05,세종,4700
2024,5,2024-05,울산,8423
2024,5,2024-05,인천,45136
2024,5,2024-05,전남,27061
2024,5,2024-05,전북,21444
2024,5,2024-05,제주,41519
2024,5,2024-05,충남,26851
2024,5,2024-05,충북,21710
2024,6,2024-06,강원,19268
2024,6,2024-06,경기,131038
2024,6,2024-06,경남,41818
2024,6,2024-06,경북,29838
2024,6,2024-06,광주,13485
2024,6,2024-06,대구,32159
2024,6,2024-06,대전,19618
2024,6,2024-06,부산,39519
2024,6,2024-06,서울,78215
2024,6,2024-06,세종,4747
2024,6,2024-06,울산,8671
2024,6,2024-06,인천,46697
2024,6,2024-06,전남,27622
2024,6,2024-06,전북,21918
2024,6,2024-06,제주,42436
2024,6,2024-06,충남,27330
2024,6,2024-06,충북,22231
2024,7,2024-07,강원,19611
2024,7,2024-07,경기,134741
2024,7,2024-07,경남,43013
2024,7,2024-07,경북,30810
2024,7,2024-07,광주,13820
2024,7,2024-07,대구,32631
2024,7,2024-07,대전,19933
2024,7,2024-07,부산,40368
2024,7,2024-07,서울,79548
2024,7,2024-07,세종,4905
2024,7,2024-07,울산,8883
2024,7,2024-07,인천,48073
2024,7,2024-07,전남,28386
2024,7,2024-07,전북,22494
2024,7,2024-07,제주,43117
2024,7,2024-07,충남,27979
2024,7,2024-07,충북,22759
2024,8,2024-08,강원,19851
2024,8,2024-08,경기,138713
2024,8,2024-08,경남,44001
2024,8,2024-08,경북,31424
2024,8,2024-08,광주,14115
2024,8,2024-08,대구,33130
2024,8,2024-08,대전,20266
2024,8,2024-08,부산,41175
2024,8,2024-08,서울,80474
2024,8,2024-08,세종,5030
2024,8,2024-08,울산,9042
2024,8,2024-08,인천,49758
2024,8,2024-08,전남,29076
2024,8,2024-08,전북,23104
2024,8,2024-08,제주,44490
2024,8,2024-08,충남,28837
2024,8,2024-08,충북,23361
2024,9,2024-09,강원,20142
2024,9,2024-09,경기,141404
2024,9,2024-09,경남,44764
2024,9,2024-09,경북,31941
2024,9,2024-09,광주,14309
2024,9,2024-09,대구,33447
2024,9,2024-09,대전,20435
2024,9,2024-09,부산,41929
2024,9,2024-09,서울,81088
2024,9,2024-09,세종,5102
2024,9,2024-09,울산,9213
2024,9,2024-09,인천,50994
2024,9,2024-09,전남,30012
2024,9,2024-09,전북,23572
2024,9,2024-09,제주,45748
2024,9,2024-09,충남,29502
2024,9,2024-09,충북,23844
2024,10,2024-10,강원,20458
2024,10,2024-10,경기,145219
2024,10,2024-10,경남,45740
2024,10,2024-10,경북,32462
2024,10,2024-10,광주,14643
2024,10,2024-10,대구,33766
2024,10,2024-10,대전,20587
2024,10,2024-10,부산,42611
2024,10,2024-10,서울,81599
2024,10,2024-10,세종,5247
2024,10,2024-10,울산,9393
2024,10,2024-10,인천,52472
2024,10,2024-10,전남,30580
2024,10,2024-10,전북,24071
2024,10,2024-10,제주,47306
2024,10,2024-10,충남,30280
2024,10,2024-10,충북,24707
2024,11,2024-11,강원,20730
2024,11,2024-11,경기,149479
2024,11,2024-11,경남,46295
2024,11,2024-11,경북,33410
2024,11,2024-11,광주,15093
2024,11,2024-11,대구,35012
2024,11,2024-11,대전,21098
2024,11,2024-11,부산,43531
2024,11,2024-11,서울,82824
2024,11,2024-11,세종,5343
2024,11,2024-11,울산,9684
2024,11,2024-11,인천,54387
2024,11,2024-11,전남,31123
2024,11,2024-11,전북,24701
2024,11,2024-11,제주,48523
2024,11,2024-11,충남,30504
2024,11,2024-11,충북,25255
2024,12,2024-12,강원,21004
2024,12,2024-12,경기,151850
2024,12,2024-12,경남,46628
2024,12,2024-12,경북,33905
2024,12,2024-12,광주,15240
2024,12,2024-12,대구,35212
2024,12,2024-12,대전,21314
2024,12,2024-12,부산,44259
2024,12,2024-12,서울,83868
2024,12,2024-12,세종,5424
2024,12,2024-12,울산,9817
2024,12,2024-12,인천,54398
2024,12,2024-12,전남,31417
2024,12,2024-12,전북,24872
2024,12,2024-12,제주,49007
2024,12,2024-12,충남,30654
2024,12,2024-12,충북,25375
2025,1,2025-01,강원,21077
2025,1,2025-01,경기,152165
2025,1,2025-01,경남,46873
2025,1,2025-01,경북,33990
2025,1,2025-01,광주,15271
2025,1,2025-01,대구,35093
2025,1,2025-01,대전,21364
2025,1,2025-01,부산,44591
2025,1,2025-01,서울,83562
2025,1,2025-01,세종,5523
2025,1,2025-01,울산,9851
2025,1,2025-01,인천,54820
2025,1,2025-01,전남,31566
2025,1,2025-01,전북,24954
2025,1,2025-01,제주,49442
2025,1,2025-01,충남,30662
2025,1,2025-01,충북,25237
2025,2,2025-02,강원,21287
2025,2,2025-02,경기,155103
2025,2,2025-02,경남,48510
2025,2,2025-02,경북,35237
2025,2,2025-02,광주,15489
2025,2,2025-02,대구,35477
2025,2,2025-02,대전,21506
2025,2,2025-02,부산,45284
2025,2,2025-02,서울,84172
2025,2,2025-02,세종,5674
2025,2,2025-02,울산,10015
2025,2,2025-02,인천,55919
2025,2,2025-02,전남,32322
2025,2,2025-02,전북,25533
2025,2,2025-02,제주,49690
2025,2,2025-02,충남,31657
2025,2,2025-02,충북,25932
2025,3,2025-03,강원,21619
2025,3,2025-03,경기,159685
2025,3,2025-03,경남,49900
2025,3,2025-03,경북,36312
2025,3,2025-03,광주,15784
2025,3,2025-03,대구,35817
2025,3,2025-03,대전,21866
2025,3,2025-03,부산,46341
2025,3,2025-03,서울,85220
2025,3,2025-03,세종,5752
2025,3,2025-03,울산,10231
2025,3,2025-03,인천,58024
2025,3,2025-03,전남,33384
2025,3,2025-03,전북,25988
2025,3,2025-03,제주,50650
2025,3,2025-03,충남,32973
2025,3,2025-03,충북,26764
2025,4,2025-04,강원,21975
2025,4,2025-04,경기,163834
2025,4,2025-04,경남,51479
2025,4,2025-04,경북,37130
2025,4,2025-04,광주,16123
2025,4,2025-04,대구,36222
2025,4,2025-04,대전,22257
2025,4,2025-04,부산,47203
2025,4,2025-04,서울,86217
2025,4,2025-04,세종,5819
2025,4,2025-04,울산,10448
2025,4,2025-04,인천,60549
2025,4,2025-04,전남,34315
2025,4,2025-04,전북,26493
2025,4,2025-04,제주,51715
2025,4,2025-04,충남,33651
2025,4,2025-04,충북,27600
2025,5,2025-05,강원,22455
2025,5,2025-05,경기,169781
2025,5,2025-05,경남,52856
2025,5,2025-05,경북,37957
2025,5,2025-05,광주,16641
2025,5,2025-05,대구,37027
2025,5,2025-05,대전,22843
2025,5,2025-05,부산,48623
2025,5,2025-05,서울,88212
2025,5,2025-05,세종,5934
2025,5,2025-05,울산,10786
2025,5,2025-05,인천,62986
2025,5,2025-05,전남,35169
2025,5,2025-05,전북,26902
2025,5,2025-05,제주,52529
2025,5,2025-05,충남,34545
2025,5,2025-05,충북,28860
2025,6,2025-06,강원,22708
2025,6,2025-06,경기,174251
2025,6,2025-06,경남,54281
2025,6,2025-06,경북,38843
2025,6,2025-06,광주,17192
2025,6,2025-06,대구,37562
2025,6,2025-06,대전,22761
2025,6,2025-06,부산,49175
2025,6,2025-06,서울,90191
2025,6,2025-06,세종,6034
2025,6,2025-06,울산,11111
2025,6,2025-06,인천,69312
2025,6,2025-06,전남,36248
2025,6,2025-06,전북,27179
2025,6,2025-06,제주,53588
2025,6,2025-06,충남,34992
2025,6,2025-06,충북,29450
2025,7,2025-07,강원,23342
2025,7,2025-07,경기,180626
2025,7,2025-07,경남,56846
2025,7,2025-07,경북,40507
2025,7,2025-07,광주,17702
2025,7,2025-07,대구,38611
2025,7,2025-07,대전,23401
2025,7,2025-07,부산,51076
2025,7,2025-07,서울,91576
2025,7,2025-07,세종,6318
2025,7,2025-07,울산,11511
2025,7,2025-07,인천,71384
2025,7,2025-07,전남,37481
2025,7,2025-07,전북,28186
2025,7,2025-07,제주,54776
2025,7,2025-07,충남,35738
2025,7,2025-07,충북,30283
2025,8,2025-08,강원,23801
2025,8,2025-08,경기,186177
2025,8,2025-08,경남,58326
2025,8,2025-08,경북,41635
2025,8,2025-08,광주,17978
2025,8,2025-08,대구,39820
2025,8,2025-08,대전,23843
2025,8,2025-08,부산,53250
2025,8,2025-08,서울,93830
2025,8,2025-08,세종,6595
2025,8,2025-08,울산,11852
2025,8,2025-08,인천,73641
2025,8,2025-08,전남,38665
2025,8,2025-08,전북,28649
2025,8,2025-08,제주,55938
2025,8,2025-08,충남,37406
2025,8,2025-08,충북,30675
2025,9,2025-09,강원,24465
2025,9,2025-09,경기,193233
2025,9,2025-09,경남,62159
2025,9,2025-09,경북,43105
2025,9,2025-09,광주,18467
2025,9,2025-09,대구,40622
2025,9,2025-09,대전,24446
2025,9,2025-09,부산,55503
2025,9,2025-09,서울,96191
2025,9,2025-09,세종,6845
2025,9,2025-09,울산,12330
2025,9,2025-09,인천,76651
2025,9,2025-09,전남,39605
2025,9,2025-09,전북,29309
2025,9,2025-09,제주,57411
2025,9,2025-09,충남,38310
2025,9,2025-09,충북,31467
2025,10,2025-10,강원,25004
2025,10,2025-10,경기,198894
2025,10,2025-10,경남,64116
2025,10,2025-10,경북,43778
2025,10,2025-10,광주,18720
2025,10,2025-10,대구,41363
2025,10,2025-10,대전,24927
2025,10,2025-10,부산,57167
2025,10,2025-10,서울,97770
2025,10,2025-10,세종,6997
2025,10,2025-10,울산,12665
2025,10,2025-10,인천,78171
2025,10,2025-10,전남,40397
2025,10,2025-10,전북,29979
2025,10,2025-10,제주,58884
2025,10,2025-10,충남,38835
2025,10,2025-10,충북,32072
2025,11,2025-11,강원,25457
2025,11,2025-11,경기,203885
2025,11,2025-11,경남,65202
2025,11,2025-11,경북,44724
2025,11,2025-11,광주,19019
2025,11,2025-11,대구,42013
2025,11,2025-11,대전,25221
2025,11,2025-11,부산,59771
2025,11,2025-11,서울,100561
2025,11,2025-11,세종,7184
2025,11,2025-11,울산,13239
2025,11,2025-11,인천,79155
2025,11,2025-11,전남,40951
2025,11,2025-11,전북,30245
2025,11,2025-11,제주,60717
2025,11,2025-11,충남,39511
2025,11,2025-11,충북,32602
2025,12,2025-12,강원,25679
2025,12,2025-12,경기,207075
2025,12,2025-12,경남,65934
2025,12,2025-12,경북,45090
2025,12,2025-12,광주,19115
2025,12,2025-12,대구,42592
2025,12,2025-12,대전,25432
2025,12,2025-12,부산,60687
2025,12,2025-12,서울,101331
2025,12,2025-12,세종,7330
2025,12,2025-12,울산,13340
2025,12,2025-12,인천,79860
2025,12,2025-12,전남,41322
2025,12,2025-12,전북,30511
2025,12,2025-12,제주,61063
2025,12,2025-12,충남,39839
2025,12,2025-12,충북,32901
2026,1,2026-01,강원,25785
2026,1,2026-01,경기,208446
2026,1,2026-01,경남,66487
2026,1,2026-01,경북,45225
2026,1,2026-01,광주,19217
2026,1,2026-01,대구,42725
2026,1,2026-01,대전,25537
2026,1,2026-01,부산,61422
2026,1,2026-01,서울,102103
2026,1,2026-01,세종,7413
2026,1,2026-01,울산,13427
2026,1,2026-01,인천,80433
2026,1,2026-01,전남,41368
2026,1,2026-01,전북,30610
2026,1,2026-01,제주,60868
2026,1,2026-01,충남,40030
2026,1,2026-01,충북,33316
2026,2,2026-02,강원,26677
2026,2,2026-02,경기,216783
2026,2,2026-02,경남,69761
2026,2,2026-02,경북,48144
2026,2,2026-02,광주,20260
2026,2,2026-02,대구,44133
2026,2,2026-02,대전,26605
2026,2,2026-02,부산,63481
2026,2,2026-02,서울,104811
2026,2,2026-02,세종,7927
2026,2,2026-02,울산,14021
2026,2,2026-02,인천,83092
2026,2,2026-02,전남,43203
2026,2,2026-02,전북,31240
2026,2,2026-02,제주,62282
2026,2,2026-02,충남,41634
2026,2,2026-02,충북,35702
2026,3,2026-03,강원,27998
2026,3,2026-03,경기,227933
2026,3,2026-03,경남,74025
2026,3,2026-03,경북,50683
2026,3,2026-03,광주,21196
2026,3,2026-03,대구,44972
2026,3,2026-03,대전,27134
2026,3,2026-03,부산,66268
2026,3,2026-03,서울,107565
2026,3,2026-03,세종,8300
2026,3,2026-03,울산,14730
2026,3,2026-03,인천,85029
2026,3,2026-03,전남,45162
2026,3,2026-03,전북,33648
2026,3,2026-03,제주,64864
2026,3,2026-03,충남,44920
2026,3,2026-03,충북,36894
2026,4,2026-04,강원,29747
2026,4,2026-04,경기,237306
2026,4,2026-04,경남,77286
2026,4,2026-04,경북,51935
2026,4,2026-04,광주,21786
2026,4,2026-04,대구,46659
2026,4,2026-04,대전,27551
2026,4,2026-04,부산,70357
2026,4,2026-04,서울,111817
2026,4,2026-04,세종,8501
2026,4,2026-04,울산,15857
2026,4,2026-04,인천,89645
2026,4,2026-04,전남,46707
2026,4,2026-04,전북,34227
2026,4,2026-04,제주,68564
2026,4,2026-04,충남,45512
2026,4,2026-04,충북,37816
2026,5,2026-05,강원,30858
2026,5,2026-05,경기,245325
2026,5,2026-05,경남,80158
2026,5,2026-05,경북,54139
2026,5,2026-05,광주,22136
2026,5,2026-05,대구,48558
2026,5,2026-05,대전,28074
2026,5,2026-05,부산,72618
2026,5,2026-05,서울,115366
2026,5,2026-05,세종,8728
2026,5,2026-05,울산,16227
2026,5,2026-05,인천,91935
2026,5,2026-05,전남,47871
2026,5,2026-05,전북,34526
2026,5,2026-05,제주,70967
2026,5,2026-05,충남,47028
2026,5,2026-05,충북,39109
2026,6,2026-06,강원,31471
2026,6,2026-06,경기,256849
2026,6,2026-06,경남,84222
2026,6,2026-06,경북,56080
2026,6,2026-06,광주,23058
2026,6,2026-06,대구,49756
2026,6,2026-06,대전,28497
2026,6,2026-06,부산,75567
2026,6,2026-06,서울,118967
2026,6,2026-06,세종,9260
2026,6,2026-06,울산,17150
2026,6,2026-06,인천,96221
2026,6,2026-06,전남,49902
2026,6,2026-06,전북,35598
2026,6,2026-06,제주,73249
2026,6,2026-06,충남,48294
2026,6,2026-06,충북,41077
