연도,월,기준월,시도,충전량_kWh,충전횟수,충전시간_h,활성충전기수
2023,4,2023-04,광주,211809.86,8851.0,2210.12,129.0
2023,4,2023-04,대구,326913.41,13765.0,3670.62,177.0
2023,4,2023-04,대전,341831.34,15027.0,3711.29,133.0
2023,4,2023-04,부산,284299.16,12407.0,3118.89,88.0
2023,4,2023-04,서울,600391.37,27756.0,6657.32,236.0
2023,4,2023-04,세종,56511.09,2474.0,636.32,59.0
2023,4,2023-04,울산,295758.96,12626.0,3246.45,162.0
2023,4,2023-04,인천,522719.83,22929.0,5844.65,165.0
2023,4,2023-04,전남,753659.68,30716.0,7840.66,658.0
2023,4,2023-04,전북,953848.47,39926.0,10113.06,551.0
2023,4,2023-04,제주,448322.35,21518.0,5814.79,280.0
2023,4,2023-04,충남,1111377.58,48021.0,12454.53,613.0
2023,4,2023-04,충북,1032763.8,44807.0,11844.74,439.0
2023,5,2023-05,강원,855449.4,35877.0,9203.08,559.0
2023,5,2023-05,경기,1992078.87,90102.0,23023.7,811.0
2023,5,2023-05,경남,1152454.45,48978.0,12557.21,692.0
2023,5,2023-05,경북,1752056.61,73119.0,19785.07,900.0
2023,5,2023-05,광주,224295.28,9127.0,2289.66,133.0
2023,5,2023-05,대구,341395.83,13963.0,3743.32,184.0
2023,5,2023-05,대전,343817.96,14511.0,3616.62,136.0
2023,5,2023-05,부산,292077.02,12173.0,3101.14,90.0
2023,5,2023-05,서울,598679.82,27038.0,6726.85,241.0
2023,5,2023-05,세종,51953.23,2283.0,605.31,61.0
2023,5,2023-05,울산,306823.31,12795.0,3309.57,163.0
2023,5,2023-05,인천,541793.55,23438.0,6101.94,167.0
2023,5,2023-05,전남,761406.23,30577.0,7851.52,669.0
2023,5,2023-05,전북,947943.54,38690.0,10057.88,554.0
2023,5,2023-05,제주,470493.02,22349.0,6141.32,282.0
2023,5,2023-05,충남,1080686.93,45965.0,12287.85,600.0
2023,5,2023-05,충북,1073345.24,45717.0,12365.15,440.0
2023,6,2023-06,강원,855112.37,35286.0,9184.03,618.0
2023,6,2023-06,경기,1968753.82,87391.0,22906.54,803.0
2023,6,2023-06,경남,1142741.62,47997.0,12705.37,709.0
2023,6,2023-06,경북,1666347.39,69171.0,18935.0,915.0
2023,6,2023-06,광주,223772.94,8894.0,2307.3,132.0
2023,6,2023-06,대구,344956.8,13851.0,3718.49,178.0
2023,6,2023-06,대전,365404.12,15313.0,3949.05,136.0
2023,6,2023-06,부산,288879.97,12109.0,3175.4,103.0
2023,6,2023-06,서울,598520.11,26637.0,6803.63,244.0
2023,6,2023-06,세종,57962.78,2427.0,646.67,59.0
2023,6,2023-06,울산,289439.28,12070.0,3191.53,164.0
2023,6,2023-06,인천,548491.93,23197.0,6152.46,184.0
2023,6,2023-06,전남,743633.19,29576.0,7692.31,681.0
2023,6,2023-06,전북,903638.05,36411.0,9581.07,586.0
2023,6,2023-06,제주,498783.0,23180.0,6352.83,288.0
2023,6,2023-06,충남,1081650.51,45083.0,12179.46,615.0
2023,6,2023-06,충북,1086937.4,45625.0,12356.85,448.0
2023,7,2023-07,강원,945892.94,38360.0,9970.14,564.0
2023,7,2023-07,경기,2092363.56,92159.0,23744.8,799.0
2023,7,2023-07,경남,1242310.35,51218.0,13544.53,704.0
2023,7,2023-07,경북,1756675.56,71944.0,19710.85,898.0
2023,7,2023-07,광주,222311.91,8816.0,2265.16,132.0
2023,7,2023-07,대구,357829.1,14210.0,3823.08,177.0
2023,7,2023-07,대전,373428.3,15492.0,4001.74,142.0
2023,7,2023-07,부산,310586.91,13146.0,3425.76,100.0
2023,7,2023-07,서울,663829.31,28839.0,7341.41,254.0
2023,7,2023-07,세종,57538.07,2384.0,643.27,60.0
2023,7,2023-07,울산,289700.92,11847.0,3158.68,162.0
2023,7,2023-07,인천,594377.17,24845.0,6542.16,183.0
2023,7,2023-07,전남,773417.52,29947.0,7862.7,659.0
2023,7,2023-07,전북,938186.78,37027.0,9739.48,582.0
2023,7,2023-07,제주,571840.17,26272.0,7193.94,278.0
2023,7,2023-07,충남,1095628.59,45452.0,12184.88,635.0
2023,7,2023-07,충북,1108904.46,45970.0,12457.18,476.0
2023,8,2023-08,강원,1068959.14,42832.0,11113.63,570.0
2023,8,2023-08,경기,2201946.9,96639.0,24923.84,784.0
2023,8,2023-08,경남,1356377.79,55925.0,14851.3,671.0
2023,8,2023-08,경북,1846109.61,75322.0,20490.01,893.0
2023,8,2023-08,광주,240411.76,9476.0,2445.4,130.0
2023,8,2023-08,대구,362686.53,14316.0,3832.51,176.0
2023,8,2023-08,대전,405729.13,16596.0,4290.2,147.0
2023,8,2023-08,부산,349929.46,14132.0,3756.77,88.0
2023,8,2023-08,서울,687393.48,30111.0,7681.99,253.0
2023,8,2023-08,세종,60847.6,2550.0,691.5,66.0
2023,8,2023-08,울산,301310.43,12527.0,3436.11,161.0
2023,8,2023-08,인천,605278.06,25151.0,6632.72,177.0
2023,8,2023-08,전남,871800.35,33434.0,8909.73,656.0
2023,8,2023-08,전북,996620.8,39254.0,10372.1,560.0
2023,8,2023-08,제주,663943.21,29914.0,8130.74,299.0
2023,8,2023-08,충남,1207508.31,49328.0,13216.29,619.0
2023,8,2023-08,충북,1190812.52,49126.0,13311.29,462.0
2023,9,2023-09,강원,852088.84,35632.0,9340.75,596.0
2023,9,2023-09,경기,1919019.83,85530.0,22302.95,814.0
2023,9,2023-09,경남,1121810.52,47386.0,12479.28,714.0
2023,9,2023-09,경북,1600071.11,66635.0,18230.93,911.0
2023,9,2023-09,광주,208174.71,8253.0,2147.15,132.0
2023,9,2023-09,대구,304810.94,12332.0,3348.06,186.0
2023,9,2023-09,대전,332841.74,13705.0,3610.41,144.0
2023,9,2023-09,부산,293299.31,12397.0,3227.43,94.0
2023,9,2023-09,서울,570733.35,25143.0,6390.35,252.0
2023,9,2023-09,세종,51009.16,2138.0,576.26,65.0
2023,9,2023-09,울산,251740.48,10636.0,2875.48,163.0
2023,9,2023-09,인천,508567.88,21503.0,5673.94,178.0
2023,9,2023-09,전남,767026.34,29483.0,7858.04,666.0
2023,9,2023-09,전북,848718.63,34035.0,8987.82,570.0
2023,9,2023-09,제주,506905.22,23169.0,6417.55,296.0
2023,9,2023-09,충남,1054979.92,44486.0,12058.27,653.0
2023,9,2023-09,충북,1033236.71,43521.0,11951.96,484.0
2023,10,2023-10,강원,984070.58,42034.0,10658.55,622.0
2023,10,2023-10,경기,2125459.9,96490.0,24616.87,846.0
2023,10,2023-10,경남,1207804.13,52674.0,13642.54,746.0
2023,10,2023-10,경북,1721761.2,73789.0,19786.62,941.0
2023,10,2023-10,광주,203791.88,8469.0,2109.5,137.0
2023,10,2023-10,대구,318427.23,13254.0,3433.18,189.0
2023,10,2023-10,대전,346030.01,15197.0,3763.4,155.0
2023,10,2023-10,부산,292986.67,12810.0,3318.69,109.0
2023,10,2023-10,서울,613403.38,27799.0,6788.41,255.0
2023,10,2023-10,세종,58779.53,2579.0,687.13,68.0
2023,10,2023-10,울산,250867.83,10936.0,2834.23,165.0
2023,10,2023-10,인천,536780.09,23705.0,6118.03,191.0
2023,10,2023-10,전남,809670.88,32793.0,8422.81,697.0
2023,10,2023-10,전북,921306.41,38388.0,9872.56,611.0
2023,10,2023-10,제주,502398.62,23422.0,6477.19,299.0
2023,10,2023-10,충남,1168232.27,50340.0,13254.07,674.0
2023,10,2023-10,충북,1169783.6,50925.0,13747.62,516.0
2023,11,2023-11,강원,960518.75,42495.0,10392.14,621.0
2023,11,2023-11,경기,2414514.46,114066.0,27373.66,861.0
2023,11,2023-11,경남,1280912.08,56847.0,14342.83,747.0
2023,11,2023-11,경북,1800743.24,78931.0,20575.76,939.0
2023,11,2023-11,광주,225195.57,9327.0,2235.72,139.0
2023,11,2023-11,대구,365803.41,15340.0,3874.48,189.0
2023,11,2023-11,대전,400401.83,18070.0,4231.4,155.0
2023,11,2023-11,부산,303891.85,13533.0,3417.14,109.0
2023,11,2023-11,서울,713025.73,33007.0,7488.79,262.0
2023,11,2023-11,세종,65025.71,2910.0,708.77,67.0
2023,11,2023-11,울산,268345.7,11849.0,3015.63,166.0
2023,11,2023-11,인천,632850.23,28713.0,6830.52,222.0
2023,11,2023-11,전남,831412.46,34466.0,8537.81,697.0
2023,11,2023-11,전북,1018471.43,43048.0,10731.98,628.0
2023,11,2023-11,제주,536541.56,25693.0,6958.96,299.0
2023,11,2023-11,충남,1273274.07,55299.0,14207.39,679.0
2023,11,2023-11,충북,1271536.62,56279.0,14726.67,515.0
2023,12,2023-12,강원,995615.41,44940.0,10604.19,637.0
2023,12,2023-12,경기,2479165.0,120252.0,28039.84,935.0
2023,12,2023-12,경남,1375694.98,62090.0,15210.62,763.0
2023,12,2023-12,경북,1903422.53,84569.0,21674.63,978.0
2023,12,2023-12,광주,245576.8,10530.0,2438.34,142.0
2023,12,2023-12,대구,403564.35,17212.0,4188.09,198.0
2023,12,2023-12,대전,415833.18,19369.0,4439.81,156.0
2023,12,2023-12,부산,341514.44,15437.0,3804.49,109.0
2023,12,2023-12,서울,769929.62,36303.0,7985.14,258.0
2023,12,2023-12,세종,71402.38,3219.0,778.08,72.0
2023,12,2023-12,울산,291203.47,12847.0,3221.94,166.0
2023,12,2023-12,인천,682397.82,31274.0,7209.61,228.0
2023,12,2023-12,전남,846646.51,35602.0,8682.28,726.0
2023,12,2023-12,전북,1045125.3,45165.0,11026.65,635.0
2023,12,2023-12,제주,586741.79,28160.0,7424.89,300.0
2023,12,2023-12,충남,1276211.96,56708.0,14089.74,707.0
2023,12,2023-12,충북,1275279.9,57037.0,14604.02,539.0
2024,1,2024-01,강원,911083.03,41198.0,9677.11,631.0
2024,1,2024-01,경기,2274503.66,113169.0,26261.45,934.0
2024,1,2024-01,경남,1252818.01,57932.0,13996.08,769.0
2024,1,2024-01,경북,1647414.55,74473.0,18906.02,967.0
2024,1,2024-01,광주,225779.57,9925.0,2284.66,143.0
2024,1,2024-01,대구,369374.24,15800.0,3845.11,194.0
2024,1,2024-01,대전,409211.29,19504.0,4407.46,161.0
2024,1,2024-01,부산,296596.48,13982.0,3376.69,109.0
2024,1,2024-01,서울,742270.42,35589.0,7635.59,264.0
2024,1,2024-01,세종,72645.9,3337.0,775.74,68.0
2024,1,2024-01,울산,270321.32,12262.0,3022.24,166.0
2024,1,2024-01,인천,666918.87,31599.0,7197.46,238.0
2024,1,2024-01,전남,759475.91,32449.0,7807.13,710.0
2024,1,2024-01,전북,948115.19,41438.0,10058.68,669.0
2024,1,2024-01,제주,586969.94,28423.0,7372.72,300.0
2024,1,2024-01,충남,1215856.58,54744.0,13390.44,725.0
2024,1,2024-01,충북,1165864.12,53258.0,13590.08,527.0
2024,2,2024-02,강원,754670.32,33614.0,8208.83,648.0
2024,2,2024-02,경기,1828954.46,89296.0,21646.71,910.0
2024,2,2024-02,경남,1113725.76,50089.0,12495.71,804.0
2024,2,2024-02,경북,1545516.48,67452.0,17897.55,967.0
2024,2,2024-02,광주,194590.63,8388.0,1987.65,144.0
2024,2,2024-02,대구,304714.84,12808.0,3257.88,194.0
2024,2,2024-02,대전,331250.94,15341.0,3573.64,161.0
2024,2,2024-02,부산,256328.54,11714.0,2899.51,130.0
2024,2,2024-02,서울,577063.96,26905.0,6200.48,264.0
2024,2,2024-02,세종,59366.72,2733.0,654.55,70.0
2024,2,2024-02,울산,232325.35,10388.0,2610.02,175.0
2024,2,2024-02,인천,541023.82,24702.0,5918.77,224.0
2024,2,2024-02,전남,721377.18,30108.0,7379.52,747.0
2024,2,2024-02,전북,886778.34,37839.0,9559.92,660.0
2024,2,2024-02,제주,532884.97,25653.0,6757.19,301.0
2024,2,2024-02,충남,1114332.35,49106.0,12457.01,733.0
2024,2,2024-02,충북,1024291.89,46103.0,12151.69,544.0
2024,3,2024-03,강원,738505.22,32324.0,7986.8,646.0
2024,3,2024-03,경기,1841223.09,89169.0,21893.61,917.0
2024,3,2024-03,경남,1142972.09,51321.0,13151.71,796.0
2024,3,2024-03,경북,1518494.48,66043.0,17709.26,961.0
2024,3,2024-03,광주,190281.59,8098.0,1926.14,144.0
2024,3,2024-03,대구,294831.71,12320.0,3130.45,197.0
2024,3,2024-03,대전,333078.53,15200.0,3618.99,161.0
2024,3,2024-03,부산,260344.98,11928.0,3033.36,126.0
2024,3,2024-03,서울,559845.3,25949.0,6152.58,264.0
2024,3,2024-03,세종,61854.66,2840.0,693.03,69.0
2024,3,2024-03,울산,222927.84,10061.0,2566.0,172.0
2024,3,2024-03,인천,541151.87,24747.0,6037.98,222.0
2024,3,2024-03,전남,785823.49,32219.0,8043.48,745.0
2024,3,2024-03,전북,893300.95,38207.0,9713.94,648.0
2024,3,2024-03,제주,556983.44,26797.0,7176.31,312.0
2024,3,2024-03,충남,1174816.16,51326.0,13146.41,717.0
2024,3,2024-03,충북,1020380.71,45564.0,12135.07,545.0
2024,4,2024-04,강원,670917.35,28785.0,7454.28,651.0
2024,4,2024-04,경기,1651404.73,76821.0,19959.7,938.0
2024,4,2024-04,경남,994915.35,43458.0,11685.3,801.0
2024,4,2024-04,경북,1369940.84,58032.0,16072.75,964.0
2024,4,2024-04,광주,174850.5,7118.0,1842.41,142.0
2024,4,2024-04,대구,278717.91,11139.0,3005.29,194.0
2024,4,2024-04,대전,287385.36,12780.0,3310.37,160.0
2024,4,2024-04,부산,225834.9,9916.0,2712.6,126.0
2024,4,2024-04,서울,460493.12,21336.0,5420.04,265.0
2024,4,2024-04,세종,58557.88,2579.0,679.16,69.0
2024,4,2024-04,울산,207978.94,9040.0,2447.86,172.0
2024,4,2024-04,인천,459561.4,20340.0,5589.21,222.0
2024,4,2024-04,전남,680593.74,27200.0,7188.7,741.0
2024,4,2024-04,전북,787396.26,32666.0,8774.56,655.0
2024,4,2024-04,제주,505550.47,23802.0,6506.34,316.0
2024,4,2024-04,충남,1052439.38,44874.0,12165.24,716.0
2024,4,2024-04,충북,926404.67,40089.0,11154.96,546.0
2024,5,2024-05,강원,736819.92,30727.0,8253.17,663.0
2024,5,2024-05,경기,1718212.61,78600.0,20662.22,988.0
2024,5,2024-05,경남,1058542.21,45567.0,12277.1,803.0
2024,5,2024-05,경북,1404356.04,58815.0,16533.51,978.0
2024,5,2024-05,광주,187127.12,7466.0,1964.85,143.0
2024,5,2024-05,대구,281467.91,11163.0,3105.67,198.0
2024,5,2024-05,대전,295434.82,12952.0,3330.17,160.0
2024,5,2024-05,부산,229199.35,9912.0,2716.96,126.0
2024,5,2024-05,서울,475408.31,21490.0,5589.96,265.0
2024,5,2024-05,세종,60534.54,2579.0,701.78,70.0
2024,5,2024-05,울산,212497.17,9189.0,2557.49,174.0
2024,5,2024-05,인천,458362.74,19872.0,5450.85,227.0
2024,5,2024-05,전남,710675.01,27779.0,7501.2,747.0
2024,5,2024-05,전북,826327.26,33648.0,9085.93,680.0
2024,5,2024-05,제주,535476.36,24635.0,6766.49,316.0
2024,5,2024-05,충남,1086003.74,45461.0,12529.17,732.0
2024,5,2024-05,충북,959506.16,41447.0,11487.88,555.0
2024,6,2024-06,강원,748664.46,30624.0,8380.49,660.0
2024,6,2024-06,경기,1729746.75,76515.0,20546.98,947.0
2024,6,2024-06,경남,1019570.24,43387.0,11807.46,816.0
2024,6,2024-06,경북,1345844.28,56326.0,15919.57,1008.0
2024,6,2024-06,광주,186864.26,7351.0,2007.94,144.0
2024,6,2024-06,대구,285824.67,10997.0,3077.02,200.0
2024,6,2024-06,대전,250715.29,11034.0,2932.88,160.0
2024,6,2024-06,부산,230685.81,9787.0,2736.96,127.0
2024,6,2024-06,서울,505021.17,22061.0,5910.02,264.0
2024,6,2024-06,세종,63636.05,2590.0,696.27,72.0
2024,6,2024-06,울산,210647.54,8888.0,2538.38,172.0
2024,6,2024-06,인천,467404.44,19451.0,5471.15,240.0
2024,6,2024-06,전남,676296.22,26412.0,7282.91,772.0
2024,6,2024-06,전북,772271.78,30671.0,8426.35,668.0
2024,6,2024-06,제주,531526.44,24177.0,6653.99,315.0
2024,6,2024-06,충남,1052711.2,43705.0,12182.47,750.0
2024,6,2024-06,충북,929169.56,39363.0,11087.37,561.0
2024,7,2024-07,강원,766872.61,31352.0,8559.94,661.0
2024,7,2024-07,경기,1816734.19,79563.0,21443.87,999.0
2024,7,2024-07,경남,1134633.23,47152.0,12829.96,813.0
2024,7,2024-07,경북,1415813.11,58758.0,16518.64,1005.0
2024,7,2024-07,광주,206424.55,8052.0,2143.37,143.0
2024,7,2024-07,대구,310954.91,11776.0,3258.63,198.0
2024,7,2024-07,대전,252245.75,10774.0,2900.79,154.0
2024,7,2024-07,부산,244250.4,10057.0,2784.52,127.0
2024,7,2024-07,서울,533667.1,22980.0,6149.1,265.0
2024,7,2024-07,세종,68135.12,2918.0,777.78,72.0
2024,7,2024-07,울산,225419.82,9466.0,2660.23,172.0
2024,7,2024-07,인천,480940.06,19825.0,5543.54,241.0
2024,7,2024-07,전남,738370.69,28407.0,7864.05,759.0
2024,7,2024-07,전북,816949.8,31820.0,8874.27,663.0
2024,7,2024-07,제주,670223.37,29704.0,8152.56,315.0
2024,7,2024-07,충남,1061097.69,43060.0,12090.61,774.0
2024,7,2024-07,충북,938708.17,39191.0,11113.26,559.0
2024,8,2024-08,강원,973541.44,38950.0,10741.48,671.0
2024,8,2024-08,경기,2083563.42,89337.0,24325.09,996.0
2024,8,2024-08,경남,1279183.85,52436.0,14505.02,813.0
2024,8,2024-08,경북,1564975.8,64360.0,18186.92,1003.0
2024,8,2024-08,광주,224588.79,8803.0,2356.31,147.0
2024,8,2024-08,대구,321894.57,12169.0,3421.92,199.0
2024,8,2024-08,대전,281920.74,11636.0,3141.87,153.0
2024,8,2024-08,부산,262334.53,10770.0,2978.44,125.0
2024,8,2024-08,서울,575158.86,23802.0,6502.82,265.0
2024,8,2024-08,세종,73616.49,3141.0,839.3,74.0
2024,8,2024-08,울산,239445.88,9948.0,2761.64,171.0
2024,8,2024-08,인천,536619.9,21793.0,6033.54,244.0
2024,8,2024-08,전남,856843.01,32696.0,9156.04,777.0
2024,8,2024-08,전북,946515.86,36702.0,10265.91,690.0
2024,8,2024-08,제주,747112.06,32374.0,8992.33,313.0
2024,8,2024-08,충남,1250484.51,50627.0,14202.39,767.0
2024,8,2024-08,충북,1096432.1,45310.0,12734.42,558.0
2024,9,2024-09,강원,756467.04,30752.0,8529.41,678.0
2024,9,2024-09,경기,1888050.91,81900.0,22384.58,1014.0
2024,9,2024-09,경남,1168584.36,47973.0,13374.3,818.0
2024,9,2024-09,경북,1461054.79,60446.0,17212.97,1018.0
2024,9,2024-09,광주,212301.37,8223.0,2232.47,147.0
2024,9,2024-09,대구,302875.16,11849.0,3291.1,201.0
2024,9,2024-09,대전,256652.12,10615.0,2909.99,153.0
2024,9,2024-09,부산,237872.54,9893.0,2810.35,127.0
2024,9,2024-09,서울,523302.49,21741.0,5884.38,260.0
2024,9,2024-09,세종,68867.46,2890.0,806.35,74.0
2024,9,2024-09,울산,217492.73,8979.0,2520.54,174.0
2024,9,2024-09,인천,483496.44,19790.0,5510.53,249.0
2024,9,2024-09,전남,843336.65,31965.0,8885.61,783.0
2024,9,2024-09,전북,912119.74,35392.0,9875.06,691.0
2024,9,2024-09,제주,637162.1,27983.0,7964.41,312.0
2024,9,2024-09,충남,1229263.93,49560.0,13936.29,774.0
2024,9,2024-09,충북,1028206.41,42420.0,12045.4,561.0
2024,10,2024-10,강원,811784.77,33512.0,8969.3,678.0
2024,10,2024-10,경기,1897815.7,86137.0,22839.8,1018.0
2024,10,2024-10,경남,1129581.21,47965.0,13123.35,825.0
2024,10,2024-10,경북,1412016.54,59818.0,16804.03,1024.0
2024,10,2024-10,광주,188646.03,7564.0,2052.74,148.0
2024,10,2024-10,대구,295084.11,11880.0,3312.62,201.0
2024,10,2024-10,대전,244295.61,10732.0,2820.22,158.0
2024,10,2024-10,부산,223834.5,9631.0,2673.98,128.0
2024,10,2024-10,서울,512029.07,22230.0,5786.63,265.0
2024,10,2024-10,세종,67778.5,3015.0,789.52,74.0
2024,10,2024-10,울산,206035.04,9062.0,2527.84,172.0
2024,10,2024-10,인천,480117.0,20817.0,5749.09,249.0
2024,10,2024-10,전남,761476.28,30176.0,8215.84,793.0
2024,10,2024-10,전북,861858.78,34631.0,9421.28,692.0
2024,10,2024-10,제주,585027.02,26134.0,7334.31,314.0
2024,10,2024-10,충남,1206684.85,50510.0,13794.2,778.0
2024,10,2024-10,충북,1039941.61,44384.0,12367.58,561.0
2024,11,2024-11,강원,793869.23,33930.0,8905.39,692.0
2024,11,2024-11,경기,2037548.99,94727.0,24462.99,1065.0
2024,11,2024-11,경남,1167405.03,50818.0,13470.41,853.0
2024,11,2024-11,경북,1515569.75,65530.0,18133.36,1071.0
2024,11,2024-11,광주,208684.19,8549.0,2218.52,149.0
2024,11,2024-11,대구,311084.61,12863.0,3444.71,214.0
2024,11,2024-11,대전,275912.21,12346.0,3121.38,154.0
2024,11,2024-11,부산,229851.77,10233.0,2704.65,130.0
2024,11,2024-11,서울,562368.12,24858.0,6143.92,264.0
2024,11,2024-11,세종,73114.98,3178.0,819.29,73.0
2024,11,2024-11,울산,217346.08,9551.0,2603.08,175.0
2024,11,2024-11,인천,532961.49,23627.0,6151.93,261.0
2024,11,2024-11,전남,826326.47,33372.0,8883.35,842.0
2024,11,2024-11,전북,927539.32,38123.0,10017.74,723.0
2024,11,2024-11,제주,585298.62,26876.0,7439.67,314.0
2024,11,2024-11,충남,1267572.33,54179.0,14503.58,850.0
2024,11,2024-11,충북,1146341.98,49736.0,13462.66,576.0
2024,12,2024-12,강원,891668.32,39199.0,9636.04,678.0
2024,12,2024-12,경기,2381304.73,113843.0,28078.92,1027.0
2024,12,2024-12,경남,1287286.9,57760.0,14735.78,821.0
2024,12,2024-12,경북,1658169.85,73325.0,19527.12,1023.0
2024,12,2024-12,광주,236437.64,10164.0,2443.58,147.0
2024,12,2024-12,대구,359611.07,15114.0,3968.78,201.0
2024,12,2024-12,대전,327827.6,15064.0,3547.27,160.0
2024,12,2024-12,부산,254527.21,11782.0,3030.69,128.0
2024,12,2024-12,서울,682802.41,31337.0,7182.65,264.0
2024,12,2024-12,세종,81389.68,3631.0,924.19,73.0
2024,12,2024-12,울산,247325.02,11195.0,2934.71,175.0
2024,12,2024-12,인천,628151.25,28302.0,6939.6,248.0
2024,12,2024-12,전남,884722.09,36754.0,9411.11,783.0
2024,12,2024-12,전북,971875.19,40543.0,10470.92,688.0
2024,12,2024-12,제주,667706.83,31797.0,8498.65,314.0
2024,12,2024-12,충남,1362172.37,59734.0,15477.55,780.0
2024,12,2024-12,충북,1223150.87,53816.0,14182.53,557.0
2025,1,2025-01,강원,923612.2,40583.0,9887.01,678.0
2025,1,2025-01,경기,2217469.31,106305.0,26068.99,1047.0
2025,1,2025-01,경남,1273871.03,57251.0,14551.89,828.0
2025,1,2025-01,경북,1681161.23,74443.0,19711.74,1027.0
2025,1,2025-01,광주,222887.47,9553.0,2284.83,147.0
2025,1,2025-01,대구,341797.49,14625.0,3761.47,208.0
2025,1,2025-01,대전,349536.23,15917.0,3850.92,160.0
2025,1,2025-01,부산,243605.83,11279.0,2850.79,129.0
2025,1,2025-01,서울,638251.15,29589.0,6746.41,264.0
2025,1,2025-01,세종,75509.08,3385.0,857.63,74.0
2025,1,2025-01,울산,239663.42,10810.0,2807.11,175.0
2025,1,2025-01,인천,591730.59,26704.0,6482.15,254.0
2025,1,2025-01,전남,888385.72,37215.0,9382.67,832.0
2025,1,2025-01,전북,977298.81,40752.0,10550.09,692.0
2025,1,2025-01,제주,649036.3,30913.0,8385.23,314.0
2025,1,2025-01,충남,1288304.4,56855.0,14635.89,786.0
2025,1,2025-01,충북,1149656.17,50331.0,13343.84,557.0
2025,2,2025-02,강원,753491.46,33686.0,8273.17,695.0
2025,2,2025-02,경기,2086173.69,101320.0,24904.1,1056.0
2025,2,2025-02,경남,1125083.84,51470.0,13059.61,852.0
2025,2,2025-02,경북,1432828.01,64494.0,17043.52,1080.0
2025,2,2025-02,광주,207547.74,9036.0,2153.37,148.0
2025,2,2025-02,대구,307387.62,13210.0,3359.54,213.0
2025,2,2025-02,대전,326716.28,15141.0,3650.67,160.0
2025,2,2025-02,부산,231071.06,10729.0,2682.47,130.0
2025,2,2025-02,서울,629200.66,29717.0,6813.88,265.0
2025,2,2025-02,세종,76705.93,3492.0,891.45,74.0
2025,2,2025-02,울산,216452.22,10144.0,2564.25,176.0
2025,2,2025-02,인천,543134.22,25247.0,6082.13,251.0
2025,2,2025-02,전남,733879.51,31731.0,7942.21,823.0
2025,2,2025-02,전북,816585.84,34958.0,8887.81,709.0
2025,2,2025-02,제주,601854.53,28829.0,7775.84,314.0
2025,2,2025-02,충남,1194037.59,53620.0,13577.68,835.0
2025,2,2025-02,충북,1045175.66,46446.0,12300.83,564.0
2025,3,2025-03,강원,697436.69,29961.0,7789.72,685.0
2025,3,2025-03,경기,1858200.48,86709.0,22555.04,1057.0
2025,3,2025-03,경남,1061992.32,46620.0,12396.66,849.0
2025,3,2025-03,경북,1370159.3,59496.0,16448.69,1070.0
2025,3,2025-03,광주,188234.61,7817.0,1981.03,147.0
2025,3,2025-03,대구,285122.93,11951.0,3228.17,209.0
2025,3,2025-03,대전,289252.46,13106.0,3396.94,159.0
2025,3,2025-03,부산,203136.04,9130.0,2384.68,129.0
2025,3,2025-03,서울,516788.07,23903.0,5959.9,265.0
2025,3,2025-03,세종,70482.48,3103.0,812.77,74.0
2025,3,2025-03,울산,196670.71,8880.0,2392.74,174.0
2025,3,2025-03,인천,483208.03,21503.0,5682.66,254.0
2025,3,2025-03,전남,793730.54,32065.0,8484.95,831.0
2025,3,2025-03,전북,794808.39,32880.0,8721.14,724.0
2025,3,2025-03,제주,586667.91,27555.0,7645.37,313.0
2025,3,2025-03,충남,1145289.94,49358.0,13134.02,800.0
2025,3,2025-03,충북,976638.53,42668.0,11697.6,570.0
2025,4,2025-04,강원,665534.14,28019.0,7522.87,689.0
2025,4,2025-04,경기,1829359.51,83002.0,22199.73,1063.0
2025,4,2025-04,경남,1027110.87,44078.0,12100.02,849.0
2025,4,2025-04,경북,1342403.28,57269.0,16035.0,1077.0
2025,4,2025-04,광주,177520.31,7275.0,1903.16,149.0
2025,4,2025-04,대구,266651.89,10961.0,3083.88,215.0
2025,4,2025-04,대전,271894.54,11698.0,3164.66,158.0
2025,4,2025-04,부산,190512.33,8526.0,2310.99,130.0
2025,4,2025-04,서울,469482.71,21491.0,5536.68,264.0
2025,4,2025-04,세종,65071.0,2856.0,807.43,74.0
2025,4,2025-04,울산,188344.41,8300.0,2254.29,175.0
2025,4,2025-04,인천,464190.7,20373.0,5485.17,258.0
2025,4,2025-04,전남,791165.52,31285.0,8499.2,839.0
2025,4,2025-04,전북,804240.17,32504.0,8807.72,724.0
2025,4,2025-04,제주,582304.18,26714.0,7576.82,312.0
2025,4,2025-04,충남,1138474.29,47821.0,13109.94,842.0
2025,4,2025-04,충북,921476.7,39627.0,11145.91,576.0
2025,5,2025-05,강원,803471.28,32296.0,8850.24,688.0
2025,5,2025-05,경기,1836236.32,81149.0,22095.4,1059.0
2025,5,2025-05,경남,1104757.86,46006.0,12821.11,848.0
2025,5,2025-05,경북,1485429.11,61455.0,17560.8,1075.0
2025,5,2025-05,광주,178954.54,7197.0,1847.85,150.0
2025,5,2025-05,대구,272092.47,11078.0,3084.91,214.0
2025,5,2025-05,대전,277714.4,11626.0,3172.6,158.0
2025,5,2025-05,부산,201420.66,8732.0,2451.55,130.0
2025,5,2025-05,서울,462541.88,20607.0,5414.92,264.0
2025,5,2025-05,세종,64998.88,2773.0,772.28,74.0
2025,5,2025-05,울산,205206.42,8840.0,2469.96,175.0
