연도,월,기준월,시도,충전량_kWh,충전횟수,충전시간_h,활성충전기수
2021,2,2021-02,인천,104529.01,6102.0,1243.99,104.0
2021,2,2021-02,전남,204211.45,11529.0,2430.74,321.0
2021,2,2021-02,전북,192340.77,10583.0,2280.29,265.0
2021,2,2021-02,제주,161561.94,10098.0,2258.58,133.0
2021,2,2021-02,충남,339398.01,19289.0,4182.63,370.0
2021,2,2021-02,충북,278077.73,15968.0,3476.18,265.0
2021,3,2021-03,강원,244311.45,13031.0,2968.1,378.0
2021,3,2021-03,경기,515205.83,28935.0,6544.5,404.0
2021,3,2021-03,경남,429248.39,23149.0,5090.86,350.0
2021,3,2021-03,경북,603362.04,32243.0,7305.31,517.0
2021,3,2021-03,광주,88016.36,4534.0,940.88,75.0
2021,3,2021-03,대구,198876.54,10683.0,2264.48,129.0
2021,3,2021-03,대전,126654.91,6806.0,1416.9,86.0
2021,3,2021-03,부산,101561.64,5568.0,1167.13,63.0
2021,3,2021-03,서울,178353.18,10339.0,2142.16,147.0
2021,3,2021-03,세종,61209.03,3307.0,730.14,44.0
2021,3,2021-03,울산,82219.13,4375.0,985.09,115.0
2021,3,2021-03,인천,128919.47,6887.0,1502.78,104.0
2021,3,2021-03,전남,236767.86,12644.0,2808.8,334.0
2021,3,2021-03,전북,222257.43,11674.0,2642.73,260.0
2021,3,2021-03,제주,193455.03,11562.0,2647.74,140.0
2021,3,2021-03,충남,385671.29,20921.0,4616.23,376.0
2021,3,2021-03,충북,336746.15,18541.0,4093.2,271.0
2021,4,2021-04,강원,252765.33,13021.0,3068.51,401.0
2021,4,2021-04,경기,528864.26,28315.0,6573.42,458.0
2021,4,2021-04,경남,421020.24,21907.0,5007.31,385.0
2021,4,2021-04,경북,612057.38,31754.0,7418.7,549.0
2021,4,2021-04,광주,90498.32,4495.0,1001.25,83.0
2021,4,2021-04,대구,174242.34,8964.0,2072.81,131.0
2021,4,2021-04,대전,123279.42,6346.0,1431.87,89.0
2021,4,2021-04,부산,99257.29,5219.0,1086.37,63.0
2021,4,2021-04,서울,186257.66,10230.0,2221.07,165.0
2021,4,2021-04,세종,61195.57,3186.0,715.91,43.0
2021,4,2021-04,울산,80218.56,4141.0,985.76,121.0
2021,4,2021-04,인천,143853.18,7277.0,1650.02,117.0
2021,4,2021-04,전남,242102.61,12233.0,2811.26,385.0
2021,4,2021-04,전북,224181.28,11468.0,2645.4,294.0
2021,4,2021-04,제주,192694.15,10816.0,2524.07,141.0
2021,4,2021-04,충남,359592.73,18688.0,4335.58,399.0
2021,4,2021-04,충북,321173.51,16972.0,3997.27,278.0
2021,5,2021-05,강원,287935.34,14624.0,3465.67,462.0
2021,5,2021-05,경기,563004.26,29779.0,7076.7,537.0
2021,5,2021-05,경남,391052.7,19979.0,4699.73,364.0
2021,5,2021-05,경북,592629.99,30076.0,7167.9,551.0
2021,5,2021-05,광주,92796.58,4438.0,990.32,85.0
2021,5,2021-05,대구,160222.58,7967.0,1940.77,129.0
2021,5,2021-05,대전,143803.21,7201.0,1600.5,88.0
2021,5,2021-05,부산,91500.88,4787.0,1032.15,63.0
2021,5,2021-05,서울,205145.04,10817.0,2368.77,181.0
2021,5,2021-05,세종,34128.12,1757.0,433.38,41.0
2021,5,2021-05,울산,75422.11,3867.0,963.51,116.0
2021,5,2021-05,인천,156962.71,7716.0,1815.52,124.0
2021,5,2021-05,전남,226651.07,11299.0,2663.42,446.0
2021,5,2021-05,전북,266285.94,13137.0,3060.42,381.0
2021,5,2021-05,제주,198956.26,11241.0,2678.62,144.0
2021,5,2021-05,충남,338344.67,17286.0,4146.04,387.0
2021,5,2021-05,충북,323568.12,16824.0,4090.18,286.0
2021,6,2021-06,강원,305935.29,14827.0,3663.07,463.0
2021,6,2021-06,경기,658536.24,32949.0,7970.3,541.0
2021,6,2021-06,경남,368594.82,18326.0,4636.37,393.0
2021,6,2021-06,경북,586762.98,28796.0,7252.41,563.0
2021,6,2021-06,광주,97417.28,4424.0,1022.18,96.0
2021,6,2021-06,대구,158016.27,7647.0,1911.13,144.0
2021,6,2021-06,대전,151862.34,7257.0,1683.56,98.0
2021,6,2021-06,부산,93119.95,4614.0,1060.93,63.0
2021,6,2021-06,서울,227759.26,11349.0,2694.57,182.0
2021,6,2021-06,세종,28835.2,1386.0,356.08,46.0
2021,6,2021-06,울산,86575.77,4127.0,1056.64,119.0
2021,6,2021-06,인천,184841.95,8583.0,2107.3,127.0
2021,6,2021-06,전남,239134.05,11432.0,2859.09,492.0
2021,6,2021-06,전북,285512.89,13796.0,3354.9,410.0
2021,6,2021-06,제주,201607.35,10950.0,2760.68,179.0
2021,6,2021-06,충남,355094.04,17251.0,4369.48,391.0
2021,6,2021-06,충북,326499.47,16214.0,3999.52,289.0
2021,7,2021-07,강원,394477.84,18623.0,4848.16,460.0
2021,7,2021-07,경기,859251.75,41903.0,10557.65,536.0
2021,7,2021-07,경남,439604.78,21793.0,5517.7,449.0
2021,7,2021-07,경북,701028.89,34084.0,8969.58,617.0
2021,7,2021-07,광주,114168.05,5135.0,1214.25,89.0
2021,7,2021-07,대구,178532.0,8501.0,2226.54,142.0
2021,7,2021-07,대전,188090.08,8829.0,2134.91,96.0
2021,7,2021-07,부산,118403.98,5835.0,1391.15,70.0
2021,7,2021-07,서울,306419.35,15009.0,3583.6,189.0
2021,7,2021-07,세종,29364.49,1397.0,388.06,46.0
2021,7,2021-07,울산,108859.14,5112.0,1334.39,126.0
2021,7,2021-07,인천,236550.15,11118.0,2885.48,132.0
2021,7,2021-07,전남,277540.76,12750.0,3354.82,468.0
2021,7,2021-07,전북,374226.42,17287.0,4250.06,436.0
2021,7,2021-07,제주,228748.47,12400.0,3104.5,193.0
2021,7,2021-07,충남,447733.61,21660.0,5613.31,436.0
2021,7,2021-07,충북,398953.17,19552.0,4927.8,304.0
2021,8,2021-08,강원,417463.55,19954.0,5138.54,458.0
2021,8,2021-08,경기,882619.27,42976.0,11014.69,564.0
2021,8,2021-08,경남,444855.84,22239.0,5644.22,464.0
2021,8,2021-08,경북,736826.61,35546.0,9338.21,638.0
2021,8,2021-08,광주,120218.15,5399.0,1335.98,91.0
2021,8,2021-08,대구,185585.16,8817.0,2331.17,141.0
2021,8,2021-08,대전,179012.4,8310.0,2029.49,101.0
2021,8,2021-08,부산,114346.08,5568.0,1402.38,70.0
2021,8,2021-08,서울,333384.17,15877.0,3846.54,182.0
2021,8,2021-08,세종,32882.06,1498.0,399.92,46.0
2021,8,2021-08,울산,108193.11,5100.0,1280.0,137.0
2021,8,2021-08,인천,237975.18,11005.0,2977.07,131.0
2021,8,2021-08,전남,296895.2,13498.0,3700.93,472.0
2021,8,2021-08,전북,393244.22,17917.0,4411.15,435.0
2021,8,2021-08,제주,241671.64,12738.0,3301.89,179.0
2021,8,2021-08,충남,470470.71,22432.0,5799.82,445.0
2021,8,2021-08,충북,397316.64,19489.0,4987.42,309.0
2021,9,2021-09,강원,421467.85,19567.0,5123.43,461.0
2021,9,2021-09,경기,923028.1,44390.0,11335.27,571.0
2021,9,2021-09,경남,457438.18,22358.0,5757.03,462.0
2021,9,2021-09,경북,718803.67,34426.0,9041.24,616.0
2021,9,2021-09,광주,122601.69,5469.0,1325.63,99.0
2021,9,2021-09,대구,192262.37,8857.0,2322.7,143.0
2021,9,2021-09,대전,186967.51,8718.0,2102.11,98.0
2021,9,2021-09,부산,112758.58,5386.0,1383.83,68.0
2021,9,2021-09,서울,352970.72,16595.0,4054.98,188.0
2021,9,2021-09,세종,31762.04,1384.0,375.11,41.0
2021,9,2021-09,울산,107596.14,5154.0,1309.37,135.0
2021,9,2021-09,인천,255481.53,11678.0,3070.87,133.0
2021,9,2021-09,전남,298143.83,13313.0,3588.09,494.0
2021,9,2021-09,전북,410044.7,18742.0,4657.92,437.0
2021,9,2021-09,제주,229722.1,12113.0,3189.64,181.0
2021,9,2021-09,충남,471378.17,22669.0,5843.97,409.0
2021,9,2021-09,충북,430151.51,20741.0,5219.28,307.0
2021,10,2021-10,강원,510883.04,24055.0,5987.12,459.0
2021,10,2021-10,경기,1050943.59,51871.0,12990.56,581.0
2021,10,2021-10,경남,520207.86,26000.0,6601.32,528.0
2021,10,2021-10,경북,837003.56,41082.0,10457.96,638.0
2021,10,2021-10,광주,143453.3,6523.0,1536.59,99.0
2021,10,2021-10,대구,224444.56,10541.0,2683.43,147.0
2021,10,2021-10,대전,215106.05,10274.0,2336.69,100.0
2021,10,2021-10,부산,145554.74,7074.0,1690.14,72.0
2021,10,2021-10,서울,408995.23,19953.0,4550.0,184.0
2021,10,2021-10,세종,36847.82,1668.0,436.61,42.0
2021,10,2021-10,울산,136050.17,6600.0,1665.34,142.0
2021,10,2021-10,인천,304607.78,14338.0,3629.92,137.0
2021,10,2021-10,전남,337241.58,15535.0,4102.12,501.0
2021,10,2021-10,전북,479850.83,22262.0,5417.75,440.0
2021,10,2021-10,제주,250887.66,13348.0,3482.29,181.0
2021,10,2021-10,충남,560232.04,27286.0,6846.44,443.0
2021,10,2021-10,충북,507143.32,25072.0,6114.98,321.0
2021,11,2021-11,강원,572462.52,27088.0,6627.16,480.0
2021,11,2021-11,경기,1235869.62,61984.0,14872.92,612.0
2021,11,2021-11,경남,599980.68,29907.0,7585.29,553.0
2021,11,2021-11,경북,904652.84,44825.0,11123.64,692.0
2021,11,2021-11,광주,155536.16,7489.0,1679.85,97.0
2021,11,2021-11,대구,268739.65,12495.0,3073.99,154.0
2021,11,2021-11,대전,244328.72,11987.0,2632.12,101.0
2021,11,2021-11,부산,177135.26,8489.0,2036.22,73.0
2021,11,2021-11,서울,483004.51,24458.0,5230.27,191.0
2021,11,2021-11,세종,41124.71,2040.0,522.11,47.0
2021,11,2021-11,울산,142238.22,6991.0,1716.77,140.0
2021,11,2021-11,인천,370879.59,17817.0,4285.71,137.0
2021,11,2021-11,전남,366641.89,17349.0,4437.18,518.0
2021,11,2021-11,전북,540655.4,25507.0,5879.4,448.0
2021,11,2021-11,제주,247518.74,13313.0,3410.16,193.0
2021,11,2021-11,충남,620354.42,30567.0,7388.8,459.0
2021,11,2021-11,충북,578246.4,28886.0,6767.03,322.0
2021,12,2021-12,강원,637181.89,31066.0,7102.59,492.0
2021,12,2021-12,경기,1412007.43,74052.0,16765.46,640.0
2021,12,2021-12,경남,706502.5,35672.0,8425.81,568.0
2021,12,2021-12,경북,985936.52,50680.0,11930.56,723.0
2021,12,2021-12,광주,177325.32,8771.0,1831.1,106.0
2021,12,2021-12,대구,292940.03,14671.0,3320.27,158.0
2021,12,2021-12,대전,269491.4,13911.0,2810.44,107.0
2021,12,2021-12,부산,213815.7,10532.0,2404.32,72.0
2021,12,2021-12,서울,575795.28,30398.0,6095.52,193.0
2021,12,2021-12,세종,49904.63,2574.0,641.1,47.0
2021,12,2021-12,울산,158129.4,7886.0,1824.15,141.0
2021,12,2021-12,인천,422592.74,21648.0,4747.72,137.0
2021,12,2021-12,전남,392144.09,19195.0,4580.43,535.0
2021,12,2021-12,전북,590032.92,28859.0,6343.31,451.0
2021,12,2021-12,제주,267731.95,14767.0,3594.83,192.0
2021,12,2021-12,충남,673917.03,34218.0,7848.9,479.0
2021,12,2021-12,충북,652350.61,33332.0,7373.44,330.0
2022,1,2022-01,강원,662338.13,32697.0,6909.75,488.0
2022,1,2022-01,경기,1337068.82,71629.0,15703.05,627.0
2022,1,2022-01,경남,696132.42,35512.0,7999.79,591.0
2022,1,2022-01,경북,977687.87,49813.0,11433.2,770.0
2022,1,2022-01,광주,167616.06,8535.0,1683.8,102.0
2022,1,2022-01,대구,280347.63,14270.0,3161.03,155.0
2022,1,2022-01,대전,250240.34,13432.0,2609.89,124.0
2022,1,2022-01,부산,207825.88,10337.0,2231.36,78.0
2022,1,2022-01,서울,565111.16,30499.0,5994.46,192.0
2022,1,2022-01,세종,47390.8,2439.0,545.2,47.0
2022,1,2022-01,울산,176682.7,9001.0,1982.61,154.0
2022,1,2022-01,인천,387762.44,20281.0,4227.93,137.0
2022,1,2022-01,전남,380922.53,18689.0,4106.05,530.0
2022,1,2022-01,전북,568743.08,28335.0,5998.37,468.0
2022,1,2022-01,제주,274072.33,15300.0,3684.47,190.0
2022,1,2022-01,충남,649839.12,33650.0,7365.26,473.0
2022,1,2022-01,충북,592148.89,31103.0,6838.93,335.0
2022,2,2022-02,강원,524213.14,26308.0,5782.99,484.0
2022,2,2022-02,경기,1184029.95,63710.0,14391.2,620.0
2022,2,2022-02,경남,614621.12,31360.0,7143.31,561.0
2022,2,2022-02,경북,815274.06,42469.0,9923.88,775.0
2022,2,2022-02,광주,136876.06,7003.0,1472.28,100.0
2022,2,2022-02,대구,237285.84,12163.0,2793.51,158.0
2022,2,2022-02,대전,203236.64,10954.0,2331.28,103.0
2022,2,2022-02,부산,172246.31,8619.0,1954.87,73.0
2022,2,2022-02,서울,463809.03,25490.0,5201.18,195.0
2022,2,2022-02,세종,41324.94,2238.0,480.08,47.0
2022,2,2022-02,울산,151676.9,7782.0,1766.29,145.0
2022,2,2022-02,인천,310429.64,16622.0,3707.6,137.0
2022,2,2022-02,전남,331147.94,16272.0,3628.68,527.0
2022,2,2022-02,전북,464080.61,23432.0,5161.94,466.0
2022,2,2022-02,제주,230630.3,13413.0,3208.36,193.0
2022,2,2022-02,충남,566479.93,29416.0,6595.91,478.0
2022,2,2022-02,충북,505298.1,27003.0,6103.8,327.0
2022,3,2022-03,강원,556202.62,25885.0,5886.13,482.0
2022,3,2022-03,경기,1427945.59,71720.0,16395.34,621.0
2022,3,2022-03,경남,761499.28,36275.0,8664.63,565.0
2022,3,2022-03,경북,983214.02,47196.0,11429.02,750.0
2022,3,2022-03,광주,182965.7,8465.0,1828.87,104.0
2022,3,2022-03,대구,270623.7,12840.0,2954.4,157.0
2022,3,2022-03,대전,234071.55,11800.0,2540.4,103.0
2022,3,2022-03,부산,208175.51,9857.0,2305.51,80.0
2022,3,2022-03,서울,484490.9,24947.0,5168.8,195.0
2022,3,2022-03,세종,46224.37,2246.0,534.02,49.0
2022,3,2022-03,울산,214806.7,10004.0,2251.38,148.0
2022,3,2022-03,인천,409431.37,19844.0,4405.45,136.0
2022,3,2022-03,전남,452378.06,20516.0,4763.88,555.0
2022,3,2022-03,전북,590171.55,27060.0,6102.23,468.0
2022,3,2022-03,제주,263467.85,14285.0,3431.8,191.0
2022,3,2022-03,충남,669914.26,32854.0,7477.74,516.0
2022,3,2022-03,충북,636812.03,31657.0,7120.8,383.0
2022,4,2022-04,강원,659667.01,29215.0,6931.13,505.0
2022,4,2022-04,경기,1615013.15,76890.0,18316.01,686.0
2022,4,2022-04,경남,837865.99,38121.0,9408.11,576.0
2022,4,2022-04,경북,1121078.23,51488.0,12854.86,764.0
2022,4,2022-04,광주,185115.74,8213.0,1886.54,108.0
2022,4,2022-04,대구,280018.2,12661.0,3019.16,157.0
2022,4,2022-04,대전,252401.38,11867.0,2619.11,99.0
2022,4,2022-04,부산,216175.93,9911.0,2375.02,75.0
2022,4,2022-04,서울,547902.87,25845.0,5776.0,222.0
2022,4,2022-04,세종,54860.88,2460.0,597.83,47.0
2022,4,2022-04,울산,250117.95,11072.0,2574.17,151.0
2022,4,2022-04,인천,451349.29,20485.0,4827.52,153.0
2022,4,2022-04,전남,521633.47,22326.0,5463.53,545.0
2022,4,2022-04,전북,673859.4,29374.0,7074.07,500.0
2022,4,2022-04,제주,267083.41,13782.0,3370.13,247.0
2022,4,2022-04,충남,759424.57,35386.0,8468.8,466.0
2022,4,2022-04,충북,709021.02,34120.0,8057.49,336.0
2022,5,2022-05,강원,753614.04,32395.0,7926.62,492.0
2022,5,2022-05,경기,1800165.18,83062.0,20343.24,645.0
2022,5,2022-05,경남,960891.76,42623.0,10639.5,578.0
2022,5,2022-05,경북,1288333.69,57540.0,14642.6,787.0
2022,5,2022-05,광주,216333.39,9156.0,2202.88,102.0
2022,5,2022-05,대구,316713.8,13744.0,3467.47,167.0
2022,5,2022-05,대전,299116.21,13281.0,3048.9,103.0
2022,5,2022-05,부산,251963.63,11173.0,2776.19,76.0
2022,5,2022-05,서울,626624.0,28466.0,6679.41,201.0
2022,5,2022-05,세종,67031.83,2822.0,720.74,47.0
2022,5,2022-05,울산,291237.88,12405.0,3088.27,154.0
2022,5,2022-05,인천,524123.22,22938.0,5639.11,139.0
2022,5,2022-05,전남,582970.41,24245.0,6077.52,537.0
2022,5,2022-05,전북,719570.99,30924.0,7531.42,476.0
2022,5,2022-05,제주,282869.32,14028.0,3434.57,219.0
2022,5,2022-05,충남,845215.29,37770.0,9296.95,498.0
2022,5,2022-05,충북,779487.21,36409.0,8848.1,347.0
2022,6,2022-06,강원,787053.29,33234.0,8301.44,501.0
2022,6,2022-06,경기,1868942.11,84305.0,20891.58,664.0
2022,6,2022-06,경남,966572.87,42247.0,10683.62,621.0
2022,6,2022-06,경북,1327979.52,58194.0,15081.76,798.0
2022,6,2022-06,광주,223578.28,9476.0,2237.11,113.0
2022,6,2022-06,대구,344223.72,14657.0,3690.94,165.0
2022,6,2022-06,대전,321116.31,13948.0,3313.27,120.0
2022,6,2022-06,부산,260177.86,11410.0,2771.93,87.0
2022,6,2022-06,서울,661526.81,29392.0,6986.83,201.0
2022,6,2022-06,세종,61636.47,2486.0,669.15,47.0
2022,6,2022-06,울산,312037.37,13077.0,3310.73,157.0
2022,6,2022-06,인천,528205.49,22544.0,5733.72,141.0
2022,6,2022-06,전남,590787.79,24134.0,6179.98,598.0
2022,6,2022-06,전북,755972.89,32017.0,7908.44,497.0
2022,6,2022-06,제주,301853.49,14636.0,3735.79,196.0
2022,6,2022-06,충남,862777.54,37703.0,9504.99,507.0
2022,6,2022-06,충북,790621.88,36092.0,8955.57,372.0
2022,7,2022-07,강원,941740.99,38877.0,9745.66,535.0
2022,7,2022-07,경기,2162776.24,95944.0,23996.36,719.0
2022,7,2022-07,경남,1123588.15,48016.0,12087.49,628.0
2022,7,2022-07,경북,1515061.95,64586.0,16938.68,821.0
2022,7,2022-07,광주,254261.75,10602.0,2499.95,113.0
2022,7,2022-07,대구,404771.38,16738.0,4297.02,171.0
2022,7,2022-07,대전,362164.67,15446.0,3674.96,123.0
2022,7,2022-07,부산,305825.22,13261.0,3257.23,80.0
2022,7,2022-07,서울,764029.76,33300.0,7886.49,227.0
2022,7,2022-07,세종,66634.72,2592.0,683.97,57.0
2022,7,2022-07,울산,358985.02,14681.0,3705.74,160.0
2022,7,2022-07,인천,653873.02,27093.0,6897.7,155.0
2022,7,2022-07,전남,682509.8,27498.0,7046.42,582.0
2022,7,2022-07,전북,861825.96,36171.0,8890.03,510.0
2022,7,2022-07,제주,352048.61,16565.0,4219.26,229.0
2022,7,2022-07,충남,978225.24,42269.0,10563.38,517.0
2022,7,2022-07,충북,959534.79,43005.0,10802.83,404.0
2022,8,2022-08,강원,1032026.42,42115.0,10573.45,520.0
2022,8,2022-08,경기,2129674.93,93531.0,23590.69,691.0
2022,8,2022-08,경남,1171804.04,49409.0,12436.05,627.0
2022,8,2022-08,경북,1591850.48,67603.0,17777.26,831.0
2022,8,2022-08,광주,262824.07,11181.0,2624.92,110.0
2022,8,2022-08,대구,413063.64,16906.0,4320.05,171.0
2022,8,2022-08,대전,357332.95,15297.0,3595.28,123.0
2022,8,2022-08,부산,327154.38,13837.0,3476.42,88.0
2022,8,2022-08,서울,764706.21,33232.0,7952.62,202.0
2022,8,2022-08,세종,70795.07,2755.0,729.61,56.0
2022,8,2022-08,울산,372498.12,14897.0,3762.21,160.0
2022,8,2022-08,인천,661859.72,26879.0,6941.03,150.0
2022,8,2022-08,전남,720314.96,28954.0,7388.57,566.0
2022,8,2022-08,전북,945616.78,39363.0,9710.09,527.0
2022,8,2022-08,제주,406428.29,18687.0,4761.42,224.0
2022,8,2022-08,충남,1019607.71,43491.0,11058.97,543.0
2022,8,2022-08,충북,1047357.27,45818.0,11626.19,391.0
2022,9,2022-09,강원,891436.76,36848.0,9422.55,535.0
2022,9,2022-09,경기,2026303.53,90681.0,23171.03,735.0
2022,9,2022-09,경남,1082224.75,46197.0,11903.11,641.0
2022,9,2022-09,경북,1532560.64,65524.0,17549.96,860.0
2022,9,2022-09,광주,251321.22,10745.0,2548.93,129.0
2022,9,2022-09,대구,392737.11,16462.0,4295.4,170.0
2022,9,2022-09,대전,341643.46,14705.0,3553.04,127.0
2022,9,2022-09,부산,309076.02,13153.0,3394.7,88.0
2022,9,2022-09,서울,709467.66,31661.0,7714.88,227.0
2022,9,2022-09,세종,62484.66,2514.0,672.32,56.0
2022,9,2022-09,울산,335605.17,14074.0,3571.44,161.0
2022,9,2022-09,인천,613172.8,25571.0,6739.01,150.0
2022,9,2022-09,전남,634163.23,26106.0,6781.81,609.0
2022,9,2022-09,전북,977373.64,40633.0,10266.47,540.0
2022,9,2022-09,제주,303514.48,14607.0,3777.11,244.0
2022,9,2022-09,충남,1018488.25,43849.0,11457.77,570.0
2022,9,2022-09,충북,1025130.44,45665.0,11922.28,416.0
2022,10,2022-10,강원,1066476.27,45146.0,11133.13,551.0
2022,10,2022-10,경기,2269387.93,104774.0,25832.74,761.0
2022,10,2022-10,경남,1220188.58,52730.0,13301.38,659.0
2022,10,2022-10,경북,1823334.21,78085.0,20550.73,863.0
2022,10,2022-10,광주,268508.03,11500.0,2706.76,127.0
2022,10,2022-10,대구,421168.62,17802.0,4510.49,174.0
2022,10,2022-10,대전,375573.17,16607.0,3923.62,132.0
2022,10,2022-10,부산,332801.35,14573.0,3652.39,88.0
2022,10,2022-10,서울,755576.99,34231.0,7939.84,244.0
2022,10,2022-10,세종,69562.7,2843.0,721.89,54.0
2022,10,2022-10,울산,391310.82,16663.0,4156.42,162.0
2022,10,2022-10,인천,690035.12,29475.0,7393.48,163.0
2022,10,2022-10,전남,733203.43,30929.0,7626.03,638.0
2022,10,2022-10,전북,1074946.9,45862.0,11294.86,543.0
2022,10,2022-10,제주,367075.18,18144.0,4723.21,266.0
2022,10,2022-10,충남,1179659.83,51483.0,13127.33,584.0
2022,10,2022-10,충북,1209458.95,53269.0,13606.03,430.0
2022,11,2022-11,강원,1003748.42,43818.0,10355.52,579.0
2022,11,2022-11,경기,2360162.11,111933.0,26755.86,815.0
2022,11,2022-11,경남,1211392.68,53147.0,13315.76,676.0
2022,11,2022-11,경북,1862492.01,81128.0,21132.87,891.0
2022,11,2022-11,광주,265748.77,11593.0,2632.69,133.0
2022,11,2022-11,대구,433360.09,18528.0,4559.5,184.0
2022,11,2022-11,대전,414012.33,18559.0,4314.34,135.0
2022,11,2022-11,부산,340949.0,14922.0,3630.25,91.0
2022,11,2022-11,서울,789958.54,36598.0,8312.7,235.0
2022,11,2022-11,세종,65802.26,2822.0,707.02,63.0
2022,11,2022-11,울산,378425.32,16274.0,4028.61,162.0
2022,11,2022-11,인천,702729.14,30609.0,7352.51,173.0
2022,11,2022-11,전남,720406.72,30975.0,7596.2,675.0
2022,11,2022-11,전북,1038263.62,44668.0,10733.13,563.0
2022,11,2022-11,제주,393227.31,19312.0,5204.05,268.0
2022,11,2022-11,충남,1206983.44,52954.0,13308.47,602.0
2022,11,2022-11,충북,1219903.44,55052.0,13815.09,464.0
2022,12,2022-12,강원,1127566.5,52031.0,11372.68,563.0
2022,12,2022-12,경기,2795232.94,140688.0,30898.34,772.0
2022,12,2022-12,경남,1365514.3,62757.0,14656.3,701.0
2022,12,2022-12,경북,2083773.42,94737.0,23088.12,901.0
2022,12,2022-12,광주,297324.39,13592.0,2882.19,130.0
2022,12,2022-12,대구,504428.95,23058.0,5260.53,177.0
2022,12,2022-12,대전,503893.54,24186.0,5109.07,146.0
2022,12,2022-12,부산,401488.12,18203.0,4033.64,100.0
2022,12,2022-12,서울,1048050.26,50971.0,10284.44,245.0
2022,12,2022-12,세종,76006.15,3441.0,824.68,55.0
2022,12,2022-12,울산,434429.3,19642.0,4498.62,166.0
2022,12,2022-12,인천,861603.91,40304.0,8445.52,190.0
2022,12,2022-12,전남,765701.47,34607.0,8064.43,652.0
2022,12,2022-12,전북,1052279.47,47876.0,10800.08,564.0
2022,12,2022-12,제주,465138.09,23828.0,6032.16,283.0
2022,12,2022-12,충남,1299289.01,60356.0,14075.14,615.0
2022,12,2022-12,충북,1321662.28,62672.0,14665.67,446.0
2023,1,2023-01,강원,976123.55,44428.0,9822.44,553.0
2023,1,2023-01,경기,2420184.86,121087.0,26755.89,771.0
2023,1,2023-01,경남,1231946.03,56293.0,13094.98,665.0
2023,1,2023-01,경북,1923207.73,86381.0,21192.43,882.0
2023,1,2023-01,광주,265665.13,12012.0,2597.81,130.0
2023,1,2023-01,대구,439053.91,20057.0,4644.41,175.0
2023,1,2023-01,대전,434172.08,20798.0,4414.14,131.0
2023,1,2023-01,부산,350575.62,16119.0,3666.9,88.0
2023,1,2023-01,서울,908735.39,44126.0,9156.75,234.0
2023,1,2023-01,세종,69498.13,3142.0,759.7,60.0
2023,1,2023-01,울산,387783.32,17443.0,4014.76,162.0
2023,1,2023-01,인천,753130.86,35304.0,7464.71,165.0
2023,1,2023-01,전남,724972.32,32568.0,7562.96,644.0
2023,1,2023-01,전북,989287.52,44570.0,10162.73,552.0
2023,1,2023-01,제주,433151.91,22376.0,5804.18,271.0
2023,1,2023-01,충남,1186542.7,54811.0,12927.8,597.0
2023,1,2023-01,충북,1160847.99,54060.0,13067.04,429.0
2023,2,2023-02,강원,803933.83,36501.0,8381.2,573.0
2023,2,2023-02,경기,2066069.12,103000.0,23595.59,788.0
2023,2,2023-02,경남,1028466.17,47243.0,11306.31,678.0
2023,2,2023-02,경북,1645868.73,73491.0,18531.36,884.0
2023,2,2023-02,광주,223810.39,10109.0,2295.98,130.0
2023,2,2023-02,대구,350595.76,15879.0,3804.41,175.0
2023,2,2023-02,대전,361815.88,17227.0,3834.2,135.0
2023,2,2023-02,부산,287080.71,13109.0,3015.28,92.0
2023,2,2023-02,서울,731534.99,35540.0,7655.17,234.0
2023,2,2023-02,세종,64045.34,2863.0,667.84,60.0
2023,2,2023-02,울산,313338.1,14044.0,3296.38,162.0
2023,2,2023-02,인천,606584.71,28754.0,6305.54,165.0
2023,2,2023-02,전남,629520.4,28280.0,6627.92,650.0
2023,2,2023-02,전북,852150.41,38032.0,8980.16,557.0
2023,2,2023-02,제주,425225.59,21566.0,5466.06,268.0
2023,2,2023-02,충남,1058902.03,48408.0,11678.83,605.0
2023,2,2023-02,충북,1023837.17,47453.0,11714.89,445.0
2023,3,2023-03,강원,802982.6,35397.0,8544.74,559.0
2023,3,2023-03,경기,2091369.55,99844.0,24091.14,774.0
2023,3,2023-03,경남,1146033.92,50793.0,12564.5,685.0
2023,3,2023-03,경북,1716515.18,74197.0,19489.51,897.0
2023,3,2023-03,광주,224108.61,9890.0,2321.18,130.0
2023,3,2023-03,대구,343844.09,14780.0,3784.99,175.0
2023,3,2023-03,대전,363398.34,16323.0,3892.91,138.0
2023,3,2023-03,부산,302684.58,13562.0,3304.9,92.0
2023,3,2023-03,서울,652655.14,31068.0,7204.03,244.0
2023,3,2023-03,세종,65173.31,2881.0,726.96,60.0
2023,3,2023-03,울산,324897.8,14069.0,3574.81,162.0
2023,3,2023-03,인천,579541.18,26644.0,6375.9,185.0
2023,3,2023-03,전남,740775.99,31495.0,7716.74,666.0
2023,3,2023-03,전북,959238.18,41186.0,10162.18,574.0
2023,3,2023-03,제주,441193.37,21881.0,5784.82,273.0
2023,3,2023-03,충남,1129751.85,49723.0,12724.34,598.0
2023,3,2023-03,충북,1067761.74,47374.0,12326.67,427.0
2023,4,2023-04,강원,813151.86,35323.0,8781.96,556.0
2023,4,2023-04,경기,1933399.48,89636.0,22526.01,774.0
2023,4,2023-04,경남,1108817.07,48021.0,12211.98,673.0
2023,4,2023-04,경북,1684510.2,71643.0,19020.39,888.0
