기준월,연도,월,시도,충전량_kWh,value_status,관측값,estimated_value,하한_80,상한_80,모형ID,출처ID
2020-08,2020,8,경북,457099.75,observed,457099.75,,,,,moe_public_fast_monthly
2020-08,2020,8,광주,80622.89,observed,80622.89,,,,,moe_public_fast_monthly
2020-08,2020,8,대구,177817.8,observed,177817.8,,,,,moe_public_fast_monthly
2020-08,2020,8,대전,102710.37,observed,102710.37,,,,,moe_public_fast_monthly
2020-08,2020,8,부산,66978.97,observed,66978.97,,,,,moe_public_fast_monthly
2020-08,2020,8,서울,159092.85,observed,159092.85,,,,,moe_public_fast_monthly
2020-08,2020,8,세종,32855.16,observed,32855.16,,,,,moe_public_fast_monthly
2020-08,2020,8,울산,68761.08,observed,68761.08,,,,,moe_public_fast_monthly
2020-08,2020,8,인천,101931.79,observed,101931.79,,,,,moe_public_fast_monthly
2020-08,2020,8,전남,185127.96,observed,185127.96,,,,,moe_public_fast_monthly
2020-08,2020,8,전북,208357.37,observed,208357.37,,,,,moe_public_fast_monthly
2020-08,2020,8,제주,190402.12,observed,190402.12,,,,,moe_public_fast_monthly
2020-08,2020,8,충남,263892.82,observed,263892.82,,,,,moe_public_fast_monthly
2020-08,2020,8,충북,225121.78,observed,225121.78,,,,,moe_public_fast_monthly
2020-09,2020,9,강원,149142.62,observed,149142.62,,,,,moe_public_fast_monthly
2020-09,2020,9,경기,386819.53,observed,386819.53,,,,,moe_public_fast_monthly
2020-09,2020,9,경남,210636.67,observed,210636.67,,,,,moe_public_fast_monthly
2020-09,2020,9,경북,391883.3,observed,391883.3,,,,,moe_public_fast_monthly
2020-09,2020,9,광주,68603.98,observed,68603.98,,,,,moe_public_fast_monthly
2020-09,2020,9,대구,195416.1,observed,195416.1,,,,,moe_public_fast_monthly
2020-09,2020,9,대전,110410.76,observed,110410.76,,,,,moe_public_fast_monthly
2020-09,2020,9,부산,50368.75,observed,50368.75,,,,,moe_public_fast_monthly
2020-09,2020,9,서울,158150.29,observed,158150.29,,,,,moe_public_fast_monthly
2020-09,2020,9,세종,29854.83,observed,29854.83,,,,,moe_public_fast_monthly
2020-09,2020,9,울산,63412.08,observed,63412.08,,,,,moe_public_fast_monthly
2020-09,2020,9,인천,105418.23,observed,105418.23,,,,,moe_public_fast_monthly
2020-09,2020,9,전남,143930.5,observed,143930.5,,,,,moe_public_fast_monthly
2020-09,2020,9,전북,163768.31,observed,163768.31,,,,,moe_public_fast_monthly
2020-09,2020,9,제주,142342.64,observed,142342.64,,,,,moe_public_fast_monthly
2020-09,2020,9,충남,263721.55,observed,263721.55,,,,,moe_public_fast_monthly
2020-09,2020,9,충북,201248.01,observed,201248.01,,,,,moe_public_fast_monthly
2020-10,2020,10,강원,220840.58,observed,220840.58,,,,,moe_public_fast_monthly
2020-10,2020,10,경기,506190.99,observed,506190.99,,,,,moe_public_fast_monthly
2020-10,2020,10,경남,276141.97,observed,276141.97,,,,,moe_public_fast_monthly
2020-10,2020,10,경북,529307.55,observed,529307.55,,,,,moe_public_fast_monthly
2020-10,2020,10,광주,77933.82,observed,77933.82,,,,,moe_public_fast_monthly
2020-10,2020,10,대구,225822.84,observed,225822.84,,,,,moe_public_fast_monthly
2020-10,2020,10,대전,148073.18,observed,148073.18,,,,,moe_public_fast_monthly
2020-10,2020,10,부산,63323.17,observed,63323.17,,,,,moe_public_fast_monthly
2020-10,2020,10,서울,209775.98,observed,209775.98,,,,,moe_public_fast_monthly
2020-10,2020,10,세종,35648.1,observed,35648.1,,,,,moe_public_fast_monthly
2020-10,2020,10,울산,66138.1,observed,66138.1,,,,,moe_public_fast_monthly
2020-10,2020,10,인천,135530.77,observed,135530.77,,,,,moe_public_fast_monthly
2020-10,2020,10,전남,192443.31,observed,192443.31,,,,,moe_public_fast_monthly
2020-10,2020,10,전북,209783.45,observed,209783.45,,,,,moe_public_fast_monthly
2020-10,2020,10,제주,175057.2,observed,175057.2,,,,,moe_public_fast_monthly
2020-10,2020,10,충남,339233.84,observed,339233.84,,,,,moe_public_fast_monthly
2020-10,2020,10,충북,262224.21,observed,262224.21,,,,,moe_public_fast_monthly
2020-11,2020,11,강원,221498.56,observed,221498.56,,,,,moe_public_fast_monthly
2020-11,2020,11,경기,525719.62,observed,525719.62,,,,,moe_public_fast_monthly
2020-11,2020,11,경남,285527.16,observed,285527.16,,,,,moe_public_fast_monthly
2020-11,2020,11,경북,541650.56,observed,541650.56,,,,,moe_public_fast_monthly
2020-11,2020,11,광주,78844.87,observed,78844.87,,,,,moe_public_fast_monthly
2020-11,2020,11,대구,213986.7,observed,213986.7,,,,,moe_public_fast_monthly
2020-11,2020,11,대전,154191.96,observed,154191.96,,,,,moe_public_fast_monthly
2020-11,2020,11,부산,67203.95,observed,67203.95,,,,,moe_public_fast_monthly
2020-11,2020,11,서울,219147.79,observed,219147.79,,,,,moe_public_fast_monthly
2020-11,2020,11,세종,41966.06,observed,41966.06,,,,,moe_public_fast_monthly
2020-11,2020,11,울산,59907.71,observed,59907.71,,,,,moe_public_fast_monthly
2020-11,2020,11,인천,139118.56,observed,139118.56,,,,,moe_public_fast_monthly
2020-11,2020,11,전남,184315.53,observed,184315.53,,,,,moe_public_fast_monthly
2020-11,2020,11,전북,215732.18,observed,215732.18,,,,,moe_public_fast_monthly
2020-11,2020,11,제주,183075.45,observed,183075.45,,,,,moe_public_fast_monthly
2020-11,2020,11,충남,337322.03,observed,337322.03,,,,,moe_public_fast_monthly
2020-11,2020,11,충북,282565.04,observed,282565.04,,,,,moe_public_fast_monthly
2020-12,2020,12,강원,267930.32,observed,267930.32,,,,,moe_public_fast_monthly
2020-12,2020,12,경기,533645.06,observed,533645.06,,,,,moe_public_fast_monthly
2020-12,2020,12,경남,354419.85,observed,354419.85,,,,,moe_public_fast_monthly
2020-12,2020,12,경북,597792.01,observed,597792.01,,,,,moe_public_fast_monthly
2020-12,2020,12,광주,82425.19,observed,82425.19,,,,,moe_public_fast_monthly
2020-12,2020,12,대구,214723.5,observed,214723.5,,,,,moe_public_fast_monthly
2020-12,2020,12,대전,155441.04,observed,155441.04,,,,,moe_public_fast_monthly
2020-12,2020,12,부산,91453.95,observed,91453.95,,,,,moe_public_fast_monthly
2020-12,2020,12,서울,213946.1,observed,213946.1,,,,,moe_public_fast_monthly
2020-12,2020,12,세종,58176.91,observed,58176.91,,,,,moe_public_fast_monthly
2020-12,2020,12,울산,72214.78,observed,72214.78,,,,,moe_public_fast_monthly
2020-12,2020,12,인천,126973.59,observed,126973.59,,,,,moe_public_fast_monthly
2020-12,2020,12,전남,210353.58,observed,210353.58,,,,,moe_public_fast_monthly
2020-12,2020,12,전북,201905.97,observed,201905.97,,,,,moe_public_fast_monthly
2020-12,2020,12,제주,161033.74,observed,161033.74,,,,,moe_public_fast_monthly
2020-12,2020,12,충남,333789.09,observed,333789.09,,,,,moe_public_fast_monthly
2020-12,2020,12,충북,298545.89,observed,298545.89,,,,,moe_public_fast_monthly
2021-01,2021,1,강원,243163.58,observed,243163.58,,,,,moe_public_fast_monthly
2021-01,2021,1,경기,497163.51,observed,497163.51,,,,,moe_public_fast_monthly
2021-01,2021,1,경남,371750.77,observed,371750.77,,,,,moe_public_fast_monthly
2021-01,2021,1,경북,567139.71,observed,567139.71,,,,,moe_public_fast_monthly
2021-01,2021,1,광주,73309.61,observed,73309.61,,,,,moe_public_fast_monthly
2021-01,2021,1,대구,209083.97,observed,209083.97,,,,,moe_public_fast_monthly
2021-01,2021,1,대전,139597.12,observed,139597.12,,,,,moe_public_fast_monthly
2021-01,2021,1,부산,95553.52,observed,95553.52,,,,,moe_public_fast_monthly
2021-01,2021,1,서울,200292.35,observed,200292.35,,,,,moe_public_fast_monthly
2021-01,2021,1,세종,57796.38,observed,57796.38,,,,,moe_public_fast_monthly
2021-01,2021,1,울산,72623.35,observed,72623.35,,,,,moe_public_fast_monthly
2021-01,2021,1,인천,124064.27,observed,124064.27,,,,,moe_public_fast_monthly
2021-01,2021,1,전남,199292.51,observed,199292.51,,,,,moe_public_fast_monthly
2021-01,2021,1,전북,185181.49,observed,185181.49,,,,,moe_public_fast_monthly
2021-01,2021,1,제주,152533.31,observed,152533.31,,,,,moe_public_fast_monthly
2021-01,2021,1,충남,338767.06,observed,338767.06,,,,,moe_public_fast_monthly
2021-01,2021,1,충북,277197.91,observed,277197.91,,,,,moe_public_fast_monthly
2021-02,2021,2,강원,234979.92,observed,234979.92,,,,,moe_public_fast_monthly
2021-02,2021,2,경기,436230.87,observed,436230.87,,,,,moe_public_fast_monthly
2021-02,2021,2,경남,363198.27,observed,363198.27,,,,,moe_public_fast_monthly
2021-02,2021,2,경북,533901.88,observed,533901.88,,,,,moe_public_fast_monthly
2021-02,2021,2,광주,71925.28,observed,71925.28,,,,,moe_public_fast_monthly
2021-02,2021,2,대구,184584.47,observed,184584.47,,,,,moe_public_fast_monthly
2021-02,2021,2,대전,114426.36,observed,114426.36,,,,,moe_public_fast_monthly
2021-02,2021,2,부산,83503.98,observed,83503.98,,,,,moe_public_fast_monthly
2021-02,2021,2,서울,171448.94,observed,171448.94,,,,,moe_public_fast_monthly
2021-02,2021,2,세종,55183.35,observed,55183.35,,,,,moe_public_fast_monthly
2021-02,2021,2,울산,67305.44,observed,67305.44,,,,,moe_public_fast_monthly
2021-02,2021,2,인천,104529.01,observed,104529.01,,,,,moe_public_fast_monthly
2021-02,2021,2,전남,204211.45,observed,204211.45,,,,,moe_public_fast_monthly
2021-02,2021,2,전북,192340.77,observed,192340.77,,,,,moe_public_fast_monthly
2021-02,2021,2,제주,161561.94,observed,161561.94,,,,,moe_public_fast_monthly
2021-02,2021,2,충남,339398.01,observed,339398.01,,,,,moe_public_fast_monthly
2021-02,2021,2,충북,278077.73,observed,278077.73,,,,,moe_public_fast_monthly
2021-03,2021,3,강원,244311.45,observed,244311.45,,,,,moe_public_fast_monthly
2021-03,2021,3,경기,515205.83,observed,515205.83,,,,,moe_public_fast_monthly
2021-03,2021,3,경남,429248.39,observed,429248.39,,,,,moe_public_fast_monthly
2021-03,2021,3,경북,603362.04,observed,603362.04,,,,,moe_public_fast_monthly
2021-03,2021,3,광주,88016.36,observed,88016.36,,,,,moe_public_fast_monthly
2021-03,2021,3,대구,198876.54,observed,198876.54,,,,,moe_public_fast_monthly
2021-03,2021,3,대전,126654.91,observed,126654.91,,,,,moe_public_fast_monthly
2021-03,2021,3,부산,101561.64,observed,101561.64,,,,,moe_public_fast_monthly
2021-03,2021,3,서울,178353.18,observed,178353.18,,,,,moe_public_fast_monthly
2021-03,2021,3,세종,61209.03,observed,61209.03,,,,,moe_public_fast_monthly
2021-03,2021,3,울산,82219.13,observed,82219.13,,,,,moe_public_fast_monthly
2021-03,2021,3,인천,128919.47,observed,128919.47,,,,,moe_public_fast_monthly
2021-03,2021,3,전남,236767.86,observed,236767.86,,,,,moe_public_fast_monthly
2021-03,2021,3,전북,222257.43,observed,222257.43,,,,,moe_public_fast_monthly
2021-03,2021,3,제주,193455.03,observed,193455.03,,,,,moe_public_fast_monthly
2021-03,2021,3,충남,385671.29,observed,385671.29,,,,,moe_public_fast_monthly
2021-03,2021,3,충북,336746.15,observed,336746.15,,,,,moe_public_fast_monthly
2021-04,2021,4,강원,252765.33,observed,252765.33,,,,,moe_public_fast_monthly
2021-04,2021,4,경기,528864.26,observed,528864.26,,,,,moe_public_fast_monthly
2021-04,2021,4,경남,421020.24,observed,421020.24,,,,,moe_public_fast_monthly
2021-04,2021,4,경북,612057.38,observed,612057.38,,,,,moe_public_fast_monthly
2021-04,2021,4,광주,90498.32,observed,90498.32,,,,,moe_public_fast_monthly
2021-04,2021,4,대구,174242.34,observed,174242.34,,,,,moe_public_fast_monthly
2021-04,2021,4,대전,123279.42,observed,123279.42,,,,,moe_public_fast_monthly
2021-04,2021,4,부산,99257.29,observed,99257.29,,,,,moe_public_fast_monthly
2021-04,2021,4,서울,186257.66,observed,186257.66,,,,,moe_public_fast_monthly
2021-04,2021,4,세종,61195.57,observed,61195.57,,,,,moe_public_fast_monthly
2021-04,2021,4,울산,80218.56,observed,80218.56,,,,,moe_public_fast_monthly
2021-04,2021,4,인천,143853.18,observed,143853.18,,,,,moe_public_fast_monthly
2021-04,2021,4,전남,242102.61,observed,242102.61,,,,,moe_public_fast_monthly
2021-04,2021,4,전북,224181.28,observed,224181.28,,,,,moe_public_fast_monthly
2021-04,2021,4,제주,192694.15,observed,192694.15,,,,,moe_public_fast_monthly
2021-04,2021,4,충남,359592.73,observed,359592.73,,,,,moe_public_fast_monthly
2021-04,2021,4,충북,321173.51,observed,321173.51,,,,,moe_public_fast_monthly
2021-05,2021,5,강원,287935.34,observed,287935.34,,,,,moe_public_fast_monthly
2021-05,2021,5,경기,563004.26,observed,563004.26,,,,,moe_public_fast_monthly
2021-05,2021,5,경남,391052.7,observed,391052.7,,,,,moe_public_fast_monthly
2021-05,2021,5,경북,592629.99,observed,592629.99,,,,,moe_public_fast_monthly
2021-05,2021,5,광주,92796.58,observed,92796.58,,,,,moe_public_fast_monthly
2021-05,2021,5,대구,160222.58,observed,160222.58,,,,,moe_public_fast_monthly
2021-05,2021,5,대전,143803.21,observed,143803.21,,,,,moe_public_fast_monthly
2021-05,2021,5,부산,91500.88,observed,91500.88,,,,,moe_public_fast_monthly
2021-05,2021,5,서울,205145.04,observed,205145.04,,,,,moe_public_fast_monthly
2021-05,2021,5,세종,34128.12,observed,34128.12,,,,,moe_public_fast_monthly
2021-05,2021,5,울산,75422.11,observed,75422.11,,,,,moe_public_fast_monthly
2021-05,2021,5,인천,156962.71,observed,156962.71,,,,,moe_public_fast_monthly
2021-05,2021,5,전남,226651.07,observed,226651.07,,,,,moe_public_fast_monthly
2021-05,2021,5,전북,266285.94,observed,266285.94,,,,,moe_public_fast_monthly
2021-05,2021,5,제주,198956.26,observed,198956.26,,,,,moe_public_fast_monthly
2021-05,2021,5,충남,338344.67,observed,338344.67,,,,,moe_public_fast_monthly
2021-05,2021,5,충북,323568.12,observed,323568.12,,,,,moe_public_fast_monthly
2021-06,2021,6,강원,305935.29,observed,305935.29,,,,,moe_public_fast_monthly
2021-06,2021,6,경기,658536.24,observed,658536.24,,,,,moe_public_fast_monthly
2021-06,2021,6,경남,368594.82,observed,368594.82,,,,,moe_public_fast_monthly
2021-06,2021,6,경북,586762.98,observed,586762.98,,,,,moe_public_fast_monthly
2021-06,2021,6,광주,97417.28,observed,97417.28,,,,,moe_public_fast_monthly
2021-06,2021,6,대구,158016.27,observed,158016.27,,,,,moe_public_fast_monthly
2021-06,2021,6,대전,151862.34,observed,151862.34,,,,,moe_public_fast_monthly
2021-06,2021,6,부산,93119.95,observed,93119.95,,,,,moe_public_fast_monthly
2021-06,2021,6,서울,227759.26,observed,227759.26,,,,,moe_public_fast_monthly
2021-06,2021,6,세종,28835.2,observed,28835.2,,,,,moe_public_fast_monthly
2021-06,2021,6,울산,86575.77,observed,86575.77,,,,,moe_public_fast_monthly
2021-06,2021,6,인천,184841.95,observed,184841.95,,,,,moe_public_fast_monthly
2021-06,2021,6,전남,239134.05,observed,239134.05,,,,,moe_public_fast_monthly
2021-06,2021,6,전북,285512.89,observed,285512.89,,,,,moe_public_fast_monthly
2021-06,2021,6,제주,201607.35,observed,201607.35,,,,,moe_public_fast_monthly
2021-06,2021,6,충남,355094.04,observed,355094.04,,,,,moe_public_fast_monthly
2021-06,2021,6,충북,326499.47,observed,326499.47,,,,,moe_public_fast_monthly
2021-07,2021,7,강원,394477.84,observed,394477.84,,,,,moe_public_fast_monthly
2021-07,2021,7,경기,859251.75,observed,859251.75,,,,,moe_public_fast_monthly
2021-07,2021,7,경남,439604.78,observed,439604.78,,,,,moe_public_fast_monthly
2021-07,2021,7,경북,701028.89,observed,701028.89,,,,,moe_public_fast_monthly
2021-07,2021,7,광주,114168.05,observed,114168.05,,,,,moe_public_fast_monthly
2021-07,2021,7,대구,178532.0,observed,178532.0,,,,,moe_public_fast_monthly
2021-07,2021,7,대전,188090.08,observed,188090.08,,,,,moe_public_fast_monthly
2021-07,2021,7,부산,118403.98,observed,118403.98,,,,,moe_public_fast_monthly
2021-07,2021,7,서울,306419.35,observed,306419.35,,,,,moe_public_fast_monthly
2021-07,2021,7,세종,29364.49,observed,29364.49,,,,,moe_public_fast_monthly
2021-07,2021,7,울산,108859.14,observed,108859.14,,,,,moe_public_fast_monthly
2021-07,2021,7,인천,236550.15,observed,236550.15,,,,,moe_public_fast_monthly
2021-07,2021,7,전남,277540.76,observed,277540.76,,,,,moe_public_fast_monthly
2021-07,2021,7,전북,374226.42,observed,374226.42,,,,,moe_public_fast_monthly
2021-07,2021,7,제주,228748.47,observed,228748.47,,,,,moe_public_fast_monthly
2021-07,2021,7,충남,447733.61,observed,447733.61,,,,,moe_public_fast_monthly
2021-07,2021,7,충북,398953.17,observed,398953.17,,,,,moe_public_fast_monthly
2021-08,2021,8,강원,417463.55,observed,417463.55,,,,,moe_public_fast_monthly
2021-08,2021,8,경기,882619.27,observed,882619.27,,,,,moe_public_fast_monthly
2021-08,2021,8,경남,444855.84,observed,444855.84,,,,,moe_public_fast_monthly
2021-08,2021,8,경북,736826.61,observed,736826.61,,,,,moe_public_fast_monthly
2021-08,2021,8,광주,120218.15,observed,120218.15,,,,,moe_public_fast_monthly
2021-08,2021,8,대구,185585.16,observed,185585.16,,,,,moe_public_fast_monthly
2021-08,2021,8,대전,179012.4,observed,179012.4,,,,,moe_public_fast_monthly
2021-08,2021,8,부산,114346.08,observed,114346.08,,,,,moe_public_fast_monthly
2021-08,2021,8,서울,333384.17,observed,333384.17,,,,,moe_public_fast_monthly
2021-08,2021,8,세종,32882.06,observed,32882.06,,,,,moe_public_fast_monthly
2021-08,2021,8,울산,108193.11,observed,108193.11,,,,,moe_public_fast_monthly
2021-08,2021,8,인천,237975.18,observed,237975.18,,,,,moe_public_fast_monthly
2021-08,2021,8,전남,296895.2,observed,296895.2,,,,,moe_public_fast_monthly
2021-08,2021,8,전북,393244.22,observed,393244.22,,,,,moe_public_fast_monthly
2021-08,2021,8,제주,241671.64,observed,241671.64,,,,,moe_public_fast_monthly
2021-08,2021,8,충남,470470.71,observed,470470.71,,,,,moe_public_fast_monthly
2021-08,2021,8,충북,397316.64,observed,397316.64,,,,,moe_public_fast_monthly
2021-09,2021,9,강원,421467.85,observed,421467.85,,,,,moe_public_fast_monthly
2021-09,2021,9,경기,923028.1,observed,923028.1,,,,,moe_public_fast_monthly
2021-09,2021,9,경남,457438.18,observed,457438.18,,,,,moe_public_fast_monthly
2021-09,2021,9,경북,718803.67,observed,718803.67,,,,,moe_public_fast_monthly
2021-09,2021,9,광주,122601.69,observed,122601.69,,,,,moe_public_fast_monthly
2021-09,2021,9,대구,192262.37,observed,192262.37,,,,,moe_public_fast_monthly
2021-09,2021,9,대전,186967.51,observed,186967.51,,,,,moe_public_fast_monthly
2021-09,2021,9,부산,112758.58,observed,112758.58,,,,,moe_public_fast_monthly
2021-09,2021,9,서울,352970.72,observed,352970.72,,,,,moe_public_fast_monthly
2021-09,2021,9,세종,31762.04,observed,31762.04,,,,,moe_public_fast_monthly
2021-09,2021,9,울산,107596.14,observed,107596.14,,,,,moe_public_fast_monthly
2021-09,2021,9,인천,255481.53,observed,255481.53,,,,,moe_public_fast_monthly
2021-09,2021,9,전남,298143.83,observed,298143.83,,,,,moe_public_fast_monthly
2021-09,2021,9,전북,410044.7,observed,410044.7,,,,,moe_public_fast_monthly
2021-09,2021,9,제주,229722.1,observed,229722.1,,,,,moe_public_fast_monthly
2021-09,2021,9,충남,471378.17,observed,471378.17,,,,,moe_public_fast_monthly
2021-09,2021,9,충북,430151.51,observed,430151.51,,,,,moe_public_fast_monthly
2021-10,2021,10,강원,510883.04,observed,510883.04,,,,,moe_public_fast_monthly
2021-10,2021,10,경기,1050943.59,observed,1050943.59,,,,,moe_public_fast_monthly
2021-10,2021,10,경남,520207.86,observed,520207.86,,,,,moe_public_fast_monthly
2021-10,2021,10,경북,837003.56,observed,837003.56,,,,,moe_public_fast_monthly
2021-10,2021,10,광주,143453.3,observed,143453.3,,,,,moe_public_fast_monthly
2021-10,2021,10,대구,224444.56,observed,224444.56,,,,,moe_public_fast_monthly
2021-10,2021,10,대전,215106.05,observed,215106.05,,,,,moe_public_fast_monthly
2021-10,2021,10,부산,145554.74,observed,145554.74,,,,,moe_public_fast_monthly
2021-10,2021,10,서울,408995.23,observed,408995.23,,,,,moe_public_fast_monthly
2021-10,2021,10,세종,36847.82,observed,36847.82,,,,,moe_public_fast_monthly
2021-10,2021,10,울산,136050.17,observed,136050.17,,,,,moe_public_fast_monthly
2021-10,2021,10,인천,304607.78,observed,304607.78,,,,,moe_public_fast_monthly
2021-10,2021,10,전남,337241.58,observed,337241.58,,,,,moe_public_fast_monthly
2021-10,2021,10,전북,479850.83,observed,479850.83,,,,,moe_public_fast_monthly
2021-10,2021,10,제주,250887.66,observed,250887.66,,,,,moe_public_fast_monthly
2021-10,2021,10,충남,560232.04,observed,560232.04,,,,,moe_public_fast_monthly
2021-10,2021,10,충북,507143.32,observed,507143.32,,,,,moe_public_fast_monthly
2021-11,2021,11,강원,572462.52,observed,572462.52,,,,,moe_public_fast_monthly
2021-11,2021,11,경기,1235869.62,observed,1235869.62,,,,,moe_public_fast_monthly
2021-11,2021,11,경남,599980.68,observed,599980.68,,,,,moe_public_fast_monthly
2021-11,2021,11,경북,904652.84,observed,904652.84,,,,,moe_public_fast_monthly
2021-11,2021,11,광주,155536.16,observed,155536.16,,,,,moe_public_fast_monthly
2021-11,2021,11,대구,268739.65,observed,268739.65,,,,,moe_public_fast_monthly
2021-11,2021,11,대전,244328.72,observed,244328.72,,,,,moe_public_fast_monthly
2021-11,2021,11,부산,177135.26,observed,177135.26,,,,,moe_public_fast_monthly
2021-11,2021,11,서울,483004.51,observed,483004.51,,,,,moe_public_fast_monthly
2021-11,2021,11,세종,41124.71,observed,41124.71,,,,,moe_public_fast_monthly
2021-11,2021,11,울산,142238.22,observed,142238.22,,,,,moe_public_fast_monthly
2021-11,2021,11,인천,370879.59,observed,370879.59,,,,,moe_public_fast_monthly
2021-11,2021,11,전남,366641.89,observed,366641.89,,,,,moe_public_fast_monthly
2021-11,2021,11,전북,540655.4,observed,540655.4,,,,,moe_public_fast_monthly
2021-11,2021,11,제주,247518.74,observed,247518.74,,,,,moe_public_fast_monthly
2021-11,2021,11,충남,620354.42,observed,620354.42,,,,,moe_public_fast_monthly
2021-11,2021,11,충북,578246.4,observed,578246.4,,,,,moe_public_fast_monthly
2021-12,2021,12,강원,637181.89,observed,637181.89,,,,,moe_public_fast_monthly
2021-12,2021,12,경기,1412007.43,observed,1412007.43,,,,,moe_public_fast_monthly
2021-12,2021,12,경남,706502.5,observed,706502.5,,,,,moe_public_fast_monthly
2021-12,2021,12,경북,985936.52,observed,985936.52,,,,,moe_public_fast_monthly
2021-12,2021,12,광주,177325.32,observed,177325.32,,,,,moe_public_fast_monthly
2021-12,2021,12,대구,292940.03,observed,292940.03,,,,,moe_public_fast_monthly
2021-12,2021,12,대전,269491.4,observed,269491.4,,,,,moe_public_fast_monthly
2021-12,2021,12,부산,213815.7,observed,213815.7,,,,,moe_public_fast_monthly
2021-12,2021,12,서울,575795.28,observed,575795.28,,,,,moe_public_fast_monthly
2021-12,2021,12,세종,49904.63,observed,49904.63,,,,,moe_public_fast_monthly
2021-12,2021,12,울산,158129.4,observed,158129.4,,,,,moe_public_fast_monthly
2021-12,2021,12,인천,422592.74,observed,422592.74,,,,,moe_public_fast_monthly
2021-12,2021,12,전남,392144.09,observed,392144.09,,,,,moe_public_fast_monthly
2021-12,2021,12,전북,590032.92,observed,590032.92,,,,,moe_public_fast_monthly
2021-12,2021,12,제주,267731.95,observed,267731.95,,,,,moe_public_fast_monthly
2021-12,2021,12,충남,673917.03,observed,673917.03,,,,,moe_public_fast_monthly
2021-12,2021,12,충북,652350.61,observed,652350.61,,,,,moe_public_fast_monthly
2022-01,2022,1,강원,662338.13,observed,662338.13,,,,,moe_public_fast_monthly
2022-01,2022,1,경기,1337068.82,observed,1337068.82,,,,,moe_public_fast_monthly
2022-01,2022,1,경남,696132.42,observed,696132.42,,,,,moe_public_fast_monthly
2022-01,2022,1,경북,977687.87,observed,977687.87,,,,,moe_public_fast_monthly
2022-01,2022,1,광주,167616.06,observed,167616.06,,,,,moe_public_fast_monthly
2022-01,2022,1,대구,280347.63,observed,280347.63,,,,,moe_public_fast_monthly
2022-01,2022,1,대전,250240.34,observed,250240.34,,,,,moe_public_fast_monthly
2022-01,2022,1,부산,207825.88,observed,207825.88,,,,,moe_public_fast_monthly
2022-01,2022,1,서울,565111.16,observed,565111.16,,,,,moe_public_fast_monthly
2022-01,2022,1,세종,47390.8,observed,47390.8,,,,,moe_public_fast_monthly
2022-01,2022,1,울산,176682.7,observed,176682.7,,,,,moe_public_fast_monthly
2022-01,2022,1,인천,387762.44,observed,387762.44,,,,,moe_public_fast_monthly
2022-01,2022,1,전남,380922.53,observed,380922.53,,,,,moe_public_fast_monthly
2022-01,2022,1,전북,568743.08,observed,568743.08,,,,,moe_public_fast_monthly
2022-01,2022,1,제주,274072.33,observed,274072.33,,,,,moe_public_fast_monthly
2022-01,2022,1,충남,649839.12,observed,649839.12,,,,,moe_public_fast_monthly
2022-01,2022,1,충북,592148.89,observed,592148.89,,,,,moe_public_fast_monthly
2022-02,2022,2,강원,524213.14,observed,524213.14,,,,,moe_public_fast_monthly
2022-02,2022,2,경기,1184029.95,observed,1184029.95,,,,,moe_public_fast_monthly
2022-02,2022,2,경남,614621.12,observed,614621.12,,,,,moe_public_fast_monthly
2022-02,2022,2,경북,815274.06,observed,815274.06,,,,,moe_public_fast_monthly
2022-02,2022,2,광주,136876.06,observed,136876.06,,,,,moe_public_fast_monthly
2022-02,2022,2,대구,237285.84,observed,237285.84,,,,,moe_public_fast_monthly
2022-02,2022,2,대전,203236.64,observed,203236.64,,,,,moe_public_fast_monthly
2022-02,2022,2,부산,172246.31,observed,172246.31,,,,,moe_public_fast_monthly
2022-02,2022,2,서울,463809.03,observed,463809.03,,,,,moe_public_fast_monthly
2022-02,2022,2,세종,41324.94,observed,41324.94,,,,,moe_public_fast_monthly
2022-02,2022,2,울산,151676.9,observed,151676.9,,,,,moe_public_fast_monthly
2022-02,2022,2,인천,310429.64,observed,310429.64,,,,,moe_public_fast_monthly
2022-02,2022,2,전남,331147.94,observed,331147.94,,,,,moe_public_fast_monthly
2022-02,2022,2,전북,464080.61,observed,464080.61,,,,,moe_public_fast_monthly
2022-02,2022,2,제주,230630.3,observed,230630.3,,,,,moe_public_fast_monthly
2022-02,2022,2,충남,566479.93,observed,566479.93,,,,,moe_public_fast_monthly
2022-02,2022,2,충북,505298.1,observed,505298.1,,,,,moe_public_fast_monthly
2022-03,2022,3,강원,556202.62,observed,556202.62,,,,,moe_public_fast_monthly
2022-03,2022,3,경기,1427945.59,observed,1427945.59,,,,,moe_public_fast_monthly
2022-03,2022,3,경남,761499.28,observed,761499.28,,,,,moe_public_fast_monthly
2022-03,2022,3,경북,983214.02,observed,983214.02,,,,,moe_public_fast_monthly
2022-03,2022,3,광주,182965.7,observed,182965.7,,,,,moe_public_fast_monthly
2022-03,2022,3,대구,270623.7,observed,270623.7,,,,,moe_public_fast_monthly
2022-03,2022,3,대전,234071.55,observed,234071.55,,,,,moe_public_fast_monthly
2022-03,2022,3,부산,208175.51,observed,208175.51,,,,,moe_public_fast_monthly
2022-03,2022,3,서울,484490.9,observed,484490.9,,,,,moe_public_fast_monthly
2022-03,2022,3,세종,46224.37,observed,46224.37,,,,,moe_public_fast_monthly
2022-03,2022,3,울산,214806.7,observed,214806.7,,,,,moe_public_fast_monthly
