기준월,연도,월,시도,예측값,value_status,component_moe_scaled,component_load_share,weight_moe,weight_load,모형ID,충전량_kWh,관측값,estimated_value,출처ID
2020-10,2020,10,세종,103331.42,estimated,103331.42,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,103331.42,,103331.42,kepco_hybrid_forecast_v1
2020-10,2020,10,울산,37821.42,estimated,37821.42,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,37821.42,,37821.42,kepco_hybrid_forecast_v1
2020-10,2020,10,인천,162881.9,estimated,162881.9,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,162881.9,,162881.9,kepco_hybrid_forecast_v1
2020-10,2020,10,전남,313085.46,estimated,313085.46,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,313085.46,,313085.46,kepco_hybrid_forecast_v1
2020-10,2020,10,전북,126453.52,estimated,126453.52,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,126453.52,,126453.52,kepco_hybrid_forecast_v1
2020-10,2020,10,제주,448173.78,estimated,448173.78,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,448173.78,,448173.78,kepco_hybrid_forecast_v1
2020-10,2020,10,충남,155539.09,estimated,155539.09,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,155539.09,,155539.09,kepco_hybrid_forecast_v1
2020-10,2020,10,충북,180407.27,estimated,180407.27,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,180407.27,,180407.27,kepco_hybrid_forecast_v1
2020-11,2020,11,강원,246059.62,estimated,246059.62,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,246059.62,,246059.62,kepco_hybrid_forecast_v1
2020-11,2020,11,경기,594530.69,estimated,594530.69,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,594530.69,,594530.69,kepco_hybrid_forecast_v1
2020-11,2020,11,경남,350429.81,estimated,350429.81,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,350429.81,,350429.81,kepco_hybrid_forecast_v1
2020-11,2020,11,경북,295462.63,estimated,295462.63,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,295462.63,,295462.63,kepco_hybrid_forecast_v1
2020-11,2020,11,광주,181740.72,estimated,181740.72,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,181740.72,,181740.72,kepco_hybrid_forecast_v1
2020-11,2020,11,대구,474648.38,estimated,474648.38,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,474648.38,,474648.38,kepco_hybrid_forecast_v1
2020-11,2020,11,대전,274177.45,estimated,274177.45,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,274177.45,,274177.45,kepco_hybrid_forecast_v1
2020-11,2020,11,부산,137404.23,estimated,137404.23,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,137404.23,,137404.23,kepco_hybrid_forecast_v1
2020-11,2020,11,서울,483197.24,estimated,483197.24,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,483197.24,,483197.24,kepco_hybrid_forecast_v1
2020-11,2020,11,세종,121644.98,estimated,121644.98,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,121644.98,,121644.98,kepco_hybrid_forecast_v1
2020-11,2020,11,울산,34258.54,estimated,34258.54,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,34258.54,,34258.54,kepco_hybrid_forecast_v1
2020-11,2020,11,인천,167193.73,estimated,167193.73,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,167193.73,,167193.73,kepco_hybrid_forecast_v1
2020-11,2020,11,전남,299862.4,estimated,299862.4,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,299862.4,,299862.4,kepco_hybrid_forecast_v1
2020-11,2020,11,전북,130039.3,estimated,130039.3,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,130039.3,,130039.3,kepco_hybrid_forecast_v1
2020-11,2020,11,제주,468701.75,estimated,468701.75,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,468701.75,,468701.75,kepco_hybrid_forecast_v1
2020-11,2020,11,충남,154662.53,estimated,154662.53,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,154662.53,,154662.53,kepco_hybrid_forecast_v1
2020-11,2020,11,충북,194401.52,estimated,194401.52,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,194401.52,,194401.52,kepco_hybrid_forecast_v1
2020-12,2020,12,강원,297640.0,estimated,297640.0,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,297640.0,,297640.0,kepco_hybrid_forecast_v1
2020-12,2020,12,경기,603493.48,estimated,603493.48,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,603493.48,,603493.48,kepco_hybrid_forecast_v1
2020-12,2020,12,경남,434982.36,estimated,434982.36,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,434982.36,,434982.36,kepco_hybrid_forecast_v1
2020-12,2020,12,경북,326086.99,estimated,326086.99,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,326086.99,,326086.99,kepco_hybrid_forecast_v1
2020-12,2020,12,광주,189993.5,estimated,189993.5,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,189993.5,,189993.5,kepco_hybrid_forecast_v1
2020-12,2020,12,대구,476282.69,estimated,476282.69,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,476282.69,,476282.69,kepco_hybrid_forecast_v1
2020-12,2020,12,대전,276398.51,estimated,276398.51,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,276398.51,,276398.51,kepco_hybrid_forecast_v1
2020-12,2020,12,부산,186985.43,estimated,186985.43,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,186985.43,,186985.43,kepco_hybrid_forecast_v1
2020-12,2020,12,서울,471728.07,estimated,471728.07,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,471728.07,,471728.07,kepco_hybrid_forecast_v1
2020-12,2020,12,세종,168634.59,estimated,168634.59,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,168634.59,,168634.59,kepco_hybrid_forecast_v1
2020-12,2020,12,울산,41296.4,estimated,41296.4,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,41296.4,,41296.4,kepco_hybrid_forecast_v1
2020-12,2020,12,인천,152597.81,estimated,152597.81,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,152597.81,,152597.81,kepco_hybrid_forecast_v1
2020-12,2020,12,전남,342223.63,estimated,342223.63,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,342223.63,,342223.63,kepco_hybrid_forecast_v1
2020-12,2020,12,전북,121705.12,estimated,121705.12,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,121705.12,,121705.12,kepco_hybrid_forecast_v1
2020-12,2020,12,제주,412271.53,estimated,412271.53,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,412271.53,,412271.53,kepco_hybrid_forecast_v1
2020-12,2020,12,충남,153042.67,estimated,153042.67,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,153042.67,,153042.67,kepco_hybrid_forecast_v1
2020-12,2020,12,충북,205396.17,estimated,205396.17,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,205396.17,,205396.17,kepco_hybrid_forecast_v1
2021-01,2021,1,강원,270126.98,estimated,270126.98,167459.68,1.0,0.0,kepco_hybrid_moe_load_v1,270126.98,,270126.98,kepco_hybrid_forecast_v1
2021-01,2021,1,경기,562236.89,estimated,562236.89,595314.79,1.0,0.0,kepco_hybrid_moe_load_v1,562236.89,,562236.89,kepco_hybrid_forecast_v1
2021-01,2021,1,경남,456252.74,estimated,456252.74,270039.7,1.0,0.0,kepco_hybrid_moe_load_v1,456252.74,,456252.74,kepco_hybrid_forecast_v1
2021-01,2021,1,경북,309366.59,estimated,309366.59,288451.5,1.0,0.0,kepco_hybrid_moe_load_v1,309366.59,,309366.59,kepco_hybrid_forecast_v1
2021-01,2021,1,광주,168981.71,estimated,168981.71,85044.97,1.0,0.0,kepco_hybrid_moe_load_v1,168981.71,,168981.71,kepco_hybrid_forecast_v1
2021-01,2021,1,대구,463773.53,estimated,463773.53,152554.9,1.0,0.0,kepco_hybrid_moe_load_v1,463773.53,,463773.53,kepco_hybrid_forecast_v1
2021-01,2021,1,대전,248225.54,estimated,248225.54,99949.76,1.0,0.0,kepco_hybrid_moe_load_v1,248225.54,,248225.54,kepco_hybrid_forecast_v1
2021-01,2021,1,부산,195367.35,estimated,195367.35,141157.12,1.0,0.0,kepco_hybrid_moe_load_v1,195367.35,,195367.35,kepco_hybrid_forecast_v1
2021-01,2021,1,서울,441623.02,estimated,441623.02,452404.17,1.0,0.0,kepco_hybrid_moe_load_v1,441623.02,,441623.02,kepco_hybrid_forecast_v1
2021-01,2021,1,세종,167531.56,estimated,167531.56,58742.4,1.0,0.0,kepco_hybrid_moe_load_v1,167531.56,,167531.56,kepco_hybrid_forecast_v1
2021-01,2021,1,울산,41530.04,estimated,41530.04,39453.85,1.0,0.0,kepco_hybrid_moe_load_v1,41530.04,,41530.04,kepco_hybrid_forecast_v1
2021-01,2021,1,인천,149101.37,estimated,149101.37,130636.09,1.0,0.0,kepco_hybrid_moe_load_v1,149101.37,,149101.37,kepco_hybrid_forecast_v1
2021-01,2021,1,전남,324228.41,estimated,324228.41,172720.2,1.0,0.0,kepco_hybrid_moe_load_v1,324228.41,,324228.41,kepco_hybrid_forecast_v1
2021-01,2021,1,전북,111623.92,estimated,111623.92,162199.17,1.0,0.0,kepco_hybrid_moe_load_v1,111623.92,,111623.92,kepco_hybrid_forecast_v1
2021-01,2021,1,제주,390509.1,estimated,390509.1,163952.67,1.0,0.0,kepco_hybrid_moe_load_v1,390509.1,,390509.1,kepco_hybrid_forecast_v1
2021-01,2021,1,충남,155325.07,estimated,155325.07,184117.98,1.0,0.0,kepco_hybrid_moe_load_v1,155325.07,,155325.07,kepco_hybrid_forecast_v1
2021-01,2021,1,충북,190709.0,estimated,190709.0,156061.9,1.0,0.0,kepco_hybrid_moe_load_v1,190709.0,,190709.0,kepco_hybrid_forecast_v1
2021-02,2021,2,강원,261035.87,estimated,261035.87,148555.81,1.0,0.0,kepco_hybrid_moe_load_v1,261035.87,,261035.87,kepco_hybrid_forecast_v1
2021-02,2021,2,경기,493328.82,estimated,493328.82,528112.01,1.0,0.0,kepco_hybrid_moe_load_v1,493328.82,,493328.82,kepco_hybrid_forecast_v1
2021-02,2021,2,경남,445756.19,estimated,445756.19,239555.97,1.0,0.0,kepco_hybrid_moe_load_v1,445756.19,,445756.19,kepco_hybrid_forecast_v1
2021-02,2021,2,경북,291235.83,estimated,291235.83,255889.33,1.0,0.0,kepco_hybrid_moe_load_v1,291235.83,,291235.83,kepco_hybrid_forecast_v1
2021-02,2021,2,광주,165790.77,estimated,165790.77,75444.57,1.0,0.0,kepco_hybrid_moe_load_v1,165790.77,,165790.77,kepco_hybrid_forecast_v1
2021-02,2021,2,대구,409430.68,estimated,409430.68,135333.56,1.0,0.0,kepco_hybrid_moe_load_v1,409430.68,,409430.68,kepco_hybrid_forecast_v1
2021-02,2021,2,대전,203467.99,estimated,203467.99,88666.82,1.0,0.0,kepco_hybrid_moe_load_v1,203467.99,,203467.99,kepco_hybrid_forecast_v1
2021-02,2021,2,부산,170731.03,estimated,170731.03,125222.44,1.0,0.0,kepco_hybrid_moe_load_v1,170731.03,,170731.03,kepco_hybrid_forecast_v1
2021-02,2021,2,서울,378026.42,estimated,378026.42,401334.02,1.0,0.0,kepco_hybrid_moe_load_v1,378026.42,,378026.42,kepco_hybrid_forecast_v1
2021-02,2021,2,세종,159957.3,estimated,159957.3,52111.2,1.0,0.0,kepco_hybrid_moe_load_v1,159957.3,,159957.3,kepco_hybrid_forecast_v1
2021-02,2021,2,울산,38488.97,estimated,38488.97,35000.06,1.0,0.0,kepco_hybrid_moe_load_v1,38488.97,,38488.97,kepco_hybrid_forecast_v1
2021-02,2021,2,인천,125623.75,estimated,125623.75,115889.09,1.0,0.0,kepco_hybrid_moe_load_v1,125623.75,,125623.75,kepco_hybrid_forecast_v1
2021-02,2021,2,전남,332231.02,estimated,332231.02,153222.48,1.0,0.0,kepco_hybrid_moe_load_v1,332231.02,,332231.02,kepco_hybrid_forecast_v1
2021-02,2021,2,전북,115939.4,estimated,115939.4,143889.14,1.0,0.0,kepco_hybrid_moe_load_v1,115939.4,,115939.4,kepco_hybrid_forecast_v1
2021-02,2021,2,제주,413623.81,estimated,413623.81,145444.69,1.0,0.0,kepco_hybrid_moe_load_v1,413623.81,,413623.81,kepco_hybrid_forecast_v1
2021-02,2021,2,충남,155614.36,estimated,155614.36,163333.61,1.0,0.0,kepco_hybrid_moe_load_v1,155614.36,,155614.36,kepco_hybrid_forecast_v1
2021-02,2021,2,충북,191314.31,estimated,191314.31,138444.68,1.0,0.0,kepco_hybrid_moe_load_v1,191314.31,,191314.31,kepco_hybrid_forecast_v1
2021-03,2021,3,강원,271402.13,estimated,271402.13,156252.73,1.0,0.0,kepco_hybrid_moe_load_v1,271402.13,,271402.13,kepco_hybrid_forecast_v1
2021-03,2021,3,경기,582640.75,estimated,582640.75,555474.37,1.0,0.0,kepco_hybrid_moe_load_v1,582640.75,,582640.75,kepco_hybrid_forecast_v1
2021-03,2021,3,경남,526820.04,estimated,526820.04,251967.76,1.0,0.0,kepco_hybrid_moe_load_v1,526820.04,,526820.04,kepco_hybrid_forecast_v1
2021-03,2021,3,경북,329125.36,estimated,329125.36,269147.38,1.0,0.0,kepco_hybrid_moe_load_v1,329125.36,,329125.36,kepco_hybrid_forecast_v1
2021-03,2021,3,광주,202881.38,estimated,202881.38,79353.48,1.0,0.0,kepco_hybrid_moe_load_v1,202881.38,,202881.38,kepco_hybrid_forecast_v1
2021-03,2021,3,대구,441132.22,estimated,441132.22,142345.42,1.0,0.0,kepco_hybrid_moe_load_v1,441132.22,,441132.22,kepco_hybrid_forecast_v1
2021-03,2021,3,대전,225212.27,estimated,225212.27,93260.79,1.0,0.0,kepco_hybrid_moe_load_v1,225212.27,,225212.27,kepco_hybrid_forecast_v1
2021-03,2021,3,부산,207651.46,estimated,207651.46,131710.42,1.0,0.0,kepco_hybrid_moe_load_v1,207651.46,,207651.46,kepco_hybrid_forecast_v1
2021-03,2021,3,서울,393249.52,estimated,393249.52,422127.8,1.0,0.0,kepco_hybrid_moe_load_v1,393249.52,,393249.52,kepco_hybrid_forecast_v1
2021-03,2021,3,세종,177423.65,estimated,177423.65,54811.17,1.0,0.0,kepco_hybrid_moe_load_v1,177423.65,,177423.65,kepco_hybrid_forecast_v1
2021-03,2021,3,울산,47017.44,estimated,47017.44,36813.47,1.0,0.0,kepco_hybrid_moe_load_v1,47017.44,,47017.44,kepco_hybrid_forecast_v1
2021-03,2021,3,인천,154936.39,estimated,154936.39,121893.49,1.0,0.0,kepco_hybrid_moe_load_v1,154936.39,,154936.39,kepco_hybrid_forecast_v1
2021-03,2021,3,전남,385196.95,estimated,385196.95,161161.19,1.0,0.0,kepco_hybrid_moe_load_v1,385196.95,,385196.95,kepco_hybrid_forecast_v1
2021-03,2021,3,전북,133972.6,estimated,133972.6,151344.27,1.0,0.0,kepco_hybrid_moe_load_v1,133972.6,,133972.6,kepco_hybrid_forecast_v1
2021-03,2021,3,제주,495275.1,estimated,495275.1,152980.42,1.0,0.0,kepco_hybrid_moe_load_v1,495275.1,,495275.1,kepco_hybrid_forecast_v1
2021-03,2021,3,충남,176830.71,estimated,176830.71,171796.2,1.0,0.0,kepco_hybrid_moe_load_v1,176830.71,,176830.71,kepco_hybrid_forecast_v1
2021-03,2021,3,충북,231677.51,estimated,231677.51,145617.73,1.0,0.0,kepco_hybrid_moe_load_v1,231677.51,,231677.51,kepco_hybrid_forecast_v1
2021-04,2021,4,강원,280793.43,estimated,280793.43,158837.46,1.0,0.0,kepco_hybrid_moe_load_v1,280793.43,,280793.43,kepco_hybrid_forecast_v1
2021-04,2021,4,경기,598086.93,estimated,598086.93,564663.03,1.0,0.0,kepco_hybrid_moe_load_v1,598086.93,,598086.93,kepco_hybrid_forecast_v1
2021-04,2021,4,경남,516721.57,estimated,516721.57,256135.81,1.0,0.0,kepco_hybrid_moe_load_v1,516721.57,,516721.57,kepco_hybrid_forecast_v1
2021-04,2021,4,경북,333868.54,estimated,333868.54,273599.61,1.0,0.0,kepco_hybrid_moe_load_v1,333868.54,,333868.54,kepco_hybrid_forecast_v1
2021-04,2021,4,광주,208602.41,estimated,208602.41,80666.15,1.0,0.0,kepco_hybrid_moe_load_v1,208602.41,,208602.41,kepco_hybrid_forecast_v1
2021-04,2021,4,대구,386490.58,estimated,386490.58,144700.1,1.0,0.0,kepco_hybrid_moe_load_v1,386490.58,,386490.58,kepco_hybrid_forecast_v1
2021-04,2021,4,대전,219210.12,estimated,219210.12,94803.51,1.0,0.0,kepco_hybrid_moe_load_v1,219210.12,,219210.12,kepco_hybrid_forecast_v1
2021-04,2021,4,부산,202940.02,estimated,202940.02,133889.17,1.0,0.0,kepco_hybrid_moe_load_v1,202940.02,,202940.02,kepco_hybrid_forecast_v1
2021-04,2021,4,서울,410678.05,estimated,410678.05,429110.63,1.0,0.0,kepco_hybrid_moe_load_v1,410678.05,,410678.05,kepco_hybrid_forecast_v1
2021-04,2021,4,세종,177384.63,estimated,177384.63,55717.85,1.0,0.0,kepco_hybrid_moe_load_v1,177384.63,,177384.63,kepco_hybrid_forecast_v1
2021-04,2021,4,울산,45873.4,estimated,45873.4,37422.44,1.0,0.0,kepco_hybrid_moe_load_v1,45873.4,,45873.4,kepco_hybrid_forecast_v1
2021-04,2021,4,인천,172883.83,estimated,172883.83,123909.85,1.0,0.0,kepco_hybrid_moe_load_v1,172883.83,,172883.83,kepco_hybrid_forecast_v1
2021-04,2021,4,전남,393876.03,estimated,393876.03,163827.12,1.0,0.0,kepco_hybrid_moe_load_v1,393876.03,,393876.03,kepco_hybrid_forecast_v1
2021-04,2021,4,전북,135132.26,estimated,135132.26,153847.81,1.0,0.0,kepco_hybrid_moe_load_v1,135132.26,,135132.26,kepco_hybrid_forecast_v1
2021-04,2021,4,제주,493327.13,estimated,493327.13,155511.02,1.0,0.0,kepco_hybrid_moe_load_v1,493327.13,,493327.13,kepco_hybrid_forecast_v1
2021-04,2021,4,충남,164873.67,estimated,164873.67,174638.05,1.0,0.0,kepco_hybrid_moe_load_v1,164873.67,,164873.67,kepco_hybrid_forecast_v1
2021-04,2021,4,충북,220963.71,estimated,220963.71,148026.54,1.0,0.0,kepco_hybrid_moe_load_v1,220963.71,,220963.71,kepco_hybrid_forecast_v1
2021-05,2021,5,강원,319863.29,estimated,319863.29,168824.76,1.0,0.0,kepco_hybrid_moe_load_v1,319863.29,,319863.29,kepco_hybrid_forecast_v1
2021-05,2021,5,경기,636695.49,estimated,636695.49,600167.6,1.0,0.0,kepco_hybrid_moe_load_v1,636695.49,,636695.49,kepco_hybrid_forecast_v1
2021-05,2021,5,경남,479942.16,estimated,479942.16,272240.97,1.0,0.0,kepco_hybrid_moe_load_v1,479942.16,,479942.16,kepco_hybrid_forecast_v1
2021-05,2021,5,경북,323271.18,estimated,323271.18,290802.86,1.0,0.0,kepco_hybrid_moe_load_v1,323271.18,,323271.18,kepco_hybrid_forecast_v1
2021-05,2021,5,광주,213899.99,estimated,213899.99,85738.23,1.0,0.0,kepco_hybrid_moe_load_v1,213899.99,,213899.99,kepco_hybrid_forecast_v1
2021-05,2021,5,대구,355393.06,estimated,355393.06,153798.47,1.0,0.0,kepco_hybrid_moe_load_v1,355393.06,,355393.06,kepco_hybrid_forecast_v1
2021-05,2021,5,대전,255704.63,estimated,255704.63,100764.52,1.0,0.0,kepco_hybrid_moe_load_v1,255704.63,,255704.63,kepco_hybrid_forecast_v1
2021-05,2021,5,부산,187081.38,estimated,187081.38,142307.78,1.0,0.0,kepco_hybrid_moe_load_v1,187081.38,,187081.38,kepco_hybrid_forecast_v1
2021-05,2021,5,서울,452322.68,estimated,452322.68,456092.02,1.0,0.0,kepco_hybrid_moe_load_v1,452322.68,,452322.68,kepco_hybrid_forecast_v1
2021-05,2021,5,세종,98925.53,estimated,98925.53,59221.25,1.0,0.0,kepco_hybrid_moe_load_v1,98925.53,,98925.53,kepco_hybrid_forecast_v1
2021-05,2021,5,울산,43130.53,estimated,43130.53,39775.47,1.0,0.0,kepco_hybrid_moe_load_v1,43130.53,,43130.53,kepco_hybrid_forecast_v1
2021-05,2021,5,인천,188638.96,estimated,188638.96,131700.99,1.0,0.0,kepco_hybrid_moe_load_v1,188638.96,,188638.96,kepco_hybrid_forecast_v1
2021-05,2021,5,전남,368737.97,estimated,368737.97,174128.15,1.0,0.0,kepco_hybrid_moe_load_v1,368737.97,,368737.97,kepco_hybrid_forecast_v1
2021-05,2021,5,전북,160512.16,estimated,160512.16,163521.36,1.0,0.0,kepco_hybrid_moe_load_v1,160512.16,,160512.16,kepco_hybrid_forecast_v1
2021-05,2021,5,제주,509359.11,estimated,509359.11,165289.16,1.0,0.0,kepco_hybrid_moe_load_v1,509359.11,,509359.11,kepco_hybrid_forecast_v1
2021-05,2021,5,충남,155131.41,estimated,155131.41,185618.84,1.0,0.0,kepco_hybrid_moe_load_v1,155131.41,,155131.41,kepco_hybrid_forecast_v1
2021-05,2021,5,충북,222611.18,estimated,222611.18,157334.07,1.0,0.0,kepco_hybrid_moe_load_v1,222611.18,,222611.18,kepco_hybrid_forecast_v1
2021-06,2021,6,강원,339859.18,estimated,339859.18,372640.32,1.0,0.0,kepco_hybrid_moe_load_v1,339859.18,,339859.18,kepco_hybrid_forecast_v1
2021-06,2021,6,경기,744731.58,estimated,744731.58,1324726.59,1.0,0.0,kepco_hybrid_moe_load_v1,744731.58,,744731.58,kepco_hybrid_forecast_v1
2021-06,2021,6,경남,452379.42,estimated,452379.42,600906.9,1.0,0.0,kepco_hybrid_moe_load_v1,452379.42,,452379.42,kepco_hybrid_forecast_v1
2021-06,2021,6,경북,320070.81,estimated,320070.81,641877.83,1.0,0.0,kepco_hybrid_moe_load_v1,320070.81,,320070.81,kepco_hybrid_forecast_v1
2021-06,2021,6,광주,224550.9,estimated,224550.9,189246.66,1.0,0.0,kepco_hybrid_moe_load_v1,224550.9,,224550.9,kepco_hybrid_forecast_v1
2021-06,2021,6,대구,350499.2,estimated,350499.2,339473.38,1.0,0.0,kepco_hybrid_moe_load_v1,350499.2,,350499.2,kepco_hybrid_forecast_v1
2021-06,2021,6,대전,270035.02,estimated,270035.02,222413.59,1.0,0.0,kepco_hybrid_moe_load_v1,270035.02,,270035.02,kepco_hybrid_forecast_v1
2021-06,2021,6,부산,190391.7,estimated,190391.7,314110.43,1.0,0.0,kepco_hybrid_moe_load_v1,190391.7,,190391.7,kepco_hybrid_forecast_v1
2021-06,2021,6,서울,502184.6,estimated,502184.6,1006714.17,1.0,0.0,kepco_hybrid_moe_load_v1,502184.6,,502184.6,kepco_hybrid_forecast_v1
2021-06,2021,6,세종,83583.2,estimated,83583.2,130716.76,1.0,0.0,kepco_hybrid_moe_load_v1,83583.2,,83583.2,kepco_hybrid_forecast_v1
2021-06,2021,6,울산,49508.81,estimated,49508.81,87794.84,1.0,0.0,kepco_hybrid_moe_load_v1,49508.81,,49508.81,kepco_hybrid_forecast_v1
2021-06,2021,6,인천,222144.44,estimated,222144.44,290698.47,1.0,0.0,kepco_hybrid_moe_load_v1,222144.44,,222144.44,kepco_hybrid_forecast_v1
2021-06,2021,6,전남,389046.49,estimated,389046.49,384346.3,1.0,0.0,kepco_hybrid_moe_load_v1,389046.49,,389046.49,kepco_hybrid_forecast_v1
2021-06,2021,6,전북,172101.8,estimated,172101.8,360934.34,1.0,0.0,kepco_hybrid_moe_load_v1,172101.8,,172101.8,kepco_hybrid_forecast_v1
2021-06,2021,6,제주,516146.31,estimated,516146.31,364836.34,1.0,0.0,kepco_hybrid_moe_load_v1,516146.31,,516146.31,kepco_hybrid_forecast_v1
2021-06,2021,6,충남,162811.01,estimated,162811.01,409709.25,1.0,0.0,kepco_hybrid_moe_load_v1,162811.01,,162811.01,kepco_hybrid_forecast_v1
2021-06,2021,6,충북,224627.91,estimated,224627.91,347277.37,1.0,0.0,kepco_hybrid_moe_load_v1,224627.91,,224627.91,kepco_hybrid_forecast_v1
2021-07,2021,7,강원,438219.85,estimated,438219.85,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,438219.85,,438219.85,kepco_hybrid_forecast_v1
2021-07,2021,7,경기,971718.6,estimated,971718.6,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,971718.6,,971718.6,kepco_hybrid_forecast_v1
2021-07,2021,7,경남,539530.52,estimated,539530.52,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,539530.52,,539530.52,kepco_hybrid_forecast_v1
2021-07,2021,7,경북,382401.23,estimated,382401.23,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,382401.23,,382401.23,kepco_hybrid_forecast_v1
2021-07,2021,7,광주,263162.12,estimated,263162.12,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,263162.12,,263162.12,kepco_hybrid_forecast_v1
2021-07,2021,7,대구,396005.57,estimated,396005.57,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,396005.57,,396005.57,kepco_hybrid_forecast_v1
2021-07,2021,7,대전,334453.62,estimated,334453.62,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,334453.62,,334453.62,kepco_hybrid_forecast_v1
2021-07,2021,7,부산,242087.07,estimated,242087.07,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,242087.07,,242087.07,kepco_hybrid_forecast_v1
2021-07,2021,7,서울,675621.61,estimated,675621.61,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,675621.61,,675621.61,kepco_hybrid_forecast_v1
2021-07,2021,7,세종,85117.42,estimated,85117.42,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,85117.42,,85117.42,kepco_hybrid_forecast_v1
2021-07,2021,7,울산,62251.67,estimated,62251.67,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,62251.67,,62251.67,kepco_hybrid_forecast_v1
2021-07,2021,7,인천,284287.75,estimated,284287.75,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,284287.75,,284287.75,kepco_hybrid_forecast_v1
2021-07,2021,7,전남,451530.26,estimated,451530.26,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,451530.26,,451530.26,kepco_hybrid_forecast_v1
2021-07,2021,7,전북,225576.65,estimated,225576.65,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,225576.65,,225576.65,kepco_hybrid_forecast_v1
2021-07,2021,7,제주,585631.82,estimated,585631.82,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,585631.82,,585631.82,kepco_hybrid_forecast_v1
2021-07,2021,7,충남,205286.36,estimated,205286.36,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,205286.36,,205286.36,kepco_hybrid_forecast_v1
2021-07,2021,7,충북,274475.23,estimated,274475.23,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,274475.23,,274475.23,kepco_hybrid_forecast_v1
2021-08,2021,8,강원,463754.35,estimated,463754.35,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,463754.35,,463754.35,kepco_hybrid_forecast_v1
2021-08,2021,8,경기,998144.68,estimated,998144.68,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,998144.68,,998144.68,kepco_hybrid_forecast_v1
2021-08,2021,8,경남,545975.19,estimated,545975.19,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,545975.19,,545975.19,kepco_hybrid_forecast_v1
2021-08,2021,8,경북,401928.37,estimated,401928.37,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,401928.37,,401928.37,kepco_hybrid_forecast_v1
2021-08,2021,8,광주,277107.85,estimated,277107.85,0.0,1.0,0.0,kepco_hybrid_moe_load_v1,277107.85,,277107.85,kepco_hybrid_forecast_v1
