cutoff_year,기준월,시도,모형ID,actual,forecast,잔차,pct_error
2024,2024-11,서울,seasonal_growth,562368.12,606071.87,43703.75,7.77
2024,2024-12,서울,seasonal_naive,682802.41,769929.62,87127.21,12.76
2024,2024-12,서울,seasonal_growth,682802.41,654440.18,-28362.23,-4.15
2024,2024-09,부산,seasonal_naive,237872.54,293299.31,55426.77,23.3
2024,2024-09,부산,seasonal_growth,237872.54,249304.41,11431.87,4.81
2024,2024-10,부산,seasonal_naive,223834.5,292986.67,69152.17,30.89
2024,2024-10,부산,seasonal_growth,223834.5,249038.67,25204.17,11.26
2024,2024-11,부산,seasonal_naive,229851.77,303891.85,74040.08,32.21
2024,2024-11,부산,seasonal_growth,229851.77,258308.07,28456.3,12.38
2024,2024-12,부산,seasonal_naive,254527.21,341514.44,86987.23,34.18
2024,2024-12,부산,seasonal_growth,254527.21,290287.27,35760.06,14.05
2024,2024-09,대구,seasonal_naive,302875.16,304810.94,1935.78,0.64
2024,2024-09,대구,seasonal_growth,302875.16,260618.18,-42256.98,-13.95
2024,2024-10,대구,seasonal_naive,295084.11,318427.23,23343.12,7.91
2024,2024-10,대구,seasonal_growth,295084.11,272260.32,-22823.79,-7.73
2024,2024-11,대구,seasonal_naive,311084.61,365803.41,54718.8,17.59
2024,2024-11,대구,seasonal_growth,311084.61,312767.71,1683.1,0.54
2024,2024-12,대구,seasonal_naive,359611.07,403564.35,43953.28,12.22
2024,2024-12,대구,seasonal_growth,359611.07,345053.91,-14557.16,-4.05
2024,2024-09,인천,seasonal_naive,483496.44,508567.88,25071.44,5.19
2024,2024-09,인천,seasonal_growth,483496.44,448735.38,-34761.06,-7.19
2024,2024-10,인천,seasonal_naive,480117.0,536780.09,56663.09,11.8
2024,2024-10,인천,seasonal_growth,480117.0,473628.45,-6488.55,-1.35
2024,2024-11,인천,seasonal_naive,532961.49,632850.23,99888.74,18.74
2024,2024-11,인천,seasonal_growth,532961.49,558396.03,25434.54,4.77
2024,2024-12,인천,seasonal_naive,628151.25,682397.82,54246.57,8.64
2024,2024-12,인천,seasonal_growth,628151.25,602114.4,-26036.85,-4.14
2024,2024-09,광주,seasonal_naive,212301.37,208174.71,-4126.66,-1.94
2024,2024-09,광주,seasonal_growth,212301.37,176948.5,-35352.87,-16.65
2024,2024-10,광주,seasonal_naive,188646.03,203791.88,15145.85,8.03
2024,2024-10,광주,seasonal_growth,188646.03,173223.1,-15422.93,-8.18
2024,2024-11,광주,seasonal_naive,208684.19,225195.57,16511.38,7.91
2024,2024-11,광주,seasonal_growth,208684.19,191416.23,-17267.96,-8.27
2024,2024-12,광주,seasonal_naive,236437.64,245576.8,9139.16,3.87
2024,2024-12,광주,seasonal_growth,236437.64,208740.28,-27697.36,-11.71
2024,2024-09,대전,seasonal_naive,256652.12,332841.74,76189.62,29.69
2024,2024-09,대전,seasonal_growth,256652.12,282915.48,26263.36,10.23
2024,2024-10,대전,seasonal_naive,244295.61,346030.01,101734.4,41.64
2024,2024-10,대전,seasonal_growth,244295.61,294125.51,49829.9,20.4
2024,2024-11,대전,seasonal_naive,275912.21,400401.83,124489.62,45.12
2024,2024-11,대전,seasonal_growth,275912.21,340341.56,64429.35,23.35
2024,2024-12,대전,seasonal_naive,327827.6,415833.18,88005.58,26.85
2024,2024-12,대전,seasonal_growth,327827.6,353458.2,25630.6,7.82
2024,2024-09,울산,seasonal_naive,217492.73,251740.48,34247.75,15.75
2024,2024-09,울산,seasonal_growth,217492.73,213979.41,-3513.32,-1.62
2024,2024-10,울산,seasonal_naive,206035.04,250867.83,44832.79,21.76
2024,2024-10,울산,seasonal_growth,206035.04,213237.66,7202.62,3.5
2024,2024-11,울산,seasonal_naive,217346.08,268345.7,50999.62,23.46
2024,2024-11,울산,seasonal_growth,217346.08,228093.85,10747.77,4.95
2024,2024-12,울산,seasonal_naive,247325.02,291203.47,43878.45,17.74
2024,2024-12,울산,seasonal_growth,247325.02,247522.95,197.93,0.08
2024,2024-09,세종,seasonal_naive,68867.46,51009.16,-17858.3,-25.93
2024,2024-09,세종,seasonal_growth,68867.46,54660.67,-14206.79,-20.63
2024,2024-10,세종,seasonal_naive,67778.5,58779.53,-8998.97,-13.28
2024,2024-10,세종,seasonal_growth,67778.5,62987.28,-4791.22,-7.07
2024,2024-11,세종,seasonal_naive,73114.98,65025.71,-8089.27,-11.06
2024,2024-11,세종,seasonal_growth,73114.98,69680.6,-3434.38,-4.7
2024,2024-12,세종,seasonal_naive,81389.68,71402.38,-9987.3,-12.27
2024,2024-12,세종,seasonal_growth,81389.68,76513.74,-4875.94,-5.99
2024,2024-09,경기,seasonal_naive,1888050.91,1919019.83,30968.92,1.64
2024,2024-09,경기,seasonal_growth,1888050.91,1687769.2,-200281.71,-10.61
2024,2024-10,경기,seasonal_naive,1897815.7,2125459.9,227644.2,12.0
2024,2024-10,경기,seasonal_growth,1897815.7,1869332.31,-28483.39,-1.5
2024,2024-11,경기,seasonal_naive,2037548.99,2414514.46,376965.47,18.5
2024,2024-11,경기,seasonal_growth,2037548.99,2123554.48,86005.49,4.22
2024,2024-12,경기,seasonal_naive,2381304.73,2479165.0,97860.27,4.11
2024,2024-12,경기,seasonal_growth,2381304.73,2180414.33,-200890.4,-8.44
2024,2024-09,강원,seasonal_naive,756467.04,852088.84,95621.8,12.64
2024,2024-09,강원,seasonal_growth,756467.04,761023.39,4556.35,0.6
2024,2024-10,강원,seasonal_naive,811784.77,984070.58,172285.81,21.22
2024,2024-10,강원,seasonal_growth,811784.77,878899.82,67115.05,8.27
2024,2024-11,강원,seasonal_naive,793869.23,960518.75,166649.52,20.99
2024,2024-11,강원,seasonal_growth,793869.23,857865.05,63995.82,8.06
2024,2024-12,강원,seasonal_naive,891668.32,995615.41,103947.09,11.66
2024,2024-12,강원,seasonal_growth,891668.32,889210.82,-2457.5,-0.28
2024,2024-09,충북,seasonal_naive,1028206.41,1033236.71,5030.3,0.49
2024,2024-09,충북,seasonal_growth,1028206.41,939087.09,-89119.32,-8.67
2024,2024-10,충북,seasonal_naive,1039941.61,1169783.6,129841.99,12.49
2024,2024-10,충북,seasonal_growth,1039941.61,1063191.68,23250.07,2.24
2024,2024-11,충북,seasonal_naive,1146341.98,1271536.62,125194.64,10.92
2024,2024-11,충북,seasonal_growth,1146341.98,1155672.86,9330.88,0.81
2024,2024-12,충북,seasonal_naive,1223150.87,1275279.9,52129.03,4.26
2024,2024-12,충북,seasonal_growth,1223150.87,1159075.05,-64075.82,-5.24
2024,2024-09,충남,seasonal_naive,1229263.93,1054979.92,-174284.01,-14.18
2024,2024-09,충남,seasonal_growth,1229263.93,1070606.88,-158657.05,-12.91
2024,2024-10,충남,seasonal_naive,1206684.85,1168232.27,-38452.58,-3.19
2024,2024-10,충남,seasonal_growth,1206684.85,1185536.79,-21148.06,-1.75
2024,2024-11,충남,seasonal_naive,1267572.33,1273274.07,5701.74,0.45
2024,2024-11,충남,seasonal_growth,1267572.33,1292134.53,24562.2,1.94
2024,2024-12,충남,seasonal_naive,1362172.37,1276211.96,-85960.41,-6.31
2024,2024-12,충남,seasonal_growth,1362172.37,1295115.93,-67056.44,-4.92
2024,2024-09,전북,seasonal_naive,912119.74,848718.63,-63401.11,-6.95
2024,2024-09,전북,seasonal_growth,912119.74,765105.41,-147014.33,-16.12
2024,2024-10,전북,seasonal_naive,861858.78,921306.41,59447.63,6.9
2024,2024-10,전북,seasonal_growth,861858.78,830542.06,-31316.72,-3.63
2024,2024-11,전북,seasonal_naive,927539.32,1018471.43,90932.11,9.8
2024,2024-11,전북,seasonal_growth,927539.32,918134.67,-9404.65,-1.01
2024,2024-12,전북,seasonal_naive,971875.19,1045125.3,73250.11,7.54
2024,2024-12,전북,seasonal_growth,971875.19,942162.68,-29712.51,-3.06
2024,2024-09,전남,seasonal_naive,843336.65,767026.34,-76310.31,-9.05
2024,2024-09,전남,seasonal_growth,843336.65,743067.86,-100268.79,-11.89
2024,2024-10,전남,seasonal_naive,761476.28,809670.88,48194.6,6.33
2024,2024-10,전남,seasonal_growth,761476.28,784380.37,22904.09,3.01
2024,2024-11,전남,seasonal_naive,826326.47,831412.46,5085.99,0.62
2024,2024-11,전남,seasonal_growth,826326.47,805442.84,-20883.63,-2.53
2024,2024-12,전남,seasonal_naive,884722.09,846646.51,-38075.58,-4.3
2024,2024-12,전남,seasonal_growth,884722.09,820201.05,-64521.04,-7.29
2024,2024-09,경북,seasonal_naive,1461054.79,1600071.11,139016.32,9.51
2024,2024-09,경북,seasonal_growth,1461054.79,1360060.44,-100994.35,-6.91
2024,2024-10,경북,seasonal_naive,1412016.54,1721761.2,309744.66,21.94
2024,2024-10,경북,seasonal_growth,1412016.54,1463497.02,51480.48,3.65
2024,2024-11,경북,seasonal_naive,1515569.75,1800743.24,285173.49,18.82
2024,2024-11,경북,seasonal_growth,1515569.75,1530631.75,15062.0,0.99
2024,2024-12,경북,seasonal_naive,1658169.85,1903422.53,245252.68,14.79
2024,2024-12,경북,seasonal_growth,1658169.85,1617909.15,-40260.7,-2.43
2024,2024-09,경남,seasonal_naive,1168584.36,1121810.52,-46773.84,-4.0
2024,2024-09,경남,seasonal_growth,1168584.36,1044180.83,-124403.53,-10.65
2024,2024-10,경남,seasonal_naive,1129581.21,1207804.13,78222.92,6.92
2024,2024-10,경남,seasonal_growth,1129581.21,1124223.65,-5357.56,-0.47
2024,2024-11,경남,seasonal_naive,1167405.03,1280912.08,113507.05,9.72
2024,2024-11,경남,seasonal_growth,1167405.03,1192272.5,24867.47,2.13
2024,2024-12,경남,seasonal_naive,1287286.9,1375694.98,88408.08,6.87
2024,2024-12,경남,seasonal_growth,1287286.9,1280496.39,-6790.51,-0.53
2024,2024-09,제주,seasonal_naive,637162.1,506905.22,-130256.88,-20.44
2024,2024-09,제주,seasonal_growth,637162.1,585517.15,-51644.95,-8.11
2024,2024-10,제주,seasonal_naive,585027.02,502398.62,-82628.4,-14.12
2024,2024-10,제주,seasonal_growth,585027.02,580311.66,-4715.36,-0.81
2024,2024-11,제주,seasonal_naive,585298.62,536541.56,-48757.06,-8.33
2024,2024-11,제주,seasonal_growth,585298.62,619749.56,34450.94,5.89
2024,2024-12,제주,seasonal_naive,667706.83,586741.79,-80965.04,-12.13
2024,2024-12,제주,seasonal_growth,667706.83,677734.94,10028.11,1.5
