기준월,연도,월,시도,metric_name,예측값,component_moe_scaled,component_load_share,weight_moe,weight_load,ratio_applied,load_index_applied,모형ID,value_status,data_quality_note,generated_at,예측버전
2021-04,2021,4,광주,charge_kwh_sum,208602.41,208602.41,80666.15,1.0,0.0,2.305,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,대전,charge_kwh_sum,219210.12,219210.12,94803.51,1.0,0.0,1.7782,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,울산,charge_kwh_sum,45873.4,45873.4,37422.44,1.0,0.0,0.5719,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,세종,charge_kwh_sum,177384.63,177384.63,55717.85,1.0,0.0,2.8987,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,경기,charge_kwh_sum,598086.93,598086.93,564663.03,1.0,0.0,1.1309,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,강원,charge_kwh_sum,280793.43,280793.43,158837.46,1.0,0.0,1.1109,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,충북,charge_kwh_sum,220963.71,220963.71,148026.54,1.0,0.0,0.688,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,충남,charge_kwh_sum,164873.67,164873.67,174638.05,1.0,0.0,0.4585,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,전북,charge_kwh_sum,135132.26,135132.26,153847.81,1.0,0.0,0.6028,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,전남,charge_kwh_sum,393876.03,393876.03,163827.12,1.0,0.0,1.6269,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,경북,charge_kwh_sum,333868.54,333868.54,273599.61,1.0,0.0,0.5455,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,경남,charge_kwh_sum,516721.57,516721.57,256135.81,1.0,0.0,1.2273,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-04,2021,4,제주,charge_kwh_sum,493327.13,493327.13,155511.02,1.0,0.0,2.5602,1.351,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,서울,charge_kwh_sum,452322.68,452322.68,456092.02,1.0,0.0,2.2049,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,부산,charge_kwh_sum,187081.38,187081.38,142307.78,1.0,0.0,2.0446,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,대구,charge_kwh_sum,355393.06,355393.06,153798.47,1.0,0.0,2.2181,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,인천,charge_kwh_sum,188638.96,188638.96,131700.99,1.0,0.0,1.2018,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,광주,charge_kwh_sum,213899.99,213899.99,85738.23,1.0,0.0,2.305,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,대전,charge_kwh_sum,255704.63,255704.63,100764.52,1.0,0.0,1.7782,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,울산,charge_kwh_sum,43130.53,43130.53,39775.47,1.0,0.0,0.5719,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,세종,charge_kwh_sum,98925.53,98925.53,59221.25,1.0,0.0,2.8987,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,경기,charge_kwh_sum,636695.49,636695.49,600167.6,1.0,0.0,1.1309,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,강원,charge_kwh_sum,319863.29,319863.29,168824.76,1.0,0.0,1.1109,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,충북,charge_kwh_sum,222611.18,222611.18,157334.07,1.0,0.0,0.688,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,충남,charge_kwh_sum,155131.41,155131.41,185618.84,1.0,0.0,0.4585,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,전북,charge_kwh_sum,160512.16,160512.16,163521.36,1.0,0.0,0.6028,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,전남,charge_kwh_sum,368737.97,368737.97,174128.15,1.0,0.0,1.6269,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,경북,charge_kwh_sum,323271.18,323271.18,290802.86,1.0,0.0,0.5455,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,경남,charge_kwh_sum,479942.16,479942.16,272240.97,1.0,0.0,1.2273,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-05,2021,5,제주,charge_kwh_sum,509359.11,509359.11,165289.16,1.0,0.0,2.5602,1.335,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,서울,charge_kwh_sum,502184.6,502184.6,1006714.17,1.0,0.0,2.2049,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,부산,charge_kwh_sum,190391.7,190391.7,314110.43,1.0,0.0,2.0446,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,대구,charge_kwh_sum,350499.2,350499.2,339473.38,1.0,0.0,2.2181,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,인천,charge_kwh_sum,222144.44,222144.44,290698.47,1.0,0.0,1.2018,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,광주,charge_kwh_sum,224550.9,224550.9,189246.66,1.0,0.0,2.305,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,대전,charge_kwh_sum,270035.02,270035.02,222413.59,1.0,0.0,1.7782,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,울산,charge_kwh_sum,49508.81,49508.81,87794.84,1.0,0.0,0.5719,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,세종,charge_kwh_sum,83583.2,83583.2,130716.76,1.0,0.0,2.8987,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,경기,charge_kwh_sum,744731.58,744731.58,1324726.59,1.0,0.0,1.1309,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,강원,charge_kwh_sum,339859.18,339859.18,372640.32,1.0,0.0,1.1109,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,충북,charge_kwh_sum,224627.91,224627.91,347277.37,1.0,0.0,0.688,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,충남,charge_kwh_sum,162811.01,162811.01,409709.25,1.0,0.0,0.4585,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,전북,charge_kwh_sum,172101.8,172101.8,360934.34,1.0,0.0,0.6028,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,전남,charge_kwh_sum,389046.49,389046.49,384346.3,1.0,0.0,1.6269,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,경북,charge_kwh_sum,320070.81,320070.81,641877.83,1.0,0.0,0.5455,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,경남,charge_kwh_sum,452379.42,452379.42,600906.9,1.0,0.0,1.2273,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-06,2021,6,제주,charge_kwh_sum,516146.31,516146.31,364836.34,1.0,0.0,2.5602,1.3699,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,서울,charge_kwh_sum,675621.61,675621.61,0.0,1.0,0.0,2.2049,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,부산,charge_kwh_sum,242087.07,242087.07,0.0,1.0,0.0,2.0446,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,대구,charge_kwh_sum,396005.57,396005.57,0.0,1.0,0.0,2.2181,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,인천,charge_kwh_sum,284287.75,284287.75,0.0,1.0,0.0,1.2018,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,광주,charge_kwh_sum,263162.12,263162.12,0.0,1.0,0.0,2.305,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,대전,charge_kwh_sum,334453.62,334453.62,0.0,1.0,0.0,1.7782,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,울산,charge_kwh_sum,62251.67,62251.67,0.0,1.0,0.0,0.5719,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,세종,charge_kwh_sum,85117.42,85117.42,0.0,1.0,0.0,2.8987,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,경기,charge_kwh_sum,971718.6,971718.6,0.0,1.0,0.0,1.1309,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,강원,charge_kwh_sum,438219.85,438219.85,0.0,1.0,0.0,1.1109,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,충북,charge_kwh_sum,274475.23,274475.23,0.0,1.0,0.0,0.688,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,충남,charge_kwh_sum,205286.36,205286.36,0.0,1.0,0.0,0.4585,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,전북,charge_kwh_sum,225576.65,225576.65,0.0,1.0,0.0,0.6028,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,전남,charge_kwh_sum,451530.26,451530.26,0.0,1.0,0.0,1.6269,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,경북,charge_kwh_sum,382401.23,382401.23,0.0,1.0,0.0,0.5455,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,경남,charge_kwh_sum,539530.52,539530.52,0.0,1.0,0.0,1.2273,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-07,2021,7,제주,charge_kwh_sum,585631.82,585631.82,0.0,1.0,0.0,2.5602,1.458,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,서울,charge_kwh_sum,735076.13,735076.13,0.0,1.0,0.0,2.2049,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,부산,charge_kwh_sum,233790.34,233790.34,0.0,1.0,0.0,2.0446,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,대구,charge_kwh_sum,411650.33,411650.33,0.0,1.0,0.0,2.2181,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,인천,charge_kwh_sum,286000.36,286000.36,0.0,1.0,0.0,1.2018,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,광주,charge_kwh_sum,277107.85,277107.85,0.0,1.0,0.0,2.305,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,대전,charge_kwh_sum,318312.08,318312.08,0.0,1.0,0.0,1.7782,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,울산,charge_kwh_sum,61870.79,61870.79,0.0,1.0,0.0,0.5719,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,세종,charge_kwh_sum,95313.63,95313.63,0.0,1.0,0.0,2.8987,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,경기,charge_kwh_sum,998144.68,998144.68,0.0,1.0,0.0,1.1309,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,강원,charge_kwh_sum,463754.35,463754.35,0.0,1.0,0.0,1.1109,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,충북,charge_kwh_sum,273349.32,273349.32,0.0,1.0,0.0,0.688,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,충남,charge_kwh_sum,215711.34,215711.34,0.0,1.0,0.0,0.4585,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,전북,charge_kwh_sum,237040.22,237040.22,0.0,1.0,0.0,0.6028,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,전남,charge_kwh_sum,483017.94,483017.94,0.0,1.0,0.0,1.6269,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,경북,charge_kwh_sum,401928.37,401928.37,0.0,1.0,0.0,0.5455,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,경남,charge_kwh_sum,545975.19,545975.19,0.0,1.0,0.0,1.2273,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-08,2021,8,제주,charge_kwh_sum,618717.15,618717.15,0.0,1.0,0.0,2.5602,1.3926,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,서울,charge_kwh_sum,778262.36,778262.36,0.0,1.0,0.0,2.2049,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,부산,charge_kwh_sum,230544.56,230544.56,0.0,1.0,0.0,2.0446,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,대구,charge_kwh_sum,426461.19,426461.19,0.0,1.0,0.0,2.2181,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,인천,charge_kwh_sum,307039.62,307039.62,0.0,1.0,0.0,1.2018,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,광주,charge_kwh_sum,282602.01,282602.01,0.0,1.0,0.0,2.305,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,대전,charge_kwh_sum,332457.51,332457.51,0.0,1.0,0.0,1.7782,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,울산,charge_kwh_sum,61529.41,61529.41,0.0,1.0,0.0,0.5719,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,세종,charge_kwh_sum,92067.09,92067.09,0.0,1.0,0.0,2.8987,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,경기,charge_kwh_sum,1043842.59,1043842.59,0.0,1.0,0.0,1.1309,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,강원,charge_kwh_sum,468202.67,468202.67,0.0,1.0,0.0,1.1109,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,충북,charge_kwh_sum,295939.33,295939.33,0.0,1.0,0.0,0.688,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,충남,charge_kwh_sum,216127.41,216127.41,0.0,1.0,0.0,0.4585,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,전북,charge_kwh_sum,247167.24,247167.24,0.0,1.0,0.0,0.6028,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,전남,charge_kwh_sum,485049.33,485049.33,0.0,1.0,0.0,1.6269,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,경북,charge_kwh_sum,392097.11,392097.11,0.0,1.0,0.0,0.5455,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,경남,charge_kwh_sum,561417.6,561417.6,0.0,1.0,0.0,1.2273,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-09,2021,9,제주,charge_kwh_sum,588124.47,588124.47,0.0,1.0,0.0,2.5602,1.5658,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,서울,charge_kwh_sum,901790.36,901790.36,0.0,1.0,0.0,2.2049,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,부산,charge_kwh_sum,297599.12,297599.12,0.0,1.0,0.0,2.0446,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,대구,charge_kwh_sum,497845.18,497845.18,0.0,1.0,0.0,2.2181,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,인천,charge_kwh_sum,366079.92,366079.92,0.0,1.0,0.0,1.2018,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,광주,charge_kwh_sum,330665.85,330665.85,0.0,1.0,0.0,2.305,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,대전,charge_kwh_sum,382492.24,382492.24,0.0,1.0,0.0,1.7782,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,울산,charge_kwh_sum,77801.0,77801.0,0.0,1.0,0.0,0.5719,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,세종,charge_kwh_sum,106808.99,106808.99,0.0,1.0,0.0,2.8987,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,경기,charge_kwh_sum,1188500.85,1188500.85,0.0,1.0,0.0,1.1309,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,강원,charge_kwh_sum,567532.74,567532.74,0.0,1.0,0.0,1.1109,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,충북,charge_kwh_sum,348908.82,348908.82,0.0,1.0,0.0,0.688,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,충남,charge_kwh_sum,256867.01,256867.01,0.0,1.0,0.0,0.4585,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,전북,charge_kwh_sum,289245.06,289245.06,0.0,1.0,0.0,0.6028,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,전남,charge_kwh_sum,548657.35,548657.35,0.0,1.0,0.0,1.6269,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,경북,charge_kwh_sum,456573.46,456573.46,0.0,1.0,0.0,0.5455,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,경남,charge_kwh_sum,638455.34,638455.34,0.0,1.0,0.0,1.2273,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-10,2021,10,제주,charge_kwh_sum,642311.61,642311.61,0.0,1.0,0.0,2.5602,1.6475,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,서울,charge_kwh_sum,1064972.84,1064972.84,0.0,1.0,0.0,2.2049,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,부산,charge_kwh_sum,362168.19,362168.19,0.0,1.0,0.0,2.0446,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,대구,charge_kwh_sum,596097.05,596097.05,0.0,1.0,0.0,2.2181,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,인천,charge_kwh_sum,445725.88,445725.88,0.0,1.0,0.0,1.2018,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,광주,charge_kwh_sum,358517.34,358517.34,0.0,1.0,0.0,2.305,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,대전,charge_kwh_sum,434454.73,434454.73,0.0,1.0,0.0,1.7782,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
2021-11,2021,11,울산,charge_kwh_sum,81339.67,81339.67,0.0,1.0,0.0,0.5719,1.6372,kepco_hybrid_moe_load_v1,estimated,source_truncated_excel_cap,2026-08-11T07:19:12.117877+00:00,1.0.0
