기준월,연도,월,권역,충전속도코드,충전속도,누적충전기,지리단위,출처ID,전국대비비중
2024-09,2024,9,전라,완속,완속,30598,region8,me_charger_status_cumulative_stock_monthly,9.4
2024-09,2024,9,제주,완속,완속,6133,region8,me_charger_status_cumulative_stock_monthly,1.9
2024-09,2024,9,충청,완속,완속,38069,region8,me_charger_status_cumulative_stock_monthly,11.6
2024-10,2024,10,강원,급속,급속,2291,region8,me_charger_status_cumulative_stock_monthly,5.3
2024-10,2024,10,경기,급속,급속,9634,region8,me_charger_status_cumulative_stock_monthly,22.3
2024-10,2024,10,경상,급속,급속,11030,region8,me_charger_status_cumulative_stock_monthly,25.6
2024-10,2024,10,서울,급속,급속,4496,region8,me_charger_status_cumulative_stock_monthly,10.4
2024-10,2024,10,인천,급속,급속,1768,region8,me_charger_status_cumulative_stock_monthly,4.1
2024-10,2024,10,전국,급속,급속,43146,national,me_charger_status_cumulative_stock_monthly,100.0
2024-10,2024,10,전라,급속,급속,5695,region8,me_charger_status_cumulative_stock_monthly,13.2
2024-10,2024,10,제주,급속,급속,2234,region8,me_charger_status_cumulative_stock_monthly,5.2
2024-10,2024,10,충청,급속,급속,5998,region8,me_charger_status_cumulative_stock_monthly,13.9
2024-10,2024,10,강원,완속,완속,11012,region8,me_charger_status_cumulative_stock_monthly,3.3
2024-10,2024,10,경기,완속,완속,97333,region8,me_charger_status_cumulative_stock_monthly,29.1
2024-10,2024,10,경상,완속,완속,75307,region8,me_charger_status_cumulative_stock_monthly,22.5
2024-10,2024,10,서울,완속,완속,55028,region8,me_charger_status_cumulative_stock_monthly,16.5
2024-10,2024,10,인천,완속,완속,19293,region8,me_charger_status_cumulative_stock_monthly,5.8
2024-10,2024,10,전국,완속,완속,334385,national,me_charger_status_cumulative_stock_monthly,100.0
2024-10,2024,10,전라,완속,완속,31371,region8,me_charger_status_cumulative_stock_monthly,9.4
2024-10,2024,10,제주,완속,완속,6255,region8,me_charger_status_cumulative_stock_monthly,1.9
2024-10,2024,10,충청,완속,완속,38786,region8,me_charger_status_cumulative_stock_monthly,11.6
2024-11,2024,11,강원,급속,급속,2281,region8,me_charger_status_cumulative_stock_monthly,5.2
2024-11,2024,11,경기,급속,급속,9778,region8,me_charger_status_cumulative_stock_monthly,22.4
2024-11,2024,11,경상,급속,급속,11120,region8,me_charger_status_cumulative_stock_monthly,25.5
2024-11,2024,11,서울,급속,급속,4584,region8,me_charger_status_cumulative_stock_monthly,10.5
2024-11,2024,11,인천,급속,급속,1792,region8,me_charger_status_cumulative_stock_monthly,4.1
2024-11,2024,11,전국,급속,급속,43568,national,me_charger_status_cumulative_stock_monthly,100.0
2024-11,2024,11,전라,급속,급속,5732,region8,me_charger_status_cumulative_stock_monthly,13.2
2024-11,2024,11,제주,급속,급속,2261,region8,me_charger_status_cumulative_stock_monthly,5.2
2024-11,2024,11,충청,급속,급속,6020,region8,me_charger_status_cumulative_stock_monthly,13.8
2024-11,2024,11,강원,완속,완속,11237,region8,me_charger_status_cumulative_stock_monthly,3.3
2024-11,2024,11,경기,완속,완속,99689,region8,me_charger_status_cumulative_stock_monthly,29.2
2024-11,2024,11,경상,완속,완속,76708,region8,me_charger_status_cumulative_stock_monthly,22.5
2024-11,2024,11,서울,완속,완속,55617,region8,me_charger_status_cumulative_stock_monthly,16.3
2024-11,2024,11,인천,완속,완속,20003,region8,me_charger_status_cumulative_stock_monthly,5.9
2024-11,2024,11,전국,완속,완속,341306,national,me_charger_status_cumulative_stock_monthly,100.0
2024-11,2024,11,전라,완속,완속,32179,region8,me_charger_status_cumulative_stock_monthly,9.4
2024-11,2024,11,제주,완속,완속,6258,region8,me_charger_status_cumulative_stock_monthly,1.8
2024-11,2024,11,충청,완속,완속,39615,region8,me_charger_status_cumulative_stock_monthly,11.6
2024-12,2024,12,강원,급속,급속,2337,region8,me_charger_status_cumulative_stock_monthly,5.2
2024-12,2024,12,경기,급속,급속,10112,region8,me_charger_status_cumulative_stock_monthly,22.7
2024-12,2024,12,경상,급속,급속,11345,region8,me_charger_status_cumulative_stock_monthly,25.5
2024-12,2024,12,서울,급속,급속,4545,region8,me_charger_status_cumulative_stock_monthly,10.2
2024-12,2024,12,인천,급속,급속,1836,region8,me_charger_status_cumulative_stock_monthly,4.1
2024-12,2024,12,전국,급속,급속,44576,national,me_charger_status_cumulative_stock_monthly,100.0
2024-12,2024,12,전라,급속,급속,5872,region8,me_charger_status_cumulative_stock_monthly,13.2
2024-12,2024,12,제주,급속,급속,2297,region8,me_charger_status_cumulative_stock_monthly,5.2
2024-12,2024,12,충청,급속,급속,6232,region8,me_charger_status_cumulative_stock_monthly,14.0
2024-12,2024,12,강원,완속,완속,11481,region8,me_charger_status_cumulative_stock_monthly,3.3
2024-12,2024,12,경기,완속,완속,102272,region8,me_charger_status_cumulative_stock_monthly,29.3
2024-12,2024,12,경상,완속,완속,79228,region8,me_charger_status_cumulative_stock_monthly,22.7
2024-12,2024,12,서울,완속,완속,56070,region8,me_charger_status_cumulative_stock_monthly,16.0
2024-12,2024,12,인천,완속,완속,20513,region8,me_charger_status_cumulative_stock_monthly,5.9
2024-12,2024,12,전국,완속,완속,349556,national,me_charger_status_cumulative_stock_monthly,100.0
2024-12,2024,12,전라,완속,완속,32713,region8,me_charger_status_cumulative_stock_monthly,9.4
2024-12,2024,12,제주,완속,완속,6264,region8,me_charger_status_cumulative_stock_monthly,1.8
2024-12,2024,12,충청,완속,완속,41015,region8,me_charger_status_cumulative_stock_monthly,11.7
2025-01,2025,1,강원,급속,급속,2443,region8,me_charger_status_cumulative_stock_monthly,5.3
2025-01,2025,1,경기,급속,급속,10433,region8,me_charger_status_cumulative_stock_monthly,22.8
2025-01,2025,1,경상,급속,급속,11559,region8,me_charger_status_cumulative_stock_monthly,25.2
2025-01,2025,1,서울,급속,급속,4768,region8,me_charger_status_cumulative_stock_monthly,10.4
2025-01,2025,1,인천,급속,급속,1897,region8,me_charger_status_cumulative_stock_monthly,4.1
2025-01,2025,1,전국,급속,급속,45791,national,me_charger_status_cumulative_stock_monthly,100.0
2025-01,2025,1,전라,급속,급속,6009,region8,me_charger_status_cumulative_stock_monthly,13.1
2025-01,2025,1,제주,급속,급속,2284,region8,me_charger_status_cumulative_stock_monthly,5.0
2025-01,2025,1,충청,급속,급속,6398,region8,me_charger_status_cumulative_stock_monthly,14.0
2025-01,2025,1,강원,완속,완속,11677,region8,me_charger_status_cumulative_stock_monthly,3.2
2025-01,2025,1,경기,완속,완속,105792,region8,me_charger_status_cumulative_stock_monthly,29.4
2025-01,2025,1,경상,완속,완속,81329,region8,me_charger_status_cumulative_stock_monthly,22.6
2025-01,2025,1,서울,완속,완속,57440,region8,me_charger_status_cumulative_stock_monthly,16.0
2025-01,2025,1,인천,완속,완속,21286,region8,me_charger_status_cumulative_stock_monthly,5.9
2025-01,2025,1,전국,완속,완속,359344,national,me_charger_status_cumulative_stock_monthly,100.0
2025-01,2025,1,전라,완속,완속,33422,region8,me_charger_status_cumulative_stock_monthly,9.3
2025-01,2025,1,제주,완속,완속,6186,region8,me_charger_status_cumulative_stock_monthly,1.7
2025-01,2025,1,충청,완속,완속,42212,region8,me_charger_status_cumulative_stock_monthly,11.7
2025-02,2025,2,강원,급속,급속,2457,region8,me_charger_status_cumulative_stock_monthly,5.3
2025-02,2025,2,경기,급속,급속,10528,region8,me_charger_status_cumulative_stock_monthly,22.8
2025-02,2025,2,경상,급속,급속,11696,region8,me_charger_status_cumulative_stock_monthly,25.3
2025-02,2025,2,서울,급속,급속,4725,region8,me_charger_status_cumulative_stock_monthly,10.2
2025-02,2025,2,인천,급속,급속,1935,region8,me_charger_status_cumulative_stock_monthly,4.2
2025-02,2025,2,전국,급속,급속,46155,national,me_charger_status_cumulative_stock_monthly,100.0
2025-02,2025,2,전라,급속,급속,6081,region8,me_charger_status_cumulative_stock_monthly,13.2
2025-02,2025,2,제주,급속,급속,2239,region8,me_charger_status_cumulative_stock_monthly,4.9
2025-02,2025,2,충청,급속,급속,6494,region8,me_charger_status_cumulative_stock_monthly,14.1
2025-02,2025,2,강원,완속,완속,11796,region8,me_charger_status_cumulative_stock_monthly,3.3
2025-02,2025,2,경기,완속,완속,106885,region8,me_charger_status_cumulative_stock_monthly,29.5
2025-02,2025,2,경상,완속,완속,81727,region8,me_charger_status_cumulative_stock_monthly,22.6
2025-02,2025,2,서울,완속,완속,56824,region8,me_charger_status_cumulative_stock_monthly,15.7
2025-02,2025,2,인천,완속,완속,21637,region8,me_charger_status_cumulative_stock_monthly,6.0
2025-02,2025,2,전국,완속,완속,361721,national,me_charger_status_cumulative_stock_monthly,100.0
2025-02,2025,2,전라,완속,완속,33848,region8,me_charger_status_cumulative_stock_monthly,9.4
2025-02,2025,2,제주,완속,완속,6175,region8,me_charger_status_cumulative_stock_monthly,1.7
2025-02,2025,2,충청,완속,완속,42829,region8,me_charger_status_cumulative_stock_monthly,11.8
2025-03,2025,3,강원,급속,급속,2538,region8,me_charger_status_cumulative_stock_monthly,5.4
2025-03,2025,3,경기,급속,급속,10673,region8,me_charger_status_cumulative_stock_monthly,22.8
2025-03,2025,3,경상,급속,급속,11798,region8,me_charger_status_cumulative_stock_monthly,25.2
2025-03,2025,3,서울,급속,급속,4805,region8,me_charger_status_cumulative_stock_monthly,10.3
2025-03,2025,3,인천,급속,급속,1958,region8,me_charger_status_cumulative_stock_monthly,4.2
2025-03,2025,3,전국,급속,급속,46806,national,me_charger_status_cumulative_stock_monthly,100.0
2025-03,2025,3,전라,급속,급속,6205,region8,me_charger_status_cumulative_stock_monthly,13.3
2025-03,2025,3,제주,급속,급속,2245,region8,me_charger_status_cumulative_stock_monthly,4.8
2025-03,2025,3,충청,급속,급속,6584,region8,me_charger_status_cumulative_stock_monthly,14.1
2025-03,2025,3,강원,완속,완속,12026,region8,me_charger_status_cumulative_stock_monthly,3.3
2025-03,2025,3,경기,완속,완속,109989,region8,me_charger_status_cumulative_stock_monthly,29.7
2025-03,2025,3,경상,완속,완속,83672,region8,me_charger_status_cumulative_stock_monthly,22.6
2025-03,2025,3,서울,완속,완속,57836,region8,me_charger_status_cumulative_stock_monthly,15.6
2025-03,2025,3,인천,완속,완속,22074,region8,me_charger_status_cumulative_stock_monthly,6.0
2025-03,2025,3,전국,완속,완속,369944,national,me_charger_status_cumulative_stock_monthly,100.0
2025-03,2025,3,전라,완속,완속,34568,region8,me_charger_status_cumulative_stock_monthly,9.3
2025-03,2025,3,제주,완속,완속,6188,region8,me_charger_status_cumulative_stock_monthly,1.7
2025-03,2025,3,충청,완속,완속,43591,region8,me_charger_status_cumulative_stock_monthly,11.8
2025-04,2025,4,강원,급속,급속,2541,region8,me_charger_status_cumulative_stock_monthly,5.4
2025-04,2025,4,경기,급속,급속,10687,region8,me_charger_status_cumulative_stock_monthly,22.8
2025-04,2025,4,경상,급속,급속,11807,region8,me_charger_status_cumulative_stock_monthly,25.2
2025-04,2025,4,서울,급속,급속,4813,region8,me_charger_status_cumulative_stock_monthly,10.3
2025-04,2025,4,인천,급속,급속,1958,region8,me_charger_status_cumulative_stock_monthly,4.2
2025-04,2025,4,전국,급속,급속,46881,national,me_charger_status_cumulative_stock_monthly,100.0
2025-04,2025,4,전라,급속,급속,6226,region8,me_charger_status_cumulative_stock_monthly,13.3
2025-04,2025,4,제주,급속,급속,2245,region8,me_charger_status_cumulative_stock_monthly,4.8
2025-04,2025,4,충청,급속,급속,6604,region8,me_charger_status_cumulative_stock_monthly,14.1
2025-04,2025,4,강원,완속,완속,12034,region8,me_charger_status_cumulative_stock_monthly,3.2
2025-04,2025,4,경기,완속,완속,110142,region8,me_charger_status_cumulative_stock_monthly,29.7
2025-04,2025,4,경상,완속,완속,83917,region8,me_charger_status_cumulative_stock_monthly,22.6
2025-04,2025,4,서울,완속,완속,57879,region8,me_charger_status_cumulative_stock_monthly,15.6
2025-04,2025,4,인천,완속,완속,22086,region8,me_charger_status_cumulative_stock_monthly,6.0
2025-04,2025,4,전국,완속,완속,370556,national,me_charger_status_cumulative_stock_monthly,100.0
2025-04,2025,4,전라,완속,완속,34642,region8,me_charger_status_cumulative_stock_monthly,9.3
2025-04,2025,4,제주,완속,완속,6185,region8,me_charger_status_cumulative_stock_monthly,1.7
2025-04,2025,4,충청,완속,완속,43671,region8,me_charger_status_cumulative_stock_monthly,11.8
2025-08,2025,8,강원,급속,급속,2633,region8,me_charger_status_cumulative_stock_monthly,5.2
2025-08,2025,8,경기,급속,급속,12180,region8,me_charger_status_cumulative_stock_monthly,24.2
2025-08,2025,8,경상,급속,급속,12159,region8,me_charger_status_cumulative_stock_monthly,24.1
2025-08,2025,8,서울,급속,급속,5559,region8,me_charger_status_cumulative_stock_monthly,11.0
2025-08,2025,8,인천,급속,급속,2227,region8,me_charger_status_cumulative_stock_monthly,4.4
2025-08,2025,8,전국,급속,급속,50426,national,me_charger_status_cumulative_stock_monthly,100.0
2025-08,2025,8,전라,급속,급속,6473,region8,me_charger_status_cumulative_stock_monthly,12.8
2025-08,2025,8,제주,급속,급속,2256,region8,me_charger_status_cumulative_stock_monthly,4.5
2025-08,2025,8,충청,급속,급속,6939,region8,me_charger_status_cumulative_stock_monthly,13.8
2025-08,2025,8,강원,완속,완속,12608,region8,me_charger_status_cumulative_stock_monthly,3.2
2025-08,2025,8,경기,완속,완속,118946,region8,me_charger_status_cumulative_stock_monthly,29.9
2025-08,2025,8,경상,완속,완속,91615,region8,me_charger_status_cumulative_stock_monthly,23.1
2025-08,2025,8,서울,완속,완속,60486,region8,me_charger_status_cumulative_stock_monthly,15.2
2025-08,2025,8,인천,완속,완속,24392,region8,me_charger_status_cumulative_stock_monthly,6.1
2025-08,2025,8,전국,완속,완속,397342,national,me_charger_status_cumulative_stock_monthly,100.0
2025-08,2025,8,전라,완속,완속,37038,region8,me_charger_status_cumulative_stock_monthly,9.3
2025-08,2025,8,제주,완속,완속,6092,region8,me_charger_status_cumulative_stock_monthly,1.5
2025-08,2025,8,충청,완속,완속,46165,region8,me_charger_status_cumulative_stock_monthly,11.6
2025-12,2025,12,강원,급속,급속,2844,region8,me_charger_status_cumulative_stock_monthly,5.4
2025-12,2025,12,경기,급속,급속,13060,region8,me_charger_status_cumulative_stock_monthly,24.7
2025-12,2025,12,경상,급속,급속,12820,region8,me_charger_status_cumulative_stock_monthly,24.3
2025-12,2025,12,서울,급속,급속,5600,region8,me_charger_status_cumulative_stock_monthly,10.6
2025-12,2025,12,인천,급속,급속,2389,region8,me_charger_status_cumulative_stock_monthly,4.5
2025-12,2025,12,전국,급속,급속,52860,national,me_charger_status_cumulative_stock_monthly,100.0
2025-12,2025,12,전라,급속,급속,6690,region8,me_charger_status_cumulative_stock_monthly,12.7
2025-12,2025,12,제주,급속,급속,2319,region8,me_charger_status_cumulative_stock_monthly,4.4
2025-12,2025,12,충청,급속,급속,7138,region8,me_charger_status_cumulative_stock_monthly,13.5
2025-12,2025,12,강원,완속,완속,13045,region8,me_charger_status_cumulative_stock_monthly,3.1
2025-12,2025,12,경기,완속,완속,125418,region8,me_charger_status_cumulative_stock_monthly,30.1
2025-12,2025,12,경상,완속,완속,95915,region8,me_charger_status_cumulative_stock_monthly,23.0
2025-12,2025,12,서울,완속,완속,63054,region8,me_charger_status_cumulative_stock_monthly,15.2
2025-12,2025,12,인천,완속,완속,26130,region8,me_charger_status_cumulative_stock_monthly,6.3
2025-12,2025,12,전국,완속,완속,416185,national,me_charger_status_cumulative_stock_monthly,100.0
2025-12,2025,12,전라,완속,완속,37996,region8,me_charger_status_cumulative_stock_monthly,9.1
2025-12,2025,12,제주,완속,완속,6031,region8,me_charger_status_cumulative_stock_monthly,1.4
2025-12,2025,12,충청,완속,완속,48596,region8,me_charger_status_cumulative_stock_monthly,11.7
