지표코드,지표명,기준월,연도,월,권역,대당충전기,권역구성비,평균여부,지리단위,출처ID
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,서울,5.4,18.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,경기,4.62,16.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,인천,2.14,7.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,강원,4.5,15.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,충청,3.9,13.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,전라,3.44,12.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,경상,3.51,12.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,제주,1.19,4.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-02,2024,2,평균,3.58,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,서울,7.44,16.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,경기,8.18,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,인천,4.4,9.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,강원,6.46,14.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,충청,6.06,13.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,전라,5.55,12.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,경상,5.7,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,제주,1.82,4.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-03,2024,3,평균,5.7,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,서울,7.61,16.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,경기,8.37,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,인천,4.49,9.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,강원,6.56,14.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,충청,6.12,13.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,전라,5.69,12.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,경상,5.81,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,제주,1.82,3.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-04,2024,4,평균,5.8,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,서울,7.59,16.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,경기,8.34,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,인천,4.39,9.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,강원,6.61,14.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,충청,6.17,13.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,전라,5.73,12.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,경상,5.79,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,제주,1.79,3.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-05,2024,5,평균,5.8,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,서울,7.53,16.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,경기,8.29,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,인천,4.33,9.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,강원,6.63,14.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,충청,6.1,13.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,전라,5.71,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,경상,5.76,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,제주,1.74,3.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-06,2024,6,평균,5.76,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,서울,7.49,16.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,경기,8.17,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,인천,4.23,9.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,강원,6.65,14.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,충청,6.04,13.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,전라,5.65,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,경상,5.74,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,제주,1.72,3.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-07,2024,7,평균,5.71,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,서울,7.51,16.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,경기,8.1,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,인천,4.18,9.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,강원,6.67,14.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,충청,6.0,13.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,전라,5.66,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,경상,5.73,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,제주,1.69,3.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-08,2024,8,평균,5.69,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,서울,7.54,16.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,경기,8.12,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,인천,4.14,9.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,강원,6.65,14.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,충청,5.95,13.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,전라,5.64,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,경상,5.69,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,제주,1.69,3.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-09,2024,9,평균,5.67,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,서울,7.63,16.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,경기,8.16,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,인천,4.12,9.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,강원,6.65,14.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,충청,5.91,13.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,전라,5.66,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,경상,5.7,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,제주,1.65,3.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-10,2024,10,평균,5.68,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,서울,7.6,16.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,경기,8.11,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,인천,4.11,9.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,강원,6.7,14.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,충청,5.95,13.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,전라,5.67,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,경상,5.66,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,제주,1.61,3.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-11,2024,11,평균,5.67,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,서울,7.56,16.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,경기,8.21,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,인천,4.22,9.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,강원,6.77,14.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,충청,6.13,13.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,전라,5.72,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,경상,5.79,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,제주,1.6,3.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2024-12,2024,12,평균,5.75,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,서울,7.78,16.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,경기,8.47,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,인천,4.35,9.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,강원,6.86,14.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,충청,6.31,13.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,전라,5.83,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,경상,5.92,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,제주,1.56,3.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-01,2025,1,평균,5.88,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,서울,7.64,16.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,경기,8.39,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,인천,4.33,9.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,강원,6.87,14.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,충청,6.24,13.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,전라,5.77,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,경상,5.81,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,제주,1.55,3.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-02,2025,2,평균,5.82,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,서울,7.66,16.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,경기,8.38,18.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,인천,4.26,9.2,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,강원,6.89,14.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,충청,6.15,13.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,전라,5.74,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,경상,5.8,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,제주,1.52,3.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-03,2025,3,평균,5.8,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,서울,7.58,16.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,경기,8.17,18.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,인천,4.07,9.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,강원,6.78,14.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,충청,6.04,13.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,전라,5.62,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,경상,5.69,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,제주,1.49,3.3,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-04,2025,4,평균,5.68,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,서울,7.25,16.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,경기,7.67,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,인천,3.64,8.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,강원,6.52,15.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,충청,5.75,13.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,전라,5.38,12.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,경상,5.48,12.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,제주,1.35,3.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-08,2025,8,평균,5.38,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,서울,7.23,17.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,경기,7.54,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,인천,3.66,8.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,강원,6.39,15.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,충청,5.79,13.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,전라,5.26,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,경상,5.33,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,제주,1.27,3.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2025-12,2025,12,평균,5.3,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,서울,7.34,17.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,경기,7.7,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,인천,3.78,8.7,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,강원,6.52,15.1,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,충청,5.87,13.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,전라,5.36,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,경상,5.46,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,제주,1.27,2.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-01,2026,1,평균,5.41,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,서울,7.54,17.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,경기,7.89,17.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,인천,3.91,8.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,강원,6.62,14.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,충청,5.98,13.5,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,전라,5.48,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,경상,5.59,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,제주,1.28,2.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-02,2026,2,평균,5.53,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,서울,7.7,17.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,경기,8.08,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,인천,4.04,8.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,강원,6.75,14.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,충청,6.07,13.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,전라,5.61,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,경상,5.71,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,제주,1.3,2.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-03,2026,3,평균,5.65,,1,average8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,서울,7.73,17.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,경기,8.12,17.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,인천,4.05,8.9,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,강원,6.8,15.0,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,충청,6.09,13.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,전라,5.63,12.4,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,경상,5.73,12.6,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,제주,1.29,2.8,0,region8,me_charger_status_ev_per_charger_ratio
완속_대당,전기차 1대당 완속충전기 수,2026-04,2026,4,평균,5.68,,1,average8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,서울,5.75,17.9,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,경기,4.97,15.4,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,인천,2.28,7.1,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,강원,5.36,16.7,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,충청,4.31,13.4,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,전라,3.95,12.3,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,경상,3.94,12.2,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,제주,1.62,5.0,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-01,2024,1,평균,4.02,,1,average8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,서울,5.89,17.8,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,경기,5.1,15.4,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,인천,2.34,7.1,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,강원,5.5,16.6,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,충청,4.48,13.6,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,전라,4.07,12.3,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,경상,4.03,12.2,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,제주,1.63,4.9,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-02,2024,2,평균,4.13,,1,average8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-03,2024,3,서울,8.1,15.5,0,region8,me_charger_status_ev_per_charger_ratio
합계_대당,전기차 1대당 충전기 수,2024-03,2024,3,경기,9.0,17.2,0,region8,me_charger_status_ev_per_charger_ratio
